X,Y,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,ObjectId
-71.071904247,42.35370866,44614,"Elm, Princeton",Ulmus americana 'Princeton',1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07191,42.35371,884
-71.071927045,42.353462873,44615,"Elm, Princeton",Ulmus americana 'Princeton',1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07193,42.35346,885
-71.071955208,42.353535221,44616,"Elm, American",Ulmus americana,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07195,42.35353,886
-71.071971302,42.353622436,44617,"Pagodatree, Japanese",Styphnolobium japonicum,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07197,42.35362,887
-71.071995442,42.353685865,44618,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.072,42.35369,888
-71.071991418,42.353443051,44619,Oak,Quercus species,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07199,42.35344,889
-71.072016899,42.353519364,44620,"Elm, Princeton",Ulmus americana 'Princeton',1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07201,42.35352,890
-71.072069202,42.353605588,44621,"Elm, Princeton",Ulmus americana 'Princeton',1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07207,42.35361,891
-71.072097366,42.353658115,44622,"Elm, Princeton",Ulmus americana 'Princeton',1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0721,42.35366,892
-71.072089319,42.353428185,44623,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07209,42.35343,893
-71.072122847,42.353490623,44624,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07212,42.35349,894
-71.072160397,42.3535709,44625,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07216,42.35357,895
-71.072188561,42.3536264,44626,"Elm, Princeton",Ulmus americana 'Princeton',1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07219,42.35363,896
-71.072185878,42.353402417,44627,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07219,42.3534,897
-71.072216724,42.353467828,44628,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07222,42.35347,898
-71.072287802,42.353531257,44629,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07229,42.35353,899
-71.072307919,42.35358874,44630,Oak,Quercus species,1,0-3in,2,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07231,42.35359,900
-71.072308672,42.353358525,44631,"Elm, American",Ulmus americana,1,>30in,34,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07231,42.35336,901
-71.072327447,42.353434838,44632,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07233,42.35344,902
-71.072373045,42.353508178,44633,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07237,42.35351,903
-71.072401208,42.353575572,44634,"Elm, American",Ulmus americana,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0724,42.35358,904
-71.072424007,42.353330775,44635,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07243,42.35333,905
-71.072496427,42.353387266,44636,"Pagodatree, Japanese",Styphnolobium japonicum,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07249,42.35339,906
-71.072555435,42.35347349,44637,"Pagodatree, Japanese",Styphnolobium japonicum,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07256,42.35347,907
-71.072555435,42.353532955,44638,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07256,42.35353,908
-71.072595668,42.35328023,44639,"Pagodatree, Japanese",Styphnolobium japonicum,1,6-12in,10,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07259,42.35328,909
-71.072639925,42.353342668,44640,"Elm, American",Ulmus americana,1,6-12in,10,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07264,42.35334,910
-71.072689546,42.353414026,44641,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07269,42.35341,911
-71.072721314,42.353497011,44652,"Oak, Scarlet",Quercus coccinea,1,3-6in,3,Spring 2022,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07272,42.3535,912
-71.072722656,42.353243294,44653,"Hackberry, Northern",Celtis occidentalis,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07272,42.35324,913
-71.072733384,42.353335464,44654,"Elm, American",Ulmus americana,1,24-30in,28,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07273,42.35334,914
-71.072804463,42.353384027,44655,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07281,42.35339,915
-71.072839332,42.353457367,44656,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07284,42.35346,916
-71.072835308,42.353218517,44657,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07284,42.35322,917
-71.072887611,42.353297803,44658,"Pagodatree, Japanese",Styphnolobium japonicum,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07289,42.3533,918
-71.072935891,42.353373126,44659,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07294,42.35337,919
-71.072926503,42.353437546,44660,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07293,42.35344,920
-71.072978806,42.353180855,44661,"Oak, Northern Red",Quercus rubra,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07298,42.35318,921
-71.073028427,42.353263115,44662,Elm,Ulmus species,1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07303,42.35326,922
-71.073059273,42.353342402,44663,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07306,42.35334,923
-71.073110235,42.353390965,44664,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07311,42.35339,924
-71.073010993,42.353416733,44665,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07301,42.35342,925
-71.073112917,42.35313923,44666,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07311,42.35314,926
-71.073149127,42.353219508,44667,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07315,42.35322,927
-71.073190701,42.35329483,44668,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07319,42.35329,928
-71.073217523,42.353353304,44669,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07322,42.35335,929
-71.07324971,42.353109497,44670,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07325,42.35311,930
-71.073296648,42.35318482,44671,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0733,42.35318,931
-71.073327494,42.353248249,44672,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07333,42.35325,932
-71.073348951,42.353321589,44673,"Elm, American",Ulmus americana,1,>30in,37,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07335,42.35332,933
-71.073316765,42.353087693,44674,"Elm, Siberian",Ulmus pumila,1,6-12in,9,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07332,42.35309,934
-71.073438805,42.353145176,44675,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07344,42.35315,935
-71.073448193,42.353223472,44676,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07345,42.35322,936
-71.073469651,42.353286901,44677,"Elm, American",Ulmus americana,1,>30in,35,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07347,42.35329,937
-71.073543411,42.353113462,44678,"Pagodatree, Japanese",Styphnolobium japonicum,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07354,42.35312,938
-71.073586327,42.353181847,44679,"Pagodatree, Japanese",Styphnolobium japonicum,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07359,42.35318,939
-71.073609126,42.353248249,44680,"Elm, American",Ulmus americana,1,24-30in,25,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07361,42.35325,940
-71.073627901,42.352998496,44681,"Oak, Chestnut",Quercus prinus,1,0-3in,2,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07363,42.353,941
-71.073657405,42.353066881,44682,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07365,42.35307,942
-71.073704344,42.353150132,44683,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07371,42.35315,943
-71.073725802,42.353219508,44684,"Oak, Swamp White",Quercus bicolor,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07372,42.35322,944
-71.073723119,42.352976692,44685,"Elm, American",Ulmus americana,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07372,42.35298,945
-71.073770058,42.353054988,44686,"Pagodatree, Japanese",Styphnolobium japonicum,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07377,42.35305,946
-71.073802245,42.353129319,44687,"Pagodatree, Japanese",Styphnolobium japonicum,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0738,42.35313,947
-71.073825043,42.353183829,44688,"Oak, Pin",Quercus palustris,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07382,42.35318,948
-71.078291927,42.351826578,44689,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,3-6in,5,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07829,42.35183,949
-71.078334843,42.351910822,44690,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,3-6in,4,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07834,42.35191,950
-71.078328137,42.351741343,44691,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,6-12in,6,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07833,42.35174,951
-71.078371052,42.351804774,44692,"Zelkova, Japanese",Zelkova serrata,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07837,42.35181,952
-71.079574674,42.351634356,44847,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07957,42.35163,953
-71.07841665,42.351884062,44693,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,6-12in,7,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07841,42.35188,954
-71.07846493,42.351945511,44694,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,6-12in,6,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07847,42.35194,955
-71.078400557,42.351714583,44695,"Oak, Swamp White",Quercus bicolor,1,3-6in,4,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0784,42.35172,956
-71.078438108,42.351784952,44696,"Maple, Red",Acer rubrum,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07844,42.35178,957
-71.078478341,42.35186424,44697,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07848,42.35186,958
-71.078525279,42.351921724,44698,"Zelkova, Japanese",Zelkova serrata,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07852,42.35192,959
-71.07850114,42.351698725,44764,"Maple, Red",Acer rubrum,1,3-6in,5,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0785,42.3517,960
-71.078531985,42.351764139,44765,"Zelkova, Japanese",Zelkova serrata,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07853,42.35176,961
-71.078561489,42.351843427,44766,"Zelkova, Japanese",Zelkova serrata,1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07856,42.35184,962
-71.078595017,42.351898929,44767,"Zelkova, Japanese",Zelkova serrata,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0786,42.3519,963
-71.078620084,42.351663948,44808,"Elm, American",Ulmus americana,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07862,42.35167,964
-71.078650929,42.351741255,44809,"Zelkova, Japanese",Zelkova serrata,1,24-30in,24,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07865,42.35174,965
-71.078685798,42.351812615,44810,"Maple, Red",Acer rubrum,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07869,42.35181,966
-71.078684457,42.351875054,44811,"Maple, Red",Acer rubrum,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07868,42.35188,967
-71.078740783,42.35162034,44812,"Oak, Chinkapin",Quercus muehlenbergii,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07874,42.35162,968
-71.078758217,42.351703593,44813,"Maple, Red",Acer rubrum,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07876,42.3517,969
-71.078786381,42.351784864,44817,"Elm, American",Ulmus americana,1,6-12in,10,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07879,42.35178,970
-71.078805156,42.351848294,44822,"Maple, Red",Acer rubrum,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0788,42.35185,971
-71.078840025,42.351591597,44823,"Oak, Pin",Quercus palustris,1,3-6in,3,Spring 2021,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07884,42.35159,972
-71.078873552,42.351674851,44824,"Zelkova, Japanese",Zelkova serrata,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07887,42.35167,973
-71.078933902,42.351752157,44825,"Zelkova, Japanese",Zelkova serrata,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07893,42.35175,974
-71.078945972,42.351807659,44826,"Zelkova, Japanese",Zelkova serrata,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07895,42.35181,975
-71.078937925,42.351572766,44827,"Zelkova, Japanese",Zelkova serrata,1,24-30in,28,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07894,42.35157,976
-71.079045214,42.351773961,44828,"Zelkova, Japanese",Zelkova serrata,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07905,42.35177,977
-71.079049237,42.351541051,44829,"Zelkova, Japanese",Zelkova serrata,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07905,42.35154,978
-71.079131044,42.351704584,44830,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,10,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07913,42.3517,979
-71.079151161,42.351745219,44831,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,10,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07915,42.35175,980
-71.079122998,42.351520238,44832,"Zelkova, Japanese",Zelkova serrata,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07912,42.35152,981
-71.079196759,42.351588624,44833,"Elm, English",Ulmus procera,1,>30in,37,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07919,42.35159,982
-71.079224922,42.351667913,44834,"Maple, Red",Acer rubrum,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07922,42.35167,983
-71.079243697,42.351729362,44835,"Oak, Bur",Quercus macrocarpa,1,3-6in,4,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07925,42.35173,984
-71.079239674,42.351484558,44836,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07924,42.35149,985
-71.079277225,42.351559882,44837,"Maple, Red",Acer rubrum,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07928,42.35156,986
-71.079306453,42.351636338,44838,Elm,Ulmus species,1,6-12in,6,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07931,42.35163,987
-71.079344004,42.351697787,44839,"Elm, American",Ulmus americana,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07935,42.3517,988
-71.079344004,42.351463885,44840,"Elm, American",Ulmus americana,1,6-12in,9,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07935,42.35146,989
-71.079362779,42.351535245,44841,"Elm, American",Ulmus americana,1,6-12in,6,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07936,42.35154,990
-71.079407036,42.351617507,44842,"Zelkova, Japanese",Zelkova serrata,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07941,42.35162,991
-71.079439222,42.351672018,44843,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,9,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07944,42.35167,992
-71.079455315,42.35143217,44844,"Zelkova, Japanese",Zelkova serrata,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07945,42.35143,993
-71.079494207,42.351507494,44845,"Zelkova, Japanese",Zelkova serrata,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07949,42.35151,994
-71.079550534,42.351587774,44846,"Elm, English",Ulmus procera,1,>30in,38,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07955,42.35159,995
-71.079557239,42.351408383,44848,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07956,42.35141,996
-71.079589426,42.35147677,44849,"Elm, English",Ulmus procera,1,>30in,39,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07959,42.35148,997
-71.079644411,42.351560023,44850,"Elm, American",Ulmus americana,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07964,42.35156,998
-71.079673915,42.351606605,44851,"Elm, American",Ulmus americana,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07967,42.35161,999
-71.079636365,42.351385587,44852,"Zelkova, Japanese",Zelkova serrata,1,24-30in,25,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07964,42.35139,1000
-71.07967928,42.35145001,44853,"Zelkova, Japanese",Zelkova serrata,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07968,42.35145,1001
-71.079731583,42.351535245,44854,"Maple, Red",Acer rubrum,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07973,42.35154,1002
-71.079758405,42.35159273,44855,"Maple, Red",Acer rubrum,1,6-12in,7,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07976,42.35159,1003
-71.079771816,42.351334049,44856,"Zelkova, Japanese",Zelkova serrata,1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07977,42.35133,1004
-71.079805344,42.351419285,44857,"Oak, Chinkapin",Quercus muehlenbergii,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0798,42.35142,1005
-71.079822778,42.351504521,44858,"Zelkova, Japanese",Zelkova serrata,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07983,42.35151,1006
-71.079864352,42.351561014,44859,"Elm, American",Ulmus americana,1,>30in,47,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07986,42.35156,1007
-71.07986167,42.35130828,44860,"Elm, American",Ulmus americana,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07986,42.35131,1008
-71.079893857,42.351390543,44861,"Zelkova, Japanese",Zelkova serrata,1,24-30in,24,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0799,42.35139,1009
-71.079923361,42.351457938,44862,"Elm, Princeton",Ulmus americana 'Princeton',1,3-6in,4,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07993,42.35146,1010
-71.07995823,42.351534254,44863,"Zelkova, Japanese",Zelkova serrata,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07996,42.35154,1011
-71.079955547,42.351289449,44864,"Elm, American",Ulmus americana,1,6-12in,8,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07996,42.35129,1012
-71.08003199,42.351439107,44865,"Zelkova, Japanese",Zelkova serrata,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.08003,42.35144,1013
-71.080065518,42.351502538,44866,"Maple, Silver",Acer saccharinum,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.08006,42.3515,1014
-71.080069541,42.351256742,44867,"Elm, English",Ulmus procera,1,>30in,37,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.08007,42.35126,1015
-71.089481828,42.324691582,44874,"Oak, Northern Red",Quercus rubra,1,24-30in,25,--,Boston,Roxbury,Cedar Square Park,-71.08949,42.32469,1016
-71.089391974,42.324610276,44875,"Oak, Northern Red",Quercus rubra,1,24-30in,25,--,Boston,Roxbury,Cedar Square Park,-71.08939,42.32461,1017
-71.089349059,42.324815524,44876,"Oak, Northern Red",Quercus rubra,1,18-24in,23,--,Boston,Roxbury,Cedar Square Park,-71.08935,42.32481,1018
-71.089713839,42.324812549,44877,"Oak, Northern Red",Quercus rubra,2,>30in,31,--,Boston,Roxbury,Cedar Square Park,-71.08971,42.32481,1019
-71.089291391,42.324747108,44878,"Linden, Littleleaf",Tilia cordata,1,18-24in,19,--,Boston,Roxbury,Cedar Square Park,-71.08929,42.32475,1020
-71.08582557,42.293075714,44909,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08582,42.29308,1021
-71.085774272,42.29303697,44910,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08578,42.29304,1022
-71.085877537,42.293043915,44911,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08588,42.29305,1023
-71.085857421,42.292996297,44912,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08586,42.293,1024
-71.08592984,42.293008201,44913,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,3-6in,3,--,Boston,Dorchester,Harambee Park,-71.08593,42.29301,1025
-71.08550471,42.29357961,44914,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.0855,42.29358,1026
-71.085515439,42.293522072,44915,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08552,42.29352,1027
-71.085535556,42.293465527,44916,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08553,42.29346,1028
-71.085562378,42.293404021,44917,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08556,42.2934,1029
-71.085594564,42.293341523,44918,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08559,42.29334,1030
-71.085642844,42.293280018,44919,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08564,42.29328,1031
-71.084628969,42.293710557,44920,"Maple, Sugar 'Green Mountain'",Acer saccharum 'Green Mountain',1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08463,42.29371,1032
-71.084513634,42.293680796,44921,"Maple, Sugar 'Green Mountain'",Acer saccharum 'Green Mountain',1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08451,42.29368,1033
-71.083995968,42.293528024,44922,"Maple, Sugar 'Green Mountain'",Acer saccharum 'Green Mountain',1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.084,42.29353,1034
