SPACEID,Name,Type,Acres,Geometry,Avg. Lat,Avg. Long,Lat Range,Long Range,Crimes,Nearby Crimes Per Year
391,Laviscount Park,Parks,1.1541777,"MULTIPOLYGON (((234162.67475551972 896271.9044125816, 234162.299099593 896259.6003627056, 234094.97409970485 896284.4946233293, 234100.69180707642 896300.3341650466, 234071.7355350966 896311.3480372094, 234077.49727324676 896323.8918964486, 234082.87209728197 896336.388343724, 234087.87808304786 896349.0372933794, 234089.08957782775 896352.1137803867, 234089.16690687393 896352.3000982482, 234089.2513366106 896352.4841179238, 234089.34245808586 896352.6651709566, 234089.44085104336 896352.8427047847, 234089.5449502971 896353.0164896569, 234089.65591262898 896353.1859758009, 234089.77266637894 896353.3511580233, 234089.8955445223 896353.5113714691, 234090.0242911374 896353.668392137, 234090.1576837086 896353.8193260966, 234090.29826909077 896353.9659629255, 234090.44374180815 896354.1077360633, 234090.59386155335 896354.2432003443, 234090.74903942464 896354.3725799222, 234090.90894138318 896354.4967617741, 234091.07266440833 896354.6149640074, 234091.241445559 896354.7270815206, 234091.41388344835 896354.8331075344, 234091.59030835424 896354.9329325755, 234091.7704815929 896355.0247782487, 234091.95356427057 896355.1116395625, 234092.1404798712 896355.190077602, 234092.3294837958 896355.2628608568, 234092.5209149468 896355.3281026423, 234092.71435683698 896355.3866895546, 234092.91064135366 896355.4370705629, 234093.10868608358 896355.4814619482, 234093.30768174978 896355.51674963, 234093.50720003212 896355.5462638482, 234093.7089025416 896355.567346809, 234093.91129630536 896355.5818795759, 234094.11331344195 896355.5890794487, 234094.35709531984 896355.6025910663, 234094.51828408826 896355.5803797137, 234094.720082435 896355.5646966656, 234094.9205176395 896355.5411205465, 234095.1209889275 896355.5101024427, 234095.32009060704 896355.4725241646, 234095.51691750833 896355.4280480829, 234095.71296046616 896355.3752374257, 234095.90664460236 896355.3158617904, 234096.0969063382 896355.2482498632, 234096.2862893113 896355.1748576716, 234096.47158340702 896355.0946699622, 234153.1830799785 896330.8779726992, 234138.75048801556 896294.1431335723, 234167.46988061737 896283.6145699852, 234162.67475551972 896271.9044125816)))",42.31650918000005,-71.08610780849995,0.0008672539999565,0.0011596670000244,3952,457.2277478618942
392,Statler Park,"Malls, Squares & Plazas",0.2326726,"MULTIPOLYGON (((235529.7469188491 900098.7565998668, 235482.2018387962 900080.6497187826, 235480.69750962392 900084.1414122768, 235523.19324242303 900131.2552045712, 235529.7469188491 900098.7565998668)))",42.35064340550005,-71.06906713649997,0.0004537210000421,0.0005962070000009,8195,948.1228222996516
393,Hynes Playground,Playgrounds,6.41668495,"MULTIPOLYGON (((228593.70094743324 893944.985322451, 228646.51853772806 893888.7836573283, 228645.8281158269 893864.7343040241, 228645.29598493074 893852.9855017068, 228644.15510008894 893825.0142167395, 228643.45025143606 893807.4805336009, 228642.84064267646 893792.4388986303, 228642.23196785475 893777.4304797044, 228641.57110618212 893761.1419186092, 228641.16323697497 893751.073873324, 228641.03064008593 893738.8792860891, 228631.526387222 893741.0796652597, 228627.29973805638 893741.886646867, 228622.3141417206 893742.8373853128, 228619.11085666332 893743.3320802902, 228613.0467401119 893744.2684403468, 228612.15832117895 893744.3104787411, 228607.01640073315 893744.4430719268, 228601.87394493882 893744.4031654855, 228596.73614918182 893744.1906694695, 228595.01328882418 893744.0610373181, 228591.61019072647 893743.8048355099, 228586.5019165441 893743.2475756329, 228581.4166892244 893742.5182451421, 228578.53647987175 893742.0058113259, 228576.3601070174 893741.6190882578, 228571.33843782166 893740.5499082188, 228566.35678873167 893739.3120586176, 228561.4208404951 893737.9077839478, 228556.3736244228 893736.2845743257, 228529.88319355296 893770.0511833683, 228528.39513927448 893793.4214502859, 228524.15764160408 893809.5835018433, 228521.45351373404 893807.5677235071, 228517.9912160823 893820.0486384556, 228517.37317774195 893819.5703936757, 228510.59137585395 893833.9915730424, 228504.08851384488 893847.8190769075, 228494.2940008989 893868.6478205833, 228484.89048907568 893893.7380428645, 228484.73200030468 893894.2653459186, 228488.09837958743 893919.2074646995, 228491.45565934177 893945.1684509858, 228511.84099928694 893944.4330901229, 228531.0055882629 893944.154135745, 228550.30043899023 893943.8022299067, 228569.31859828113 893944.5328010116, 228592.53789228454 893946.2785193673, 228593.70094743324 893944.985322451)))",42.29452830200006,-71.15359875399994,0.0018892179999738,0.0019616139999811,269,31.122030408615775
394,Rink Grounds 1,Parks,0.7343436,"MULTIPOLYGON (((235634.20525214533 902726.6372040545, 235684.30356324933 902750.4843709358, 235706.29634350823 902756.5204964002, 235707.65694479895 902756.928405804, 235785.2116078612 902700.5846657107, 235740.12038084998 902677.1356998087, 235752.86687385838 902701.9675232458, 235757.16478460084 902699.8001509213, 235759.77277855424 902704.5754749923, 235755.40155195328 902706.6326158746, 235756.72395556723 902709.4978423702, 235681.38363796973 902748.5454364476, 235663.34752479463 902712.5833621364, 235723.48016254863 902681.6539346951, 235725.42704502007 902684.8130232597, 235740.12038084998 902677.1356998087, 235728.39725401744 902671.0217312563, 235634.20525214533 902726.6372040545)))",42.37411272700004,-71.06642352299997,0.0007743360000063,0.0018318339999723,1569,181.52589483687044
395,Roxbury Heritage State Park I,Parks,1.78135758,"MULTIPOLYGON (((233815.1018788657 897906.3837154844, 233831.64493570887 897901.8708183116, 233857.2618929568 897894.0858863659, 233878.18680235464 897886.3894003335, 233877.66648602978 897883.1415459928, 233839.13838590652 897892.4092167702, 233837.92340344447 897872.5406288495, 233839.2452722778 897850.9765500124, 233808.8212962674 897847.3576658372, 233803.21742843423 897846.832868665, 233761.41105921217 897840.6982151594, 233750.22898493017 897904.7189266187, 233699.2875644615 897898.7927122167, 233690.35343559575 897919.6984092421, 233657.18134319558 897919.7170112609, 233652.85883449408 897931.0635278532, 233676.71029994002 897929.8744793967, 233697.24055483815 897928.6719234367, 233716.64764686336 897926.1928712041, 233736.82311387573 897923.6157020621, 233753.0661278161 897920.362241417, 233775.31562896175 897915.7373223647, 233794.5455858748 897911.7326529806, 233800.64489244827 897910.2537688122, 233815.1018788657 897906.3837154844), (233798.93910305348 897900.6323783671, 233802.25514483073 897875.5519521382, 233805.20245781718 897875.8906926161, 233828.03766137332 897878.4031431113, 233828.54484965763 897894.9000139232, 233820.56626546575 897896.6087598051, 233801.810035631 897900.9816358367, 233798.93910305348 897900.6323783671)), ((233909.96396721818 897858.5536764846, 233887.16328645073 897855.8817305756, 233898.20802303974 897878.541996692, 233910.6950596042 897872.812758548, 233911.08166794866 897872.6285689375, 233911.38845212152 897872.4874255224, 233911.67070502465 897872.3401656072, 233911.94652513618 897872.1937632822, 233912.34126612442 897871.998060928, 233912.76542436774 897871.7524046215, 233913.11402448855 897871.5197131202, 233913.51631165534 897871.211970191, 233913.71294755995 897871.0443033995, 233914.0799081564 897870.6959579217, 233914.476149287 897870.2576699995, 233914.65351394482 897870.0357045156, 233914.9649503114 897869.5965631797, 233915.11877603224 897869.3507135946, 233915.26407273882 897869.0960477524, 233915.39069072105 897868.8521773838, 233915.52668259587 897868.561588672, 233915.72500279816 897868.0619198689, 233915.8206874742 897867.7722474767, 233915.90067061048 897867.491274443, 233915.96971587747 897867.205361239, 233916.0258045502 897866.922939993, 233916.06897841807 897866.635346887, 233916.1047583481 897866.3428307046, 233916.12688600417 897866.0442504792, 233916.13637226122 897865.7521628229, 233916.1339230619 897865.4569074233, 233916.1198182435 897865.1688158112, 233916.09140460056 897864.8569956947, 233916.05322224132 897864.5712316283, 233916.00236963882 897864.280852258, 233915.93842720747 897863.9874106494, 233915.86599839025 897863.7104786223, 233915.77836905245 897863.4238095263, 233915.6823528954 897863.1500960285, 233915.57649642866 897862.8831107662, 233915.45990484464 897862.6204057345, 233915.3348638498 897862.36654613, 233915.19377939714 897862.1068331016, 233915.02436825773 897861.8247679485, 233914.9099911755 897861.6497136363, 233914.7390700317 897861.4072958165, 233914.56592619425 897861.1814178021, 233914.33720789044 897860.9092856691, 233914.13141350035 897860.6860270785, 233913.95728191314 897860.5111288222, 233913.7204810246 897860.2913862162, 233913.46470813648 897860.0748844122, 233913.1917582048 897859.8654087026, 233912.9085269221 897859.6686573038, 233912.638516439 897859.4990725646, 233912.36637317843 897859.344472993, 233912.14784941907 897859.2313417827, 233911.89729008515 897859.1129464875, 233911.65391432287 897859.0089148242, 233911.36507168692 897858.8989989015, 233911.14125694134 897858.8233863459, 233910.8901594773 897858.7481975748, 233910.64881123506 897858.6851632698, 233910.38971814213 897858.6272640099, 233909.96396721818 897858.5536764846)))",42.330736325500055,-71.09007945699994,0.0008182209999745,0.0031905920000099,8744,1011.6395312005068
396,Eliot Burying Ground,Cemeteries & Burying Grounds,0.7936643,"MULTIPOLYGON (((234526.56270204 897988.9563559218, 234520.96371868375 897997.1871315232, 234504.5583955137 897985.0596872774, 234503.8031180548 897986.3029352039, 234502.6262124525 897988.4154050555, 234501.5290319502 897990.5728084386, 234500.51431692365 897992.7709378258, 234499.58282049705 897995.007464258, 234498.73537439067 897997.2808366878, 234497.97307937336 897999.5850623224, 234497.29840837282 898001.9200421846, 234495.01189999754 898011.3601773491, 234493.73523214494 898018.4197697468, 234493.23731751688 898024.3724093776, 234493.06145265396 898025.4111200541, 234492.92288752075 898026.4570116373, 234492.8227000353 898027.5087564802, 234492.7587615683 898028.5634561274, 234492.7338725686 898029.6214575514, 234492.74787419036 898030.6815381241, 234492.79855484123 898031.7409100516, 234492.88797323132 898032.7999166695, 234493.01539742705 898033.8565549925, 234493.17951313683 898034.909929961, 234493.3822289583 898035.957385083, 234493.62107188758 898036.9990193048, 234493.89860875712 898038.0324015158, 234494.2118758942 898039.0568507243, 234494.56096059678 898040.0713676533, 234494.94562215198 898041.0746182064, 234495.36726976788 898042.0649431385, 234495.82269580005 898043.0409937928, 234496.31289302802 898044.0019975065, 234496.83671363015 898044.946726791, 234497.39300814766 898045.8742874055, 234497.98219846486 898046.7826820299, 234511.30916201466 898067.0110942842, 234515.36906519765 898073.6620168161, 234515.95742423824 898072.8588167222, 234542.63434128484 898033.0043093096, 234555.26728050428 898014.7991583477, 234544.9327167814 898001.9073706074, 234540.71559122746 897997.7634544134, 234537.6317138921 897995.2774961828, 234526.56270204 897988.9563559218)))",42.33199297050004,-71.08109953599995,0.0007971850000103,0.0007578600000215,10160,1175.4640481469748
397,Blake Estates Urban Wild I,Urban Wilds,1.20888687,"MULTIPOLYGON (((231062.8098425608 889073.810652766, 231046.23584683283 889070.2615358841, 231037.40339494587 889068.3700681748, 231033.60479297163 889067.5571308321, 231019.37901829468 889064.5109392502, 231003.64590738172 889061.1421274656, 230980.41235117003 889056.16650731, 230976.43657930056 889044.6614857124, 230964.54586430866 889041.4265240326, 230939.65082605297 889034.6427543948, 230925.24833231018 889030.7362537669, 230909.44384978927 889026.4360840546, 230890.9082336209 889021.5250449762, 230901.94268945226 889053.2537228132, 230914.42493435106 889054.6836477205, 230955.6384703978 889066.8634745323, 230963.85275724027 889071.2539812934, 230972.7752373188 889076.9189824974, 230981.13123910408 889083.7171361143, 230985.23847170046 889085.8415376206, 230992.17812173677 889088.1075932081, 231003.9331631205 889092.0731026037, 231008.0403676863 889093.4894119633, 231012.85564002985 889095.0473544947, 231023.47771897452 889098.0215556222, 231046.42127063268 889104.5363218829, 231066.7984603243 889113.38674675, 231060.28199087287 889107.183196916, 231052.1663821237 889104.6339752981, 231058.3782282108 889084.8719743348, 231059.24737974137 889085.1445008754, 231062.8098425608 889073.810652766)))",42.25145857800004,-71.12459254999996,0.0008200519999945,0.0021363420000284,3969,459.19456762749445
398,Railroad Avenue,Urban Wilds,1.09888797,"MULTIPOLYGON (((231775.15858444283 889861.1449071718, 231788.3164739356 889852.4404645177, 231796.21129091198 889847.1772685158, 231804.5999125772 889849.4102475091, 231810.03993720436 889845.7112475776, 231809.5069073086 889835.7613558455, 231801.06694579264 889807.1783523894, 231781.11590575345 889790.2107459527, 231759.835870325 889768.8408297051, 231747.46586310834 889756.0707575186, 231736.18584526257 889739.2508102496, 231727.37586809095 889718.5608152697, 231726.97586475965 889719.2507904455, 231722.0358457645 889723.3107705266, 231727.7899320862 889735.2335637154, 231725.76567111033 889736.4481575772, 231737.1017894988 889761.1447071229, 231737.30418861477 889771.0636656089, 231747.42568160951 889790.2945049319, 231753.09374062906 889808.9181202457, 231753.70106044027 889825.7197040812, 231753.90350100686 889839.0801182791, 231755.52283714488 889855.6793355726, 231760.17876008357 889867.4202603945, 231775.15858444283 889861.1449071718)))",42.25795980600003,-71.11501421349996,0.0013388319999876,0.0010732390000498,1190,137.67738359201775
399,Fairview Cemetery,Cemeteries & Burying Grounds,59.06,"MULTIPOLYGON (((229553.41550414683 888789.4404609471, 229575.8854491099 888774.0005273055, 229598.44546130294 888758.3605533845, 229609.83547005802 888750.5405564354, 229616.16545690264 888751.4304632556, 229624.0854895732 888746.3905423619, 229676.93547863205 888712.4405466563, 229694.74550678316 888735.8004626933, 229712.85551232015 888724.0204961568, 229728.69553246265 888713.630536214, 229744.13550707034 888703.7305402781, 229759.8655200145 888693.4404865066, 229775.70551383737 888683.0505211211, 229792.82552802318 888671.9604593298, 229809.05550588935 888661.2705393673, 229825.38554474618 888650.6804930795, 229864.1855522667 888628.4204741329, 229884.5655141605 888616.7404399494, 229888.03550999193 888614.7604844561, 229869.62553025348 888582.3904502481, 229824.4955518429 888608.4204988551, 229776.19554274617 888524.8904216359, 229787.38549940696 888517.8704962586, 229829.83553788686 888591.4005275551, 229863.58554731784 888571.9004300169, 229884.47551915768 888559.9304320264, 229872.19555161195 888539.1504585433, 229874.96556664963 888534.4905034438, 229903.3755927132 888486.1004984642, 229903.96555447316 888485.700468305, 229896.74551698146 888481.9404511523, 229905.55556894682 888467.5904193149, 229920.39559839878 888442.4504159762, 229912.08559949484 888437.4005000568, 229910.4055841438 888434.8304131301, 229905.35554943388 888431.4704820041, 229899.0155247587 888427.2104759377, 229897.13553244362 888426.0204291913, 229895.35554621858 888424.6404248559, 229893.57553110676 888423.1504564486, 229891.7955434624 888421.7704530209, 229890.2155895514 888420.1804787877, 229881.50555259507 888415.2404201848, 229879.02552921223 888412.2704066595, 229876.65554557572 888410.0904943226, 229872.1955343013 888407.3204569056, 229869.62551963312 888404.9404292945, 229867.54552823133 888403.5604919893, 229864.28557662986 888401.0804593227, 229861.31558487666 888399.0004179964, 229847.6555753891 888389.1104456007, 229833.00552677747 888381.5904242424, 229829.14557330473 888379.0104523229, 229826.5755830058 888376.9304547057, 229824.19551173272 888376.5404934399, 229819.94550796674 888373.6704119206, 229815.48550565072 888370.4004616317, 229811.5355186229 888368.030383367, 229809.2555560778 888366.8404436805, 229805.19554575914 888363.3804781407, 229802.0255688048 888362.2904055773, 229798.86557975382 888360.0104287884, 229794.5055324965 888357.240419958, 229790.5455448059 888355.2604071343, 229784.61554527248 888352.2903787994, 229779.46552099544 888349.4204015261, 229776.79549904645 888347.9404712884, 229771.84553316064 888346.1604375627, 229767.19549842097 888343.3804444107, 229764.52557469363 888341.7004729676, 229760.26554276573 888340.0204443823, 229756.30556014745 888336.1603933356, 229752.2455232558 888334.1804236006, 229751.655515396 888334.1803735779, 229750.86554663768 888334.0803994841, 229750.26556217228 888333.9804508756, 229749.57551536761 888333.6904053759, 229748.8855731686 888333.5904099382, 229748.2855163866 888333.390382497, 229747.59550141264 888333.1904192606, 229746.90549666586 888332.8903774411, 229746.30557236375 888332.6003798824, 229745.71550139363 888332.4003948602, 229745.0255062545 888332.0003856554, 229744.4254992662 888331.7103879013, 229743.93554712314 888331.4104141628, 229743.34549593728 888331.0103831269, 229742.74549853202 888330.6204179466, 229742.15552974044 888330.2203873554, 229741.55553220195 888329.8304222757, 229739.97553073306 888329.4304298732, 229739.57549722592 888329.5303735619, 229739.2855681539 888329.5304815962, 229738.98555121516 888329.7304822494, 229738.59551385953 888329.7303895316, 229738.295506621 888329.830422641, 229737.89556535202 888329.830399201, 229737.50552753295 888329.830417622, 229737.205530437 888329.8303721298, 229736.90553286663 888329.8304377254, 229736.5154950488 888329.8304561987, 229736.1154910004 888329.6303862876, 229735.8154934217 888329.6304519327, 229735.5255648237 888329.6304490436, 229735.12555063877 888329.5304578375, 229734.82556315 888329.4304448754, 229734.53556162605 888329.3304741026, 229734.13554787936 888329.230371881, 229733.83555989366 888329.130470035, 229733.54555881783 888329.0303882355, 229733.1455119428 888328.8404261485, 229732.84553398707 888328.6404456964, 229732.55553240268 888328.5404750116, 229732.2555548866 888328.34038351, 229732.0555110274 888328.240459572, 229731.66554261843 888327.950461454, 229731.46550878062 888327.7504588846, 229731.06550447113 888327.5503892681, 229730.8755391143 888327.3504292467, 229730.57557058852 888327.0504813117, 229725.42552491184 888326.5604394148, 229722.65550886907 888326.2603918863, 229716.12555480626 888324.4803909692, 229709.59555244222 888322.3004144034, 229707.71553885503 888322.900394233, 229706.02555669352 888323.0004498351, 229703.06550845425 888322.3004041074, 229697.41554374385 888322.1103976358, 229691.38551738445 888321.1203846583, 229683.6654858358 888320.9204363774, 229677.03549720865 888319.530367951, 229674.65550771894 888318.8404438375, 229672.28548677004 888318.3503866976, 229670.0055480311 888317.850380054, 229667.53549908835 888317.3604582902, 229665.15551556036 888317.0604110933, 229662.77552277085 888316.8604433504, 229660.30548943087 888316.66043025, 229657.83552995868 888316.5603859395, 229655.35549294172 888316.5603787196, 229653.085522164 888315.7704024214, 229650.70552955475 888315.0803753394, 229648.33552248252 888314.3903911209, 229645.9555538686 888313.8904152832, 229643.4855023689 888313.4003908809, 229641.10547386543 888314.0904752411, 229641.00552119504 888314.1904662729, 229640.80554207956 888314.2903693484, 229640.61554849762 888314.3904255523, 229640.5155133102 888314.4904162429, 229640.31549330632 888314.5804334714, 229640.11551374302 888314.6804476401, 229639.91553418644 888314.7804618132, 229639.7155463684 888314.9804435696, 229639.52555329353 888315.0803887227, 229639.42551812614 888315.1803794274, 229639.22554685388 888315.1804260539, 229638.92554042698 888315.280463398, 229638.82551399744 888315.2803754642, 229638.53549357574 888315.3804548703, 229638.43554967165 888315.3803672906, 229638.13550282532 888315.4704077353, 229637.9355315604 888315.4704543974, 229637.83550513463 888315.4703664805, 229637.54549343803 888315.4703672779, 229637.44554907182 888315.4703907915, 229637.14554267866 888315.5704282093, 229636.94549758406 888315.4703959055, 229636.75551278619 888315.4703735674, 229636.55554152146 888315.4704202618, 229636.35548772852 888315.4704666194, 229636.15548306625 888315.3804312716, 229635.9555122677 888315.380366911, 229635.76552699992 888315.380455669, 229635.46553750642 888315.2804469442, 229635.36551061046 888315.2804701392, 229635.16554801073 888315.1804382349, 229632.89548461538 888314.9803880194, 229629.13554766565 888313.2004662397, 229625.76549486947 888313.7904198866, 229613.19553248532 888313.8903688875, 229601.71548202744 888313.7904342046, 229588.15548212075 888313.4004221754, 229586.87546663947 888313.0003922145, 229585.78551045296 888312.7004624371, 229584.49553379702 888312.5104340819, 229583.3054758932 888312.1104496174, 229582.02551962988 888312.0104346683, 229580.8355212785 888311.9104647496, 229579.54549641284 888311.810407948, 229578.35549798893 888311.7104384499, 229577.07553421005 888311.7103919734, 229575.8855283755 888311.7103904609, 229574.59548825794 888311.8103807818, 229573.31551670955 888311.9104136307, 229572.02547666186 888312.0104044203, 229570.93548278048 888312.2104258653, 229569.64551808502 888312.4103850059, 229568.46551813785 888312.7004439058, 229567.27548305932 888313.1004252022, 229565.98551094808 888313.4004636582, 229561.63549089257 888314.0904094982, 229554.0154988095 888313.0004233192, 229549.3654745099 888313.7904177083, 229547.6754783913 888314.6803663825, 229543.12550854826 888317.4503655131, 229537.4855092411 888318.6404153709, 229531.44548691963 888319.2404267101, 229528.47547058156 888320.4204699916, 229523.13549216595 888323.7904171019, 229519.96546671743 888324.9803994241, 229515.4155029168 888326.0604086331, 229510.86549217606 888327.2503849418, 229506.3054837955 888328.6403685572, 229501.85552500098 888330.1204539486, 229499.18548682847 888331.1103843655, 229494.0354700051 888333.8804553712, 229489.58549870978 888335.6604512538, 229480.8754668394 888337.8404720965, 229479.48547587567 888338.8304393254, 229478.59544099012 888339.3304377209, 229477.50547157915 888339.9204584304, 229476.4254887747 888340.5104100577, 229475.3354902017 888340.9103814731, 229474.34551781442 888341.310438644, 229473.25547290596 888341.8003810253, 229472.06545409976 888342.1004108664, 229469.39551896724 888342.2004191976, 229468.89546943278 888342.2004362504, 229468.40548885273 888342.2003844107, 229467.81548129866 888342.2004692514, 229467.31551475337 888342.2003756909, 229466.7255013869 888342.3004281957, 229466.22548789956 888342.3904164325, 229465.63548082716 888342.3903903824, 229465.13550178875 888342.5904542675, 229464.54548270477 888342.7904745354, 229464.0455099657 888342.8904598514, 229463.5555174291 888343.0904545833, 229462.96550465678 888343.1903963317, 229462.56551155023 888343.3804378281, 229462.07551908903 888343.5804326592, 229461.57545196934 888343.8804640326, 229461.08545957127 888344.080458926, 229460.58551735803 888344.3703830575, 229460.1854825467 888344.5704212775, 229459.69547834387 888344.9704625004, 229459.29547971944 888345.2604717585, 229458.80547608002 888345.660401973, 229456.13550444122 888347.8404077187, 229450.7854607539 888351.4004170365, 229448.31549368287 888351.6004600406, 229437.52547007904 888356.4504096645, 229435.4454722129 888355.6604093867, 229433.07544324052 888356.7504762016, 229430.205498654 888356.9404114567, 229426.34548289652 888357.9303928693, 229424.26545424009 888360.0104655764, 229422.68545934744 888362.3904212784, 229421.09542902908 888363.380452514, 229419.31549279127 888365.2604017665, 229416.64548939653 888367.630471871, 229413.77543586754 888368.4204411164, 229411.5954803049 888368.7204545746, 229411.39543354796 888368.6204286652, 229411.1054291074 888368.5204712178, 229411.00548597274 888368.5203868728, 229410.9054598422 888368.5204132501, 229410.6054694707 888368.420414099, 229410.30547407604 888368.4203825383, 229410.11549026816 888368.4204773875, 229410.0154646003 888368.4203927125, 229409.61544307382 888368.4203875801, 229409.41547334188 888368.4204407283, 229409.22548999815 888368.4204245338, 229409.0254327421 888368.5204449312, 229408.82546347711 888368.5203870258, 229408.62549375338 888368.5204401967, 229408.42543650878 888368.6204606111, 229408.2354531653 888368.6204444434, 229408.13550458424 888368.7204387892, 229407.83550422205 888368.8203749139, 229407.73547809594 888368.8204013421, 229407.53549842475 888369.0203897052, 229407.34550468682 888369.2204197976, 229407.0454631225 888369.3104701007, 229407.04545815292 888369.4104376798, 229406.94542707235 888369.5104316971, 229406.6455038563 888369.7104468737, 229406.54547278563 888369.8104409038, 229406.54546782415 888369.9104084814, 229406.35542840674 888370.2004092465, 229406.25547987473 888370.3004036206, 229405.55545897092 888371.1904122084, 229401.20544880818 888374.3604311299, 229394.075449748 888378.020459014, 229390.21542657306 888379.5104092567, 229389.82548656675 888380.1004783419, 229389.32549821903 888380.6004503742, 229388.8354503385 888381.1904347844, 229388.33546213288 888381.6904068916, 229387.84550163662 888382.1804241334, 229387.2454468543 888382.6704260984, 229386.75544945576 888383.0704724267, 229386.1654219821 888383.5704020258, 229385.56545462762 888383.9604368989, 229384.87548860288 888384.3604261177, 229384.28542522035 888384.7503913603, 229383.6854988744 888385.1504233223, 229383.09547642327 888385.5503856016, 229382.40547913697 888385.7404429612, 229381.8054755265 888386.0403960851, 229381.01549324865 888386.2404773077, 229380.3254868983 888386.6304700464, 229379.72548803643 888386.8304557598, 229377.84546040327 888388.7104420552, 229375.96542923723 888390.6903964411, 229373.98546488254 888392.4704434184, 229372.00541945858 888394.2503795486, 229369.93546297838 888395.9404145518, 229369.135442554 888397.3204061779, 229367.45547632818 888399.1003737458, 229365.67544311608 888400.8904764043, 229363.89545779474 888402.570393198, 229362.01545157583 888404.1504810079, 229360.13549226674 888405.6403765259, 229328.0654378764 888431.5704650966, 229289.57502954552 888681.1913168317, 229284.54643838506 888673.2643976226, 229257.8057388334 888837.7972668102, 229267.7069856585 888832.2814486087, 229282.69280318695 888823.9329401087, 229302.27925417648 888813.0214490743, 229326.6885590079 888799.4230912218, 229354.4220511562 888784.045482192, 229364.98546021557 888803.0005382112, 229380.42544624978 888830.6105057565, 229391.10545351874 888849.8105662733, 229401.8954893662 888869.0105480887, 229411.99541914157 888887.1205705585, 229428.61548299118 888875.6405484459, 229438.8154452088 888868.6104868306, 229469.19547881684 888847.6305454221, 229507.49550912168 888821.1105113126, 229530.85545130886 888804.9805002616, 229553.41550414683 888789.4404609471)))",42.24730223450007,-71.14145551349995,0.0051866430000018,0.0080086710000273,520,60.16154577130187
400,Joyce Playground,Playgrounds,1.3648205,"MULTIPOLYGON (((228751.4006524349 899453.547698364, 228744.67021007306 899439.5136504157, 228734.4647586136 899442.8950999624, 228715.25131742193 899449.2347327053, 228699.86884293106 899454.3621007651, 228683.3436644529 899459.8348434693, 228673.61543365792 899463.0583775437, 228705.6479192073 899539.4032970184, 228705.66542639272 899539.4543530291, 228705.7074563312 899539.5536056921, 228705.7574086587 899539.6498916217, 228705.81719121203 899539.7401084439, 228705.92083510733 899539.8644940914, 228705.99864197068 899539.9396780147, 228706.0837324638 899540.0068941268, 228706.17470628204 899540.0660256236, 228706.27082139382 899540.1171805498, 228706.37092877715 899540.1592434405, 228706.5262319229 899540.2040865611, 228706.6332717372 899540.2232958328, 228706.7410174677 899540.2310670288, 228706.90311609762 899540.2260641847, 228707.0107991108 899540.208842722, 228707.16695278313 899540.166493611, 228752.78197948437 899524.8130170836, 228742.3468807586 899493.7499865777, 228766.75113459493 899485.7595137416, 228751.4006524349 899453.547698364)))",42.34537580700004,-71.15144787449995,0.0009081279999918,0.001131421000025,4718,545.850332594235
