SPACEID,Name,Avg. Lat,Avg. Long,num_objs,obj1_id,obj2_id,obj3_id,obj4_id,obj5_id,obj6_id,obj7_id,obj8_id,obj9_id,obj10_id,obj1_dist,obj2_dist,obj3_dist,obj4_dist,obj5_dist,obj6_dist,obj7_dist,obj8_dist,obj9_dist,obj10_dist
17,Dorchester North Burying Ground,42.317206903000056,-71.06373744749996,0.0,20.0,10.0,11.0,1.0,2.0,3.0,4.0,5.0,6.0,19.0,3.047332435695475,3.2710385007669083,3.2710385007669083,3.741848697520898,3.741848697520898,3.741848697520898,3.741848697520898,3.741848697520898,3.741848697520898,4.134186544835484
18,Downer Avenue Playground,42.31154402100006,-71.06173662799995,0.0,20.0,10.0,11.0,1.0,2.0,3.0,4.0,5.0,6.0,19.0,3.6804733150341273,3.863869262419493,3.863869262419493,4.417130865241336,4.417130865241336,4.417130865241336,4.417130865241336,4.417130865241336,4.417130865241336,4.748677535718904
19,Quincy/Stanley Play Area,42.31108400200006,-71.06878294449996,0.0,10.0,11.0,20.0,1.0,2.0,3.0,4.0,5.0,6.0,19.0,3.643486166089123,3.643486166089123,3.9009188827289796,4.386947210008019,4.386947210008019,4.386947210008019,4.386947210008019,4.386947210008019,4.386947210008019,4.999513560450096
20,Deer Street Park,42.310999277000064,-71.05873330549994,0.0,20.0,10.0,11.0,1.0,2.0,3.0,4.0,5.0,6.0,19.0,3.709810454094835,4.085575698688296,4.085575698688296,4.564451853146232,4.564451853146232,4.564451853146232,4.564451853146232,4.564451853146232,4.564451853146232,4.7541129277853615
21,Savin Hill Beach,42.30725802400005,-71.05146770649995,0.0,20.0,10.0,11.0,19.0,18.0,1.0,2.0,3.0,4.0,5.0,4.017281072783607,4.631755945060246,4.631755945060246,4.989083924000964,4.989083924000964,5.037627468194774,5.037627468194774,5.037627468194774,5.037627468194774,5.037627468194774
22,Coppens Square,42.30841677250007,-71.06437005599997,0.0,10.0,11.0,20.0,1.0,2.0,3.0,4.0,5.0,6.0,19.0,4.080181488293635,4.080181488293635,4.08107497097953,4.740017086895692,4.740017086895692,4.740017086895692,4.740017086895692,4.740017086895692,4.740017086895692,5.154602139545772
23,Old Harbor Park,42.319906344500026,-71.04038230249995,0.0,20.0,19.0,18.0,6.0,1.0,4.0,3.0,2.0,5.0,11.0,2.5655697163357765,3.405372194736916,3.405372194736916,4.0954998014409645,4.0954998014409645,4.0954998014409645,4.0954998014409645,4.0954998014409645,4.0954998014409645,4.2525478000554395
24,McConnell Park,42.30891298350005,-71.05142915899995,0.0,20.0,10.0,11.0,19.0,18.0,1.0,2.0,3.0,4.0,5.0,3.8282999869950074,4.509399828779215,4.509399828779215,4.819454111103993,4.819454111103993,4.8718847242958585,4.8718847242958585,4.8718847242958585,4.8718847242958585,4.8718847242958585
25,Boston Common,42.355043019500044,-71.06566726199995,0.0,7.0,1.0,2.0,3.0,4.0,5.0,6.0,27.0,26.0,25.0,0.5590923465949768,0.6902280177461324,0.6902280177461324,0.6902280177461324,0.6902280177461324,0.6902280177461324,0.6902280177461324,0.8197293491014724,0.8197293491014724,0.8197293491014724
26,Central Burying Ground,42.35288991900004,-71.06609636049996,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,27.0,26.0,25.0,0.7194841670178399,0.7194841670178399,0.7194841670178399,0.7194841670178399,0.7194841670178399,0.7194841670178399,1.0284737945917735,1.2175086409311258,1.2175086409311258,1.2175086409311258
27,Public Garden,42.35406365850005,-71.06998497349994,6.0,1.0,2.0,3.0,4.0,5.0,6.0,27.0,26.0,25.0,24.0,0.40837483350128895,0.40837483350128895,0.40837483350128895,0.40837483350128895,0.40837483350128895,0.40837483350128895,0.9005210443609158,0.9005210443609158,0.9005210443609158,0.9005210443609158
28,Granary Burying Ground,42.35734815300006,-71.06175088449996,1.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.42435087213021533,0.8643767800591998,0.8643767800591998,0.8643767800591998,0.8643767800591998,0.8643767800591998,0.8643767800591998,0.8643767800591998,0.8643767800591998,0.8643767800591998
29,Phillips Street Play Area,42.36053411550003,-71.06731313549997,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,7.0,0.3860507620138995,0.3860507620138995,0.3860507620138995,0.3860507620138995,0.3860507620138995,0.3860507620138995,0.3860507620138995,0.3860507620138995,0.3860507620138995,0.7779535630226048
30,Myrtle Street Playground,42.35919916450004,-71.06609477899994,0.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,7.0,0.556352098821304,0.556352098821304,0.556352098821304,0.556352098821304,0.556352098821304,0.556352098821304,0.556352098821304,0.556352098821304,0.556352098821304,0.687231715522397
31,Copley Square Park,42.35001045200005,-71.07619749699998,6.0,1.0,2.0,3.0,4.0,5.0,6.0,10.0,11.0,27.0,26.0,0.013237553812966022,0.013237553812966022,0.013237553812966022,0.013237553812966022,0.013237553812966022,0.013237553812966022,1.4149046675041934,1.4149046675041934,1.606599026015389,1.606599026015389
32,Clarendon Street Playlot,42.35279916350007,-71.07658285199997,6.0,1.0,2.0,3.0,4.0,5.0,6.0,27.0,26.0,25.0,24.0,0.2586926492313508,0.2586926492313508,0.2586926492313508,0.2586926492313508,0.2586926492313508,0.2586926492313508,1.3957530010234502,1.3957530010234502,1.3957530010234502,1.3957530010234502
33,DeFilippo Playground,42.36653117450007,-71.05697828849998,0.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.608798732885355,0.9465886229999008,0.9465886229999008,0.9465886229999008,0.9465886229999008,0.9465886229999008,0.9465886229999008,0.9465886229999008,0.9465886229999008,0.9465886229999008
34,Copp's Hill Burying Ground,42.36735748150005,-71.05578552599997,0.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.7094634482493702,1.0414945984789137,1.0414945984789137,1.0414945984789137,1.0414945984789137,1.0414945984789137,1.0414945984789137,1.0414945984789137,1.0414945984789137,1.0414945984789137
35,Copp's Hill Terrace,42.36780996600004,-71.05531743649996,0.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.7992198884953001,1.1199033533182048,1.1199033533182048,1.1199033533182048,1.1199033533182048,1.1199033533182048,1.1199033533182048,1.1199033533182048,1.1199033533182048,1.1199033533182048
36,Foster Street Play Area,42.36743203650005,-71.05406256899997,0.0,7.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,0.8053605721189494,1.167729429892087,1.167729429892087,1.2236016599769233,1.2236016599769233,1.2236016599769233,1.2236016599769233,1.2236016599769233,1.2236016599769233,1.2236016599769233
37,Charter Street Park,42.36680027950007,-71.05329171699995,0.0,7.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,0.7513735753086896,1.2125891966303683,1.2125891966303683,1.2541051030905264,1.2541051030905264,1.2541051030905264,1.2541051030905264,1.2541051030905264,1.2541051030905264,1.2541051030905264
38,Paul Revere Mall,42.36580588250007,-71.05369996599998,0.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.6506018092720081,1.1776119493627943,1.1776119493627943,1.1776119493627943,1.1776119493627943,1.1776119493627943,1.1776119493627943,1.1776119493627943,1.1776119493627943,1.1776119493627943
39,Polcari Park,42.36503583250004,-71.05445404199995,0.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.5323866161238865,1.1226749344136389,1.1226749344136389,1.1226749344136389,1.1226749344136389,1.1226749344136389,1.1226749344136389,1.1226749344136389,1.1226749344136389,1.1226749344136389
40,Cutillo Park,42.36355771050006,-71.05638394049998,1.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.3281169559885106,0.965739443955586,0.965739443955586,0.965739443955586,0.965739443955586,0.965739443955586,0.965739443955586,0.965739443955586,0.965739443955586,0.965739443955586
41,City Hall Plaza,42.36050201350005,-71.05893443449995,1.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.046157139642656275,0.7744674703211422,0.7744674703211422,0.7744674703211422,0.7744674703211422,0.7744674703211422,0.7744674703211422,0.7744674703211422,0.7744674703211422,0.7744674703211422
42,Norman Leventhal Park,42.35627479650003,-71.05557483799996,1.0,7.0,19.0,18.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,0.4452338693759634,0.8820575220512684,0.8820575220512684,1.2927747471257471,1.2927747471257471,1.2927747471257471,1.2927747471257471,1.2927747471257471,1.2927747471257471,1.2927747471257471
43,Angell Memorial Square,42.35709628150005,-71.05608246699995,1.0,7.0,19.0,18.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,0.38617640635246636,0.9902928863529904,0.9902928863529904,1.2497887057400046,1.2497887057400046,1.2497887057400046,1.2497887057400046,1.2497887057400046,1.2497887057400046,1.2497887057400046
44,Union Street Park I,42.36101105050005,-71.05719540499999,1.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.048662061350897366,0.9445934826403012,0.9445934826403012,0.9445934826403012,0.9445934826403012,0.9445934826403012,0.9445934826403012,0.9445934826403012,0.9445934826403012,0.9445934826403012
45,Langone Park,42.36865442750005,-71.05613505699995,0.0,7.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,0.8671068922965803,1.0435164955041185,1.0435164955041185,1.069024797793554,1.069024797793554,1.069024797793554,1.069024797793554,1.069024797793554,1.069024797793554,1.069024797793554
46,Prince Street Park,42.36802855300007,-71.05789255349995,0.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.7424996901732079,0.8818072705253888,0.8818072705253888,0.8818072705253888,0.8818072705253888,0.8818072705253888,0.8818072705253888,0.8818072705253888,0.8818072705253888,0.8818072705253888
47,Rachel Revere Square,42.36355583750006,-71.05351355449997,1.0,7.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,0.46582970747683633,1.2139272268211447,1.2139272268211447,1.2139272268211447,1.2139272268211447,1.2139272268211447,1.2139272268211447,1.2139272268211447,1.2139272268211447,1.2139272268211447
48,Tai Tung Park,42.348302499000056,-71.06152537599996,0.0,20.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,18.0,19.0,0.8620330207146455,1.1360031359511904,1.1360031359511904,1.1360031359511904,1.1360031359511904,1.1360031359511904,1.1360031359511904,1.395412555188208,1.4226905420899854,1.4226905420899854
49,Leo F. McCarthy Playground,42.37944579850003,-71.06837900249994,0.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,1.3944639101903573,1.3944639101903573,1.650970630229166,1.650970630229166,1.650970630229166,1.650970630229166,1.650970630229166,1.650970630229166,1.650970630229166,1.650970630229166
50,City Square,42.371697128500045,-71.06188031799996,0.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,8.0,0.9563826089787508,0.9563826089787508,0.9563826089787508,0.9563826089787508,0.9563826089787508,0.9563826089787508,0.9563826089787508,0.9563826089787508,0.9563826089787508,1.074771298385104
51,John Harvard Mall,42.37263334350007,-71.06256813299996,0.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,8.0,1.048296864548003,1.048296864548003,1.048296864548003,1.048296864548003,1.048296864548003,1.048296864548003,1.048296864548003,1.048296864548003,1.048296864548003,1.0763166035522427
52,Paul Revere Park,42.37009508450004,-71.06240072799997,0.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,7.0,0.7266370129282996,0.7266370129282996,0.7266370129282996,0.7266370129282996,0.7266370129282996,0.7266370129282996,0.7266370129282996,0.7266370129282996,0.7266370129282996,1.0299574664102902
53,Charlestown H.S. Athletic Fields,42.38092118150007,-71.05754797449995,2.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,0.346065801487175,0.346065801487175,1.9107866435101453,1.9107866435101453,1.9107866435101453,1.9107866435101453,1.9107866435101453,1.9107866435101453,1.9107866435101453,1.9107866435101453
54,Ryan Playground,42.38608888650006,-71.07126612149997,0.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,1.8223926440384324,1.8223926440384324,2.3063928899713173,2.3063928899713173,2.3063928899713173,2.3063928899713173,2.3063928899713173,2.3063928899713173,2.3063928899713173,2.3063928899713173
55,Barry Playground,42.37935769900005,-71.05344189749997,2.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,0.2158033312846451,0.2158033312846451,2.0302401969978625,2.0302401969978625,2.0302401969978625,2.0302401969978625,2.0302401969978625,2.0302401969978625,2.0302401969978625,2.0302401969978625
56,Doherty Playground,42.38235938450006,-71.06754656849998,0.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,1.39266289381472,1.39266289381472,1.9405407009681348,1.9405407009681348,1.9405407009681348,1.9405407009681348,1.9405407009681348,1.9405407009681348,1.9405407009681348,1.9405407009681348
57,St Francis De Sales Cemetery,42.38161693450007,-71.06570777899998,0.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,1.2472588786068095,1.2472588786068095,1.8818852780450983,1.8818852780450983,1.8818852780450983,1.8818852780450983,1.8818852780450983,1.8818852780450983,1.8818852780450983,1.8818852780450983
58,Bunker Hill Monument,42.37631527350004,-71.06078793849997,0.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,0.7376765980749483,0.7376765980749483,1.4345855960886862,1.4345855960886862,1.4345855960886862,1.4345855960886862,1.4345855960886862,1.4345855960886862,1.4345855960886862,1.4345855960886862
59,Phipps Street Burying Ground,42.376262739000055,-71.06765486499998,0.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,28.0,8.0,1.312422370582093,1.312422370582093,1.312422370582093,1.312422370582093,1.312422370582093,1.312422370582093,1.312422370582093,1.312422370582093,1.312422370582093,1.3206851454826822
60,Winthrop Square,42.374347930000056,-71.06014700249997,0.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,0.8051306526015906,0.8051306526015906,1.2906274731096412,1.2906274731096412,1.2906274731096412,1.2906274731096412,1.2906274731096412,1.2906274731096412,1.2906274731096412,1.2906274731096412
61,Hayes Square,42.37684996200005,-71.05680850649995,2.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,0.46867178530659154,0.46867178530659154,1.6929383366098611,1.6929383366098611,1.6929383366098611,1.6929383366098611,1.6929383366098611,1.6929383366098611,1.6929383366098611,1.6929383366098611
62,Charlestown Sprouts Garden,42.38188956850007,-71.05825412899998,0.0,8.0,9.0,29.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,0.7161586510031759,0.7161586510031759,2.124835722473277,2.124835722473277,2.124835722473277,2.124835722473277,2.124835722473277,2.124835722473277,2.124835722473277,2.124835722473277
63,East Boston Memorial Park I,42.37177714000006,-71.03049470049996,0.0,8.0,9.0,19.0,18.0,7.0,29.0,27.0,26.0,25.0,24.0,1.5622107662235458,1.5622107662235458,2.303497407128497,2.303497407128497,2.3421237405553956,2.9797520152285104,2.9797520152285104,2.9797520152285104,2.9797520152285104,2.9797520152285104
64,Noyes Playground,42.38778300300004,-71.01026262199994,0.0,8.0,9.0,19.0,18.0,7.0,29.0,27.0,26.0,25.0,24.0,3.47171637258199,3.47171637258199,4.707132335338993,4.707132335338993,4.843285204233851,5.384626608827741,5.384626608827741,5.384626608827741,5.384626608827741,5.384626608827741
65,Temple Ohabei Shalom Cemetery,42.382425455500055,-71.01493432199996,0.0,8.0,9.0,19.0,18.0,7.0,29.0,27.0,26.0,25.0,24.0,2.9624459214221233,2.9624459214221233,4.06485039954277,4.06485039954277,4.232857823063533,4.809947551585565,4.809947551585565,4.809947551585565,4.809947551585565,4.809947551585565
66,Cuneo Park,42.38369560400005,-71.01675952899998,0.0,8.0,9.0,19.0,18.0,7.0,29.0,27.0,26.0,25.0,24.0,2.8782955298012287,2.8782955298012287,4.133310306961168,4.133310306961168,4.223243967905258,4.762710215144271,4.762710215144271,4.762710215144271,4.762710215144271,4.762710215144271
67,Bennington Street Cemetery,42.38096238250003,-71.02100471149998,0.0,8.0,9.0,19.0,18.0,7.0,29.0,27.0,26.0,25.0,24.0,2.415619280488464,2.415619280488464,3.6221162917917966,3.6221162917917966,3.7027790463768024,4.260561768860261,4.260561768860261,4.260561768860261,4.260561768860261,4.260561768860261
68,American Legion Playground,42.38196225000007,-71.02945586349995,0.0,8.0,9.0,7.0,19.0,18.0,29.0,27.0,26.0,25.0,24.0,1.7633602909323691,1.7633602909323691,3.242019001544348,3.4089163565832066,3.4089163565832066,3.6899907894337827,3.6899907894337827,3.6899907894337827,3.6899907894337827,3.6899907894337827
69,Prescott Square,42.38113743450003,-71.03088494449997,0.0,8.0,9.0,7.0,19.0,18.0,29.0,27.0,26.0,25.0,24.0,1.676515172828992,1.676515172828992,3.159715877897038,3.3400284728744873,3.3400284728744873,3.6060854122644974,3.6060854122644974,3.6060854122644974,3.6060854122644974,3.6060854122644974
70,Putnam Square,42.38033245350008,-71.03296660799998,0.0,8.0,9.0,7.0,19.0,18.0,29.0,27.0,26.0,25.0,24.0,1.486696470142737,1.486696470142737,2.9742177201107673,3.1988425471757433,3.1988425471757433,3.4090123249666036,3.4090123249666036,3.4090123249666036,3.4090123249666036,3.4090123249666036
71,Paris Street Playground,42.37224943250004,-71.03703687249998,0.0,8.0,9.0,7.0,19.0,18.0,29.0,27.0,26.0,25.0,24.0,1.2640299067042409,1.2640299067042409,2.089511667646031,2.1994831528259122,2.1994831528259122,2.692015556599482,2.692015556599482,2.692015556599482,2.692015556599482,2.692015556599482
72,Brophy Park,42.36570099350007,-71.03356372899998,0.0,19.0,18.0,8.0,9.0,7.0,20.0,29.0,27.0,26.0,25.0,1.6834885038713603,1.6834885038713603,1.943429632150932,1.943429632150932,2.0293206084376165,2.800183977189413,2.8345541293960363,2.8345541293960363,2.8345541293960363,2.8345541293960363
73,Sumner & Lamson Street Playground,42.36595821550006,-71.03244333599994,0.0,19.0,18.0,8.0,9.0,7.0,20.0,29.0,27.0,26.0,25.0,1.7811856215362751,1.7811856215362751,1.987263253262031,1.987263253262031,2.1349084809409486,2.897165237294661,2.932206252114421,2.932206252114421,2.932206252114421,2.932206252114421
74,Condor Street Beach I,42.383108395500045,-71.02973534899996,0.0,8.0,9.0,7.0,19.0,18.0,29.0,27.0,26.0,25.0,24.0,1.7293752852300126,1.7293752852300126,3.2921642910764017,3.512401918419121,3.512401918419121,3.7025245574805408,3.7025245574805408,3.7025245574805408,3.7025245574805408,3.7025245574805408
75,East Boston Greenway,42.369364187500025,-71.03694722699996,0.0,8.0,9.0,19.0,18.0,7.0,29.0,27.0,26.0,25.0,24.0,1.4234631302509644,1.4234631302509644,1.6159237161733957,1.6159237161733957,1.642985974565791,2.3738961759101533,2.3738961759101533,2.3738961759101533,2.3738961759101533,2.3738961759101533
76,Symphony Community Park,42.34475255700005,-71.08762613299996,2.0,10.0,11.0,1.0,2.0,3.0,4.0,5.0,6.0,17.0,16.0,0.44703181075674925,0.44703181075674925,1.1952021217673825,1.1952021217673825,1.1952021217673825,1.1952021217673825,1.1952021217673825,1.1952021217673825,1.2896843505618307,1.2896843505618307
77,Edgerly Road Playground,42.34627961850006,-71.08795845399996,0.0,10.0,11.0,1.0,2.0,3.0,4.0,5.0,6.0,17.0,16.0,0.6327315333282768,0.6327315333282768,1.1498647473194017,1.1498647473194017,1.1498647473194017,1.1498647473194017,1.1498647473194017,1.1498647473194017,1.220370055810753,1.220370055810753
78,Commonwealth Avenue Mall II,42.34900156300006,-71.09391703849997,0.0,15.0,17.0,16.0,14.0,13.0,12.0,11.0,10.0,1.0,6.0,0.6159930462952083,0.6159930462952083,0.6159930462952083,0.6159930462952083,0.6159930462952083,0.6159930462952083,0.9923302959297616,0.9923302959297616,1.4772125860758825,1.4772125860758825
79,Stony Brook Sewer Easement,42.34111655150005,-71.09159709999997,2.0,11.0,10.0,15.0,17.0,16.0,14.0,13.0,12.0,1.0,6.0,0.19552207079952616,0.19552207079952616,1.2424028890689756,1.2424028890689756,1.2424028890689756,1.2424028890689756,1.2424028890689756,1.2424028890689756,1.6897648706594972,1.6897648706594972
80,Gallops Island,42.32680569700005,-70.93796322199998,0.0,19.0,18.0,20.0,7.0,8.0,9.0,29.0,27.0,26.0,25.0,8.968213181586854,8.968213181586854,9.29616034980787,10.228192373657203,10.582460110095015,10.582460110095015,11.183885380322836,11.183885380322836,11.183885380322836,11.183885380322836
81,Lovells Island,42.33003024850004,-70.92771892499994,0.0,19.0,18.0,20.0,7.0,8.0,9.0,29.0,27.0,26.0,25.0,9.567482530567792,9.567482530567792,9.985381852721988,10.782432642914664,10.971238346044295,10.971238346044295,11.731655287756825,11.731655287756825,11.731655287756825,11.731655287756825
82,Georges Island,42.31996587100005,-70.92833319199997,0.0,19.0,18.0,20.0,7.0,8.0,9.0,29.0,27.0,26.0,25.0,10.056970149775442,10.056970149775442,10.350333947816432,11.32705493527223,11.702854920368603,11.702854920368603,12.283463781234829,12.283463781234829,12.283463781234829,12.283463781234829
83,Thompson Island,42.31531870900005,-71.00832116749996,0.0,20.0,19.0,18.0,7.0,6.0,1.0,4.0,3.0,2.0,5.0,4.44509084000863,4.741845900095706,4.741845900095706,6.0676826752333275,6.274793406109512,6.274793406109512,6.274793406109512,6.274793406109512,6.274793406109512,6.274793406109512
84,Connell Fields/Hickey Courts,42.25621687450004,-71.13376719349995,0.0,11.0,10.0,15.0,17.0,16.0,14.0,13.0,12.0,1.0,6.0,9.921476159082875,9.921476159082875,10.502633760350198,10.502633760350198,10.502633760350198,10.502633760350198,10.502633760350198,10.502633760350198,11.409049818244483,11.409049818244483
85,Weider Park,42.27095094300006,-71.12349374599998,0.0,11.0,10.0,15.0,17.0,16.0,14.0,13.0,12.0,1.0,6.0,8.153872166575837,8.153872166575837,8.795404076143088,8.795404076143088,8.795404076143088,8.795404076143088,8.795404076143088,8.795404076143088,9.627137878010336,9.627137878010336
86,Monterey Hilltop I,42.27096036150007,-71.12671109999994,0.0,11.0,10.0,15.0,17.0,16.0,14.0,13.0,12.0,1.0,6.0,8.13678917305801,8.13678917305801,8.756278360804163,8.756278360804163,8.756278360804163,8.756278360804163,8.756278360804163,8.756278360804163,9.619718702924857,9.619718702924857
