SPACEID,Name,Avg. Lat,Avg. Long,num_objs,obj1_id,obj2_id,obj3_id,obj4_id,obj5_id,obj6_id,obj7_id,obj8_id,obj9_id,obj10_id,obj11_id,obj12_id,obj13_id,obj14_id,obj15_id,obj16_id,obj17_id,obj18_id,obj19_id,obj20_id,obj1_dist,obj2_dist,obj3_dist,obj4_dist,obj5_dist,obj6_dist,obj7_dist,obj8_dist,obj9_dist,obj10_dist,obj11_dist,obj12_dist,obj13_dist,obj14_dist,obj15_dist,obj16_dist,obj17_dist,obj18_dist,obj19_dist,obj20_dist
129,Linwood Park,42.328530744000034,-71.09469041599996,2,C32001,B32055,B32059,B32063,E32006,E32012,B32023,B32064,B32017,B32033,B32036,B32021,B32002,B32013,E32011,Z32997,B32003,B32026,B32062,B32027,0.2874287782549968,0.37802424597725176,0.5152198133617072,0.7444180843670857,0.7588244315402625,0.761596748030142,0.8263106042973749,0.8467816846413437,0.893974436527663,0.9479133139390785,0.9920427804929008,1.0042885041561074,1.0113736919955676,1.0166479211967827,1.0249092706231735,1.1104011658005728,1.1835386550619988,1.2004938748806773,1.225866092138505,1.301317860400148
130,Kittredge Park,42.32808111750006,-71.09252923499997,2,B32055,C32001,B32059,B32023,B32017,B32064,E32006,E32012,B32063,B32002,E32011,B32026,B32033,B32021,Z32997,B32036,B32013,B32027,B32062,D32059,0.2288133800364699,0.39057444184983675,0.5104473337862204,0.7244061843958126,0.7250103014271114,0.7676493504976694,0.82898791320828,0.8720979918833703,0.9103046441146854,0.9598804230253152,1.0041574085588099,1.0534351446193606,1.0616415385409521,1.0798682639090267,1.1346803708286883,1.1677183726704374,1.186024216400667,1.2214008942711914,1.2249764384313135,1.301326405185494
131,Rockledge Street Urban Wild,42.32644803850005,-71.09017762499994,1,B32055,B32023,B32017,C32001,B32059,B32064,E32006,E32011,E32012,B32026,B32027,B32002,B32022,B32063,C32015,B32033,B32021,D32059,C32005,Z32997,0.30127010834137435,0.5269220161560386,0.6153362802492169,0.6288905269879472,0.6937546242990591,0.8572724075178415,0.8776913128236141,0.905628138162726,0.972754927611225,0.9988539467752049,1.033861713566687,1.0725854366929617,1.12222337286321,1.149908481850268,1.1979040706926087,1.295170148267766,1.2960458637159475,1.2966446915400294,1.3048722755957693,1.3155522782561717
132,St James Street Park,42.32692187050006,-71.08514652649998,2,B32017,B32055,B32026,B32023,B32064,C32015,B32059,C32001,B32022,C32005,B32002,D32059,D32061,B32027,E32011,C32056,E32006,E32012,Z32997,B32062,0.31169883347533955,0.4786135523319592,0.7023032478072423,0.7580015869603771,0.802285259308282,0.8090571690717805,0.8513132836924525,0.9322901644381943,0.9978479100448837,1.0090773189004014,1.0285501416805487,1.0374780113423472,1.1731682244748756,1.2149424471773753,1.2225290616017577,1.2787806407486129,1.2839026431377596,1.3920653854207623,1.3928852984840723,1.4012148613475914
133,Malcolm X Park I,42.32173362550006,-71.08924205799997,3,B32023,B32027,E32011,B32022,B32055,E32006,B32017,E32004,E32012,C32001,C32015,C32102,B32059,D32041,C32027,B32064,B32026,B32002,B32063,B32028,0.03600566459482993,0.4605689659947001,0.4655764660875744,0.5049247720749829,0.6841992602047892,0.7077924737113499,0.8613210408653921,0.873210230956684,0.887823652339924,0.988826719810572,1.0250876081340334,1.0662344254990468,1.082157114087902,1.166229305635563,1.1927068056961727,1.218420189079048,1.258101744814031,1.4411343318851837,1.4682543429955202,1.4828481771916362
134,Horatio Harris Park,42.31860300400004,-71.09003208449997,3,B32027,B32023,E32011,B32022,E32004,C32102,E32006,C32027,E32012,D32041,B32055,B32017,B32028,C32015,C32001,B32059,E32005,E32003,C32030,B32029,0.17899208640200903,0.27103058982143025,0.4725482399477958,0.572008197559694,0.7045551544274782,0.785749154785205,0.9097366649246673,0.9444125076218192,1.1099584974839503,1.1256865097031075,1.1475128115592477,1.29293556206835,1.3349623715888754,1.3483206761969073,1.4003119862236206,1.5340408109243546,1.6076540815986813,1.613697895820101,1.6596782741432305,1.6686216608693658
135,Trotter School Playground,42.31514597100005,-71.08873768449996,1,B32027,B32022,C32027,C32102,B32023,E32011,E32004,B32028,E32006,D32041,C32030,B32029,C32037,E32012,C32111,B32055,C32015,E32005,B32017,D32040,0.285260769753972,0.5665562948085235,0.6243114267361942,0.6313769641183292,0.6806101397328905,0.7390301987078505,0.7704212059711069,0.9744316180082704,1.231261413427231,1.2589124065798507,1.2753316447657828,1.395096510600492,1.3958788535968787,1.4349542811802498,1.5295943667138325,1.5469280065855837,1.5489246187449488,1.5631566248279996,1.6388111252281345,1.7792893741911686
136,Crawford Street Playground,42.31547495250007,-71.09266835549994,4,B32027,C32102,E32004,E32011,C32027,B32023,B32022,D32041,E32006,E32012,B32028,E32005,C32030,B32055,E32003,D32040,C32037,B32017,B32029,C32001,0.0894695461598263,0.3746733073572277,0.4244651206725751,0.4612973683739624,0.5563116122419628,0.5938029149967357,0.7999812142519579,0.9143278989284651,0.9673497597781154,1.1672279283851468,1.1892935109145528,1.251166124179153,1.3728249845761884,1.4892525427883436,1.5091284498378958,1.5144035976654684,1.5815817454299088,1.6675136093971787,1.677180920179251,1.6845333683360901
137,Father Jack Play Area,42.31448884900007,-71.09417351399998,3,C32102,B32027,E32004,C32027,E32011,B32023,D32041,B32022,E32006,E32005,E32012,B32028,C32030,D32040,E32003,C32037,B32055,C32111,B32029,E32001,0.26373541360928576,0.2995913138810073,0.3716379365183377,0.5202756746735162,0.5431995602049237,0.7841362094367202,0.8647053697752385,1.0119594173390332,1.0378897771849906,1.1469673255429942,1.2323168624733112,1.2926435606317204,1.3998124573011077,1.4005577216025573,1.5067095227483152,1.660277070699134,1.6711897174838848,1.794863482008917,1.8184057182592976,1.8310571267478375
138,Flaherty Playground,42.31166498400003,-71.10433970549997,1,E32005,D32041,D32040,E32004,C32102,E32001,C32027,E32011,D32052,B32027,E32003,E32006,E32012,E32010,B32023,C32030,E32007,B32022,C32099,B32028,0.22133841837405147,0.5424239403280572,0.5924533182299603,0.5974639910846146,0.6233080766346584,0.9039272667833754,0.9718729297239236,1.0246804609741726,1.0740807798697327,1.1196270692148576,1.1646570627489674,1.2555570745589475,1.358159799337328,1.405028512493812,1.478811385885043,1.7750013541181224,1.8046702846509617,1.8763092625766609,1.8860409006882213,1.9245586740946965
139,Marcella Playground,42.32287224700008,-71.09620288499994,4,E32006,E32011,B32023,E32012,B32027,E32004,B32055,C32001,D32041,E32003,C32102,B32059,B32063,B32022,B32017,E32007,B32036,B32013,B32064,C32027,0.26561377128120167,0.29316864084448213,0.3513947423384519,0.4377519733990684,0.6460972432487445,0.7186696400977927,0.8124312491514872,0.8283519769131488,0.8350994261024632,1.0573124142772623,1.057961046201903,1.0691062765432713,1.123815471330202,1.1720884339752162,1.2092848852267395,1.2560838353182378,1.3006156345778108,1.354139798130983,1.3669225613815492,1.3888925516373332
140,Highland Park,42.32521874150004,-71.09492456749996,2,E32006,B32023,E32012,B32055,C32001,E32011,B32059,B32027,B32063,B32017,E32004,B32064,D32041,B32036,B32013,B32033,E32003,B32022,E32007,B32002,0.43035167909448424,0.43712527571685783,0.5255996908373087,0.5541707183211216,0.5733682154492747,0.5835006087224829,0.8017934679175575,0.86543566112013,0.943491305774344,0.9754078002060322,1.0209024314561514,1.1042797424016702,1.135247752060195,1.156178067651907,1.1974494302895113,1.2092927361869625,1.2211154910966342,1.2472972308212869,1.2728000493903857,1.2852076129025867
141,Cedar Square,42.32481831150005,-71.08954577999998,2,B32023,B32055,B32017,E32011,C32001,E32006,B32027,B32059,B32022,E32012,B32064,B32026,C32015,E32004,B32002,B32063,C32005,D32059,C32102,D32041,0.3755542026167411,0.4847873193597561,0.6995969612267292,0.803042189791158,0.8115899384738892,0.8626984087111217,0.8722525319494697,0.8851744667355552,0.9356633328389852,0.9909527932736089,1.0231849063215834,1.0955699027779748,1.1364917308707647,1.232946601522661,1.2443260461815093,1.3160141501540723,1.4052294070624531,1.413351346703191,1.455285137272864,1.4684081674652683
142,Elm Hill Park,42.31292516950003,-71.08213526149999,0,B32022,B32028,B32029,C32027,B32027,C32037,C32030,C32102,C32111,B32023,E32011,E32004,C32015,B32031,E32006,D32041,B32017,C32099,B32055,C32022,0.5462810402944014,0.5615296081420059,0.8113250222644113,0.8614753835244379,0.8868552162605762,0.9976837494080205,1.067682488725527,1.1162353899484316,1.1165618542473101,1.1847306491203002,1.339418921063237,1.3544160919374066,1.466421968328495,1.4737316366425144,1.8231657352263213,1.8476787901498584,1.8810214921345796,1.9113343861042118,1.940121611994916,1.961109116045566
143,Quincy Street Play Area,42.31472198450004,-71.07972195349998,1,B32022,B32028,B32029,B32027,C32027,C32037,B32023,C32015,C32111,C32030,C32102,B32031,E32011,E32004,B32017,C32022,B32055,E32006,B32026,D32041,0.385662940459928,0.7317444022319552,0.7771366872650242,1.0048863888521649,1.135223963240745,1.1447742309080502,1.1852361130183966,1.2028066582559083,1.2516021356246467,1.3039873958169632,1.3458516660722841,1.40057411550544,1.4363819349148435,1.5296070426360069,1.6812884612041525,1.6848506899514817,1.8188484940033514,1.8871154633607885,1.9809713367780735,2.0147061125976324
144,Howes Playground,42.324285288000056,-71.07871064449995,1,C32015,B32017,B32022,B32026,C32022,B32023,B32055,C32005,D32059,B32064,B32027,B32059,D32061,B32002,E32011,C32001,C32056,C32061,C32006,B32029,0.23947502169226664,0.703143760894854,0.7277284196355621,0.9130271212058998,0.9746135268651096,1.015221500824056,1.0566268002018286,1.1431635296842886,1.2336922166631337,1.2794624432783364,1.304996981539542,1.4229943553721558,1.4552352385218807,1.483197864480619,1.493404717205178,1.5079340748862273,1.5330694614717457,1.5407937723556673,1.5696946304108532,1.6434720600720145
145,Little Scobie Playground,42.322747562000046,-71.08072187549996,1,C32015,B32022,B32017,B32023,B32055,B32026,B32027,C32022,E32011,C32005,B32064,D32059,B32059,C32001,B32029,E32006,B32002,B32028,D32061,E32004,0.4943114086548768,0.5217519462924901,0.7956477207962874,0.8462255136059639,1.0411459922303499,1.0805709458848476,1.1000162320822489,1.215453689041891,1.3156105586702291,1.3392927934715926,1.3639311208821314,1.4160937568012493,1.4336154939548569,1.4774069761134827,1.5608999344035306,1.563141845205384,1.581550534328651,1.6092285464623057,1.6180932487906707,1.6403826893830433
146,Erie/Ellington Playground,42.30133707750005,-71.08342471299994,3,C32030,C32037,C32111,B32028,C32043,C32099,C32110,C32027,B32029,C32038,C32102,B32031,C32094,E32009,C32092,B32022,C32055,B32027,C32041,C32066,0.2647387588903812,0.43326375911345105,0.44612686556076603,0.7314202819969999,0.7833414946733209,0.8039828311213697,1.085448721205012,1.165807494044531,1.2348614778158082,1.5362184582318592,1.5969429950345746,1.6416577543160822,1.6570197672514544,1.7062071858892898,1.786713099529172,1.8132949669311045,1.8386327758809642,1.8468389975949444,1.8514633578838446,1.9986498742770205
147,Puddingstone Park,42.30522708950005,-71.08374539749997,4,C32030,C32037,B32028,C32111,C32027,B32029,C32099,C32043,C32102,B32022,B32027,C32110,B32031,E32004,E32011,B32023,C32038,D32040,C32041,E32009,0.2126322195859549,0.3550889620801742,0.3590285124940003,0.4772803312794382,0.8235110736453363,0.9882449445161707,1.09720365778893,1.1879894214799926,1.2585559572484035,1.3793950688429457,1.4217775041756062,1.4815369684861388,1.5310051672219431,1.6491078444263216,1.8387300565526388,1.865404615481267,1.8878900213106724,1.9457059330957684,1.9682536891038265,1.9820665421509107
148,Bynoe Park,42.32953086850006,-71.07655408149995,2,C32015,B32026,B32017,C32005,D32059,C32022,D32061,C32006,C32061,B32064,C32056,B32055,B32002,C32093,A32009,C32004,B32059,B32022,C32063,C32060,0.3968894315181939,0.45360224719545134,0.5332959444800478,0.5725206743045541,0.6911854119479498,0.814867438223278,0.9464338868901995,0.9490560161104131,0.963871155747246,0.9749116292841806,0.9972670463053807,1.052824562630136,1.124306365907155,1.15384333522737,1.2343573462925417,1.2442385592557876,1.264114333417013,1.3200669661976336,1.3503110771329876,1.3860269898023545
149,Buena Vista,42.32355593750006,-71.08335593449996,0,B32022,B32023,C32015,B32017,B32055,B32027,B32026,E32011,B32064,B32059,C32001,C32005,E32006,D32059,C32022,B32002,E32012,E32004,D32061,C32102,0.5920537194365286,0.6434013265828742,0.6452899755638647,0.6588473615621102,0.8271404244304641,0.9806038387274636,0.9968158389713604,1.125597425602589,1.1995468298176246,1.22926911253934,1.2526085231142252,1.2814889715437257,1.334417928472329,1.33965608210741,1.3873348212950143,1.4243382205773318,1.4844661420440324,1.4878188829920367,1.5167227508903458,1.5827577382094935
150,Madison Park H.S. Athletic Fields,42.33251385950004,-71.08685217599995,6,B32064,B32017,B32002,B32059,B32026,B32055,D32059,C32001,D32061,C32005,B32062,C32056,Z32997,B32021,C32063,C32004,B32033,B32063,B32005,C32015,0.07612248102237588,0.2576627532575018,0.29309748733614716,0.3137935216719222,0.33163811731781895,0.3328383635753377,0.5323717726253508,0.5622890685750666,0.5625455007223956,0.5764081889695232,0.6745230191911482,0.6793900317598656,0.7021423349085135,0.8528387797270688,0.8984139474505088,0.9045655987632248,0.9796552771867315,1.0585189719548558,1.1089425979638727,1.1192941613005463
151,Dennis Street Park,42.32244572100007,-71.07485171649995,1,C32015,B32022,C32022,B32017,B32026,B32023,B32029,C32005,B32055,B32027,D32059,C32061,B32064,B32028,C32064,C32006,B32031,D32061,E32011,B32059,0.287141254212247,0.7724059190282795,0.805472110621558,1.0742457450801939,1.2285400533809196,1.3174959425312895,1.4003303857458582,1.4103839218257646,1.4515695639870076,1.5001061501873587,1.5197736297314548,1.6208092540045624,1.6458045678344053,1.6630461396160057,1.729118928754019,1.7514549907686774,1.7608986065675485,1.761507648893808,1.7705077124881803,1.8079252638089092
152,Holborn Street Playlot,42.31535749750006,-71.08260841649994,1,B32022,B32027,B32028,B32023,C32027,B32029,C32102,E32011,C32015,C32037,E32004,C32030,C32111,B32017,B32031,E32006,B32055,D32041,C32022,E32012,0.2631630827943357,0.7758831485746464,0.8205708245153093,0.9638110035665768,0.9869616019245682,1.0120641196828744,1.148031650642924,1.2040364600193643,1.2432233210550705,1.25896351556375,1.3083766586783203,1.3233766225499635,1.3786572954411356,1.5944488148288811,1.652679465377818,1.6557867515508324,1.6664186836140564,1.7908002633116724,1.8055533633286873,1.8549917297757101
153,Medal of Honor Park,42.33655968400007,-71.03233982599994,1,C32017,C32051,C32023,C32091,C32021,C32020,C32016,C32028,C32032,B32014,C32029,D32018,C32052,C32107,C32024,B32007,C32034,A32000,C32009,C32090,0.45376608319390216,0.5931526043475572,0.631011584531856,0.7368296195724304,0.8291960300584095,0.8640234233065389,1.0679738914419958,1.2152805712392518,1.253018233159654,1.454838501478912,1.5085237410223757,1.5308106959497467,1.5564312315962514,1.7148325569982878,1.7637363686016674,1.8218844554234586,1.8888813308214862,2.0159956055655592,2.121082397555727,2.1280675319640356
154,Christopher Lee Playground,42.33770527300004,-71.03181776499997,1,C32017,C32023,C32051,C32091,C32021,C32020,C32016,C32028,C32032,B32014,D32018,C32029,C32052,C32107,C32024,B32007,C32034,A32000,C32036,C32009,0.48233554266696427,0.5541026701019001,0.6334581819550198,0.6759998505794474,0.7381864035643515,0.7522399437160932,1.0756254398917005,1.1522651372943131,1.1645343365178633,1.372917508799057,1.4602442940851996,1.49761113561086,1.6269912606851837,1.6367602825243353,1.7243735199356371,1.7410655528144645,1.8103805808108995,1.9332583182592447,2.072796352853702,2.0887182533976794
155,Hawes Burying Ground,42.33431782550005,-71.03451797649996,1,C32017,C32051,C32023,C32091,C32016,C32021,C32020,C32052,C32028,C32029,C32032,B32014,D32018,C32024,C32090,C32107,C32013,B32007,C32034,C32053,0.3646864323363219,0.7769221390460139,0.8999999196300579,0.9209666160288983,0.9639622442682839,1.168824532275388,1.2417420998762263,1.3806926874777377,1.3836881885676666,1.4733848095128923,1.538083975909276,1.6978228911793654,1.721837324855644,1.8269656770201268,1.913364158315082,1.9358511808553736,2.0498568666460835,2.054665354293362,2.1099866747110423,2.1471211061959736
156,Union Burying Ground,42.33410216200008,-71.03451242899996,1,C32017,C32051,C32023,C32091,C32016,C32021,C32020,C32052,C32028,C32029,C32032,B32014,D32018,C32024,C32090,C32107,C32013,B32007,C32034,C32053,0.3774219699328044,0.7749802156536085,0.9078300325513593,0.946502299484124,0.9698701690274099,1.2008547226773996,1.2718803378033872,1.3762996817391164,1.4077040371663467,1.484115656448501,1.5662449024239626,1.724770082990429,1.7466070703534111,1.8442868437615307,1.9000791634367888,1.9618437134570959,2.0387616256127217,2.0810978245893206,2.1359134494591747,2.1603895582377244
157,Dorchester Heights NHS,42.33287170550005,-71.04622996199998,2,C32016,C32052,C32017,C32029,C32091,C32028,C32024,C32013,C32053,C32064,C32009,C32090,D32018,C32051,C32021,C32035,B32014,C32022,C32032,C32023,0.2675649860957066,0.3923031887931419,0.5907753857704389,0.7471090726588671,1.016948649548092,1.2513614390428083,1.289314957444769,1.3796211250299262,1.4213800135051915,1.4417279100973084,1.4745531227383624,1.4780376976132628,1.5760010936662623,1.678038871818305,1.6824447269729945,1.7183799243402902,1.7198596726904471,1.7335861023091563,1.7340072656349592,1.8063544569227026
158,Flaherty Park,42.34188132700004,-71.05305645249996,4,C32024,C32029,C32053,C32009,C32035,C32028,C32016,D32018,C32025,C32057,C32091,D32043,A32010,C32107,D32015,B32014,C32034,A32042,D32048,B32007,0.23181790493606344,0.3137429762519387,0.4082253843772623,0.4100806133256862,0.7637101456400435,0.7905917705448486,0.8466465975866699,0.8948626648515038,0.926254236268736,0.9413643803284263,1.0637487558838763,1.1023287199139848,1.1390251006239551,1.1391481529995282,1.1522202201333656,1.1955398999053435,1.2194364649582896,1.2399356777160853,1.251863161625934,1.2683707038589207
159,Buckley Playground,42.33934715750004,-71.04912424699995,2,C32029,C32016,C32024,C32028,C32091,C32053,C32009,C32017,D32018,C32052,C32035,B32014,C32107,C32025,C32057,C32032,C32034,B32007,A32010,C32036,0.15488080309428634,0.4002060698206742,0.5590558260375623,0.7176752024467506,0.7753449506585935,0.7965906365082892,0.8133672144217373,0.8972803739600845,0.9548322038034865,0.9834691006482642,1.1421304603914155,1.1946367417999377,1.2300812380851796,1.323961852353987,1.3317128203624582,1.3398098353154904,1.3544913611835612,1.3723088451955758,1.4750343724081398,1.4999351073022111
160,Ronan Park,42.304354493000034,-71.06263071199996,2,B32031,C32041,C32108,B32029,C32033,E32009,C32111,C32037,C32066,B32028,C32038,C32110,C32030,C32064,C32055,C32013,C32062,B32022,C32090,C32043,0.2778716811987167,0.41539655435419764,0.5394415763550917,0.8379821898539921,0.8886716359329239,1.1508640793471119,1.1583398356053012,1.230640280519681,1.2593657125255762,1.388573955263219,1.5938782629909802,1.7297869479862893,1.7347583458811602,1.8195557862475251,1.8711077041175872,1.8969695356823677,1.9310811276511948,2.0308948189533713,2.0378265352962446,2.200821326891439
161,Mt. Bowdoin Green,42.30247211900004,-71.07611388049995,2,C32111,C32037,B32028,C32030,B32029,B32031,C32110,C32043,C32041,E32009,C32038,C32099,C32027,C32066,C32055,B32022,C32108,C32102,C32033,B32027,0.15688787471059287,0.2853246267541052,0.689921672306658,0.7374026875136868,0.8035928892437049,1.0617568894293379,1.116309415442673,1.2456758033891626,1.2780686490037396,1.3301895151746597,1.3613404464228984,1.4009541774370304,1.5226588524305764,1.6025707628423913,1.695474137404248,1.7547670772228658,1.7782033516920823,1.953927031634248,2.017074683640319,2.0332734474925434
162,Byrne Playground,42.30091764800005,-71.05240549899995,1,C32108,C32041,C32033,B32031,C32066,E32009,C32014,C32062,B32029,C32038,C32040,C32090,C32111,C32055,C32013,C32064,C32037,C32110,C23109,B32028,0.29912507435211405,0.6417077318300097,1.0361413291007868,1.2698684791175363,1.2725464129227253,1.3604041043796913,1.7752186880520646,1.9022278784535813,1.9084774000708769,1.9305393253368925,1.958703217431706,2.0334600523348283,2.0927843891534366,2.103520953212327,2.1139039443949157,2.1191296479759303,2.1966264485204516,2.260823176413693,2.412692696952258,2.4347369921059516
163,Doherty/Gibson Playground,42.29728354000005,-71.06185766649998,2,C32041,E32009,C32066,C32108,C32038,B32031,C32062,C32055,C32110,C32111,C32033,C32037,B32029,C32040,C23109,B32028,C32030,C32043,C32099,C32103,0.15637458221086845,0.46117523562598856,0.5082481030326645,0.8236810630706655,1.0138282555191418,1.1105435487876452,1.1850585288887896,1.2203285771318608,1.3529476925364898,1.4013837255026724,1.4942514488194525,1.5261262597485905,1.5397606199165648,1.6090952114760517,1.8628388147776824,1.8642467115569985,1.9599099052229363,2.0372968282081065,2.388011282156316,2.439533140912811
164,Wellesley Park,42.29601162700004,-71.06577711399996,2,E32009,C32066,C32041,C32038,C32055,C32110,C32062,C32108,B32031,C32111,C32037,B32029,C32040,C32043,B32028,C32030,C23109,C32033,C32099,C32103,0.27876809926811325,0.49196857923930093,0.5434890920291632,0.7477458555891634,0.9946621306098082,1.0564555544938896,1.0900402531811035,1.2380182839893525,1.2516699718651572,1.2521713748809842,1.38448419942034,1.552472249431419,1.6614995327827182,1.7486109297428654,1.7655276696180309,1.7743171410269183,1.817185252682679,1.842029110572459,2.1243726336398967,2.2011719941245023
165,McMorrow Playground,42.29575340800005,-71.05107535349995,0,C32041,C32108,C32066,E32009,C32040,C32062,C32033,B32031,C32038,C32055,C23109,C32014,C32110,B32029,C32111,C32037,C32090,C32013,C32064,B32028,0.7738028509986297,0.7884863809649398,0.9550297421132469,1.1405399958006255,1.3526770123157759,1.4960028840342598,1.54195670035188,1.6432214253029291,1.7082904956421192,1.808484345212279,1.8673497029618282,2.1132086636802563,2.1357136965114183,2.240031717890204,2.2560253388781755,2.376256459206127,2.506432549904327,2.6153781371669704,2.6243957253245336,2.6807053640918945
166,Hemenway Playground,42.29139655850005,-71.05618519649997,1,C32066,E32009,C32062,C32040,C32041,C32038,C32055,C23109,C32108,C32110,B32031,C32033,C32111,C32037,B32029,C32103,C32043,B32028,C32030,C32014,0.43800280723369195,0.7128931269858393,0.8378087362934342,0.8646242404459282,0.9236848772324551,1.209315319484819,1.237573867862462,1.2641933868982442,1.2852042644720532,1.7091560324595496,1.906643379317057,2.0544524971538602,2.148903582392959,2.281306966054129,2.3663797174914607,2.3671933869827146,2.482331533745523,2.656066233070639,2.659022318506758,2.729750519187753
167,Rev. Loesch Family Park,42.29066793950005,-71.06650416499997,4,E32009,C32066,C32038,C32055,C32062,C32110,C32041,C32040,C23109,C32111,C32103,C32108,C32043,C32037,B32031,C32092,C32030,B32029,C32099,B32028,0.1895399996031241,0.292875353969377,0.3848340071942047,0.4680151387841828,0.5362415525349755,0.9001301545051243,1.0335972519916092,1.2330615666175795,1.2823943856929634,1.639971662712931,1.681756016071572,1.6908493263357383,1.6912524548157748,1.7740212401390691,1.848340765715297,2.035433508994135,2.0449174634893676,2.113555369646365,2.1328744723722997,2.201710377410642
168,Codman Burying Ground,42.28937895000007,-71.07470859849997,3,C32038,C32055,C32110,E32009,C32062,C32066,C32043,C32103,C32092,C32111,C23109,C32041,C32099,C32094,C32037,C32040,C32030,C32050,B32028,B32031,0.20026053278583802,0.3021814354738266,0.3527458305058949,0.7705304267798655,0.889345904353635,0.9733987219838808,1.1002407291489213,1.196435410820213,1.3344192603913405,1.5141916776352244,1.5463266404191376,1.5496484225052098,1.5665369757388454,1.6059440809248025,1.6340149441394005,1.72556470703488,1.7362355758798655,1.956697342778703,2.075254310403721,2.1274404765896784
169,Walsh Playground,42.27695911800004,-71.07079706499997,0,C32103,C23109,C32062,C32055,C32040,C32038,C32066,E32009,C32110,C32050,C32044,C32092,C32045,Z32999,C32043,C32094,C32041,C32099,C32111,C32037,0.6903858475302209,0.8037155340312964,0.9817974227648829,1.0584510278690622,1.3623437686068793,1.3929560338494456,1.6456979786237305,1.7014688163650082,1.7181213283571126,1.7435419573148696,1.8094834849712564,1.8266486290485076,2.0302208024801343,2.2366059011853583,2.2736990883434167,2.2771407136607142,2.5278961954153383,2.7148840591932126,2.8987377568144614,3.0193064431386643
170,Dorchester South Burying Ground,42.27860808500006,-71.06708067249997,0,C23109,C32062,C32055,C32103,C32040,C32038,C32066,E32009,C32110,C32092,C32050,C32044,C32041,C32043,C32045,C32094,Z32999,C32099,C32111,C32108,0.5022732133677036,0.7524052820211259,0.9992482560708208,1.022735764560851,1.0492660420673527,1.3276379501885878,1.4334915043600527,1.5343778657240976,1.7266643650018623,2.0741556963546977,2.096541690200559,2.1772834534182746,2.325846766381496,2.3778394310623714,2.4279727192073475,2.5090990220322325,2.621556184401443,2.8365049304449594,2.8528794450448016,2.902923373006955
171,Dorchester Park,42.27707970850005,-71.06404367899995,1,C23109,C32040,C32062,C32103,C32055,C32066,C32038,E32009,C32110,C32050,C32044,C32041,C32092,C32045,Z32999,C32043,C32094,C32108,C32111,C32099,0.09427653639053193,0.6788703364302373,0.738851991032873,1.1403069880369001,1.1417830632490749,1.3743161777008739,1.457873061771794,1.5473392428901345,1.911623206557603,2.1640576588784093,2.1883476156183805,2.2502720316156744,2.2553410067065456,2.3213273789750137,2.5588652505186182,2.6103413164631637,2.6991954895413146,2.7606242568515102,2.978107429659305,3.065917692961407
172,Gallivan/Hallet Circle,42.28441461750006,-71.04620058399996,0,C32040,C23109,C32062,C32066,E32009,C32041,C32055,C32038,C32108,C32110,C32103,C32033,B32031,C32014,C32111,C32037,B32029,C32043,C32092,C32090,0.6806288704453821,1.2350126830238113,1.457578829863159,1.5459497249231848,1.8394723765136098,2.0400639617730514,2.0533160107127864,2.1854314261664958,2.2128337820383486,2.7344907809871235,2.84523613477494,2.951008675720685,3.0054919699144937,3.1548964079960573,3.3358462465817453,3.468970436123632,3.527282892427292,3.5313328341075287,3.6679263518749416,3.7986707355532703
173,Toohig Playground,42.28416240800004,-71.04992707899996,1,C32040,C23109,C32062,C32066,E32009,C32055,C32041,C32038,C32108,C32110,C32103,B32031,C32033,C32111,C32037,C32043,C32014,B32029,C32092,C32030,0.37478453071744483,0.9457822504548574,1.1280262676243145,1.2700921891203214,1.5602603838672768,1.7250240689083989,1.8572193365401364,1.869400449330643,2.119944145746187,2.4204008893971785,2.5324651813709127,2.8374850165045538,2.878716745260395,3.078706310756366,3.2129839205806507,3.216967816979372,3.241425767613304,3.32320053468933,3.3383992319342286,3.5564784996975636
174,Martin/Hilltop Playground,42.27961825600005,-71.05317375299998,1,C32040,C23109,C32062,C32066,C32055,E32009,C32038,C32103,C32041,C32110,C32108,C32092,C32043,B32031,C32050,C32111,C32044,C32033,C32037,C32094,0.34548644668987477,0.541009459107768,1.073826939458094,1.499870608939838,1.6574296711133423,1.7519075946806866,1.8889952956755514,2.1987851114066634,2.259407918767445,2.4259034103498465,2.6204604393709996,3.15025074158274,3.2013910693057754,3.2394605840434934,3.276428862210983,3.282859685972545,3.3558671998480856,3.3885830958625944,3.4178516396559733,3.5498481670227036
175,10 Josephine Street Garden,42.30056386850004,-71.06547902749998,1,C32041,B32031,E32009,C32108,C32066,C32111,B32029,C32037,C32038,C32110,C32033,B32028,C32055,C32062,C32030,C32043,C32040,C32099,C23109,B32022,0.3968200701799118,0.7972721683784987,0.8368684850275742,0.9811418148834298,0.9995160122749124,1.0787276128637513,1.1603217760566884,1.1941617465002097,1.2379850042751042,1.3733550258535272,1.4566674940772464,1.5016257772029649,1.5254976149712471,1.6427388102655627,1.6586676219276286,1.8970890029261882,2.135477190905261,2.1910901196381434,2.3556124449654643,2.36419055505414
