SPACEID,Name,Avg. Lat,Avg. Long,num_objs,obj1_id,obj2_id,obj3_id,obj4_id,obj5_id,obj6_id,obj7_id,obj8_id,obj9_id,obj10_id,obj11_id,obj12_id,obj13_id,obj14_id,obj15_id,obj16_id,obj17_id,obj18_id,obj19_id,obj20_id,obj1_dist,obj2_dist,obj3_dist,obj4_dist,obj5_dist,obj6_dist,obj7_dist,obj8_dist,obj9_dist,obj10_dist,obj11_dist,obj12_dist,obj13_dist,obj14_dist,obj15_dist,obj16_dist,obj17_dist,obj18_dist,obj19_dist,obj20_dist
249,Neponset Valley Parkway,42.23990133300006,-71.12968269199996,0,C32104,E32013,E32014,C32106,C32079,Z32999,C32045,C32087,C32086,C32059,C32046,C32044,C32047,C32085,C32050,C32105,C32048,C32103,C32092,C32094,1.4331685894719461,1.6389794758971645,2.7132658518102324,2.8461399020456173,4.0129314108010705,4.064716325979763,4.137349261857039,4.255223355836027,4.549399445310575,4.572738811022015,4.59707430565997,4.65023947825989,4.685880763444316,4.813523771831934,4.9063614099336466,4.956537539733702,5.388679688611326,5.760376834779306,5.775804839308125,5.853578910607192
250,Dooley Playground,42.254240655000046,-71.13442888299994,0,C32104,E32013,C32106,E32014,C32079,Z32999,C32087,C32059,C32046,C32086,C32045,C32047,C32085,C32044,C32105,C32050,C32048,C32089,C32092,C32094,0.7993157906741071,0.9872034999123975,1.9596551285659407,1.9686980056572652,3.0703866914293427,3.481568165628212,3.48161317962501,3.5451208295577135,3.578487395312455,3.65268179194535,3.6555350978510917,3.6681793903787363,3.8605282595797834,4.01689119734628,4.032355042505757,4.228805633824809,4.388890584545707,4.873611098005203,5.001105724663728,5.011146918632311
251,Stony Brook Reservation I,42.26097330300007,-71.13734439349997,1,C32104,E32013,C32059,C32106,E32014,C32046,C32086,C32085,C32047,C32087,C32079,C32048,C32105,Z32999,C32089,C32045,C32044,E32010,C32050,D32052,0.446347716793653,0.5240412416221472,1.2419784800487612,1.3469763835370099,1.3599494074927279,1.558254582176057,1.6206934749523962,1.628291389091395,1.6477195364351716,1.6890686749163646,1.9590859200433772,2.4709869693809416,2.7621131893217066,2.8854413072321328,3.035536046787302,3.0806361119325607,3.4088546097543864,3.5460810987584392,3.614657341958254,3.951597385076462
252,Patrick J. Kelly Park,42.37546930700006,-71.05755127949996,3,D32039,D32021,D32038,D32020,D32037,D32023,A32023,A32022,A32053,A32033,D32022,D32036,A32025,D32060,A32036,D32006,D32010,A32041,A32031,A32030,0.24169987995179626,0.44488373855200863,0.4946547881883942,0.5529651518410773,0.5847806755213731,0.7569742872737477,0.9334872535741273,0.9610009142819221,1.1802363418322297,1.1886762167999045,1.1889201373391138,1.2038955608740123,1.2046129265413348,1.3446201086178307,1.3529102833849809,1.375257134411494,1.3878810492257612,1.4843428443808528,1.6016614783981697,1.6087579976905
253,Clark/Cooper Community Garden,42.28842417000004,-71.10315168149995,0,C32105,C32094,C32092,C32099,C32089,C32043,C32050,C32079,C32048,E32010,C32044,C32047,D32040,C32046,Z32999,C32110,C32030,C32103,D32052,C32045,0.5309857379180543,0.5653229790837264,0.9543751820596399,1.2060297934417594,1.2600905329306125,1.3660766207713502,1.3977062137792446,1.4499994278043686,1.4514004308854798,1.584570000577385,1.637106069525346,1.9302438939551354,1.953627286682612,1.9767218892732803,2.0018595485168946,2.003461254805385,2.085952702873572,2.1098563513237356,2.14285462107575,2.3194044460820207
254,Kennedy Garden,42.26565726500007,-71.09576824749996,2,C32045,Z32999,C32044,C32050,E32014,C32103,C32106,C32079,C32092,E32013,C32105,C32094,C32104,C32055,C32043,C32110,C23109,C32038,C32062,C32099,0.29279791097428415,0.4818902755596472,0.9923193822835839,1.3020136884962292,1.5369149176127765,1.9238995577387141,1.9392607395136814,2.2576971792814335,2.277628572781459,2.395875739616351,2.4956262594026795,2.560733671927671,2.5980427795470225,3.142999395644576,3.274298425079476,3.2840872199485474,3.301435099356915,3.3669414981905437,3.416307091929088,3.4839553244662134
255,White Stadium,42.30959817400003,-71.09530099049996,2,C32027,C32102,E32004,B32027,E32005,E32011,C32030,D32041,D32040,B32028,B32023,C32099,C32037,B32022,E32006,C32111,E32012,E32001,D32052,E32003,0.15241911071646302,0.15480053735332933,0.5549059919554542,0.7297731588240048,0.8657448320238404,0.9198392322757718,0.9203179097426271,0.9317787955791157,0.9631731744872257,1.0634136909456289,1.2194889146846568,1.279247072169429,1.3112355794093955,1.321760558924683,1.3617549997753178,1.4358140539690196,1.535169384453945,1.5431146235624371,1.6214529947576959,1.6293558147232432
256,Havey Beach,42.27496817800005,-71.17527485899996,0,C32087,C32086,C32085,C32059,C32046,C32047,C32104,C32106,E32013,C32048,C32079,E32014,C32089,C32105,E32010,D32052,E32001,Z32999,D32040,C32044,0.7544355788786151,1.4204088538163788,1.8955242839141302,3.1367285351517644,3.804057717879914,3.8640271756009037,4.373904508846255,4.456061347255078,4.4698102646652575,4.584678133800484,4.594788962378804,4.886202628833754,5.127738824250497,5.274098479301513,5.501555068834677,5.700431006441977,5.915412522862775,6.237447121941743,6.285350734732754,6.503819978500808
257,Millennium Park I,42.28235431300007,-71.18361867949994,0,C32087,C32086,C32085,C32059,C32046,C32047,C32048,C32079,C32106,C32104,C32089,E32013,E32014,E32010,C32105,D32052,E32001,B32035,D32040,E32005,1.2101872512818348,1.644666249372145,1.9791019813199815,3.3540038750762116,4.054375036537087,4.097402981779483,4.7171910666272865,4.9841050051847775,4.998359975395893,5.198966900861372,5.217646301590965,5.261118393023561,5.488860166595357,5.513474512098179,5.5726034833623155,5.618494334306386,5.789373612118588,6.077419368008575,6.245675295602995,6.459360024358464
258,South Street Mall & Courts,42.30793884000005,-71.11512896249997,2,E32001,D32052,D32040,E32005,E32010,C32089,D32041,E32003,E32004,C32102,C32048,C32027,E32011,E32006,E32012,B32027,E32007,C32099,B32023,C32030,0.10688498388189466,0.19063349660065473,0.607176025704617,0.6789155535791229,0.7634888964274391,1.2983176979697597,1.309269934470364,1.570528382026373,1.5813414277058686,1.6151311030600777,1.7418525499920092,1.8774607194243114,1.96584624371444,2.044540656108282,2.0762211335870733,2.1274270289245725,2.187917592849594,2.2490796168018004,2.4450463142558148,2.4784691111468318
259,First Church Cemetery,42.31042589900005,-71.11666529199996,2,E32001,D32052,E32005,D32040,E32010,D32041,E32003,C32089,E32004,C32102,E32011,E32006,E32012,E32007,C32048,C32027,B32027,B32023,C32099,C32030,0.15222109140715598,0.4561825965425029,0.7341369355934848,0.8218541541800697,1.0375711106212446,1.2254975095000695,1.3463242950667937,1.5589405058900996,1.5692884516597236,1.6710501831312314,1.9163353463375203,1.920091591394632,1.9215963305891732,1.9310605107098395,1.9720113689593712,1.9806532583354215,2.1320265410406276,2.401150893345736,2.5024427789577426,2.6581859613221317
260,Golden Stairs Terrace Park I,42.36493838600006,-71.03411008599997,3,A32044,A32050,A32057,A32049,A32030,A32031,A32032,A32033,A32036,A32041,D32006,B32004,A32000,D32008,A32013,A32051,B32007,C32036,C32034,D32057,0.30161803052095415,0.43146040708704986,0.498392200527062,0.6191975833309304,0.6198165663652835,0.6546481168967203,1.0075484261235919,1.0352521935525634,1.0713946080638754,1.2208359928631902,1.3674664579081754,1.4168166617410782,1.5336344223580172,1.6011619012982807,1.6497479963727097,1.6644639461471364,1.7049568482388195,1.7324820301681143,1.7521615333275842,1.7853261856819
261,The Rockies,42.365106313500064,-71.03495577199996,4,A32044,A32057,A32050,A32030,A32031,A32049,A32033,A32036,A32032,A32041,D32006,B32004,A32000,D32008,A32013,A32051,D32057,B32007,D32010,C32036,0.3030897612939337,0.3687336968822791,0.44186632501151385,0.49541081330846165,0.5369753189601401,0.5540854970470831,0.9066745025412806,0.9645276151625213,0.975758483653745,1.1328898641988165,1.2495137192212527,1.3212186762160458,1.5113529035033002,1.5274768402983379,1.565242815507916,1.6566429089836445,1.68058690859816,1.6847027506723453,1.6899900503606236,1.6930807736671867
262,Childe Hassam Park,42.34611835800007,-71.07465280699998,7,C32077,C32003,C32060,C32000,D32049,D32005,C32007,A32009,D32046,D32013,D32045,D32002,C32008,D32007,D32048,C32004,C32006,D32042,C32093,C32063,0.19522926391243037,0.26213532806979967,0.3886670512667384,0.40700710883293917,0.4105842765840383,0.4717046195701625,0.48184130699450994,0.5457354282908198,0.5484723356758191,0.5572145021228594,0.5899306741480558,0.6815939193436746,0.692634824536079,0.7327893647085425,0.7783413244374981,0.8015297977896914,0.8359305328069805,0.8372433414968694,0.8618819687157601,0.8722556459894427
263,Nellie Miranda Memorial Park,42.31875414750005,-71.06518267499999,0,C32022,C32064,C32015,C32013,B32029,B32031,C32033,B32022,C32090,C32052,B32028,C32108,B32017,C32037,C32061,C32111,B32026,C32005,C32041,B32023,0.8645359493031972,0.9631137850015867,1.100923808321947,1.1549671431148647,1.1927087290552318,1.1976991944307906,1.2849061130361008,1.4124198666282375,1.6208453511527892,1.7424686016131294,1.7608562809125592,1.887367933130954,1.9610282926703855,1.9883306597507309,1.9980052496205831,2.0234841030514565,2.0328074870860573,2.1317879115189635,2.14186977602029,2.1582077673134474
264,Grove Hall Plaza,42.30913831150005,-71.08323984599997,1,B32028,C32037,C32030,C32027,C32111,B32029,B32022,B32027,C32102,E32004,B32031,B32023,C32099,E32011,C32043,C32015,C32110,D32041,E32005,D32040,0.2154944558874263,0.62727660454877,0.6439557130586323,0.7280393844131099,0.760268043130574,0.8379089525872165,0.9602459926919122,1.105174032576592,1.1103960451880752,1.447449928796004,1.4842669019224042,1.5014385354906425,1.5086631214355581,1.5495608744185987,1.6374243411986218,1.9039942333543811,1.9099117589008854,1.9313589579412291,1.9771421605540167,2.0192428315986737
265,Chestnut Hill Reservoir Garden,42.337892712500064,-71.16118360799996,0,D32033,B32035,D32029,D32031,D32028,D32054,D32034,D32001,A32001,A32045,A32017,D32035,A32005,A32012,A32040,A32002,A32019,A32011,A32056,E32007,0.8105075755515905,0.8935196044480403,1.218320041217471,1.4649043001457207,1.5058442585142224,1.6108857799164544,2.0831669167082456,2.4496645549848304,2.5933948311639967,2.607419459029243,2.643847715560007,2.8441522597547113,3.2436789205322736,3.45147821736465,3.647169250405007,3.7810525130331394,3.9849259632062903,4.144412681686296,4.201741005173451,4.283830038835617
266,Ohrenberger Play Area,42.26078918150003,-71.14935242049998,0,C32104,C32087,E32013,C32086,C32106,E32014,C32085,C32059,C32079,C32046,C32047,C32048,C32105,Z32999,C32045,C32089,C32044,C32050,E32010,C32094,2.0511670954295735,2.1136250720788965,2.173446621645394,2.4742579536020677,2.524341748318806,2.81272664538291,2.813775692189732,2.973647991307975,3.2615916047924673,3.264067532567633,3.356171098939817,4.168458379939043,4.207980636715113,4.311825910271262,4.574596326019324,4.719251515988518,4.7501764282467125,4.893204998825571,5.249767067892881,5.377575917659157
267,Wilson Square,42.35340622850006,-71.16511675899994,1,D32031,D32029,D32028,D32001,D32054,D32033,A32045,D32034,A32001,B32035,A32005,A32017,D32035,A32040,A32019,A32012,A32011,A32052,A32002,A32006,0.3254878445010791,0.620145884654629,1.3094311584014617,1.5604895425590006,1.7651910721828836,1.8200491927560163,1.9483368463400426,2.137121245796187,2.278238974175331,2.302762348373979,2.412101263202635,2.696249309703819,2.895900642638188,3.0945553965787136,3.2483531628006874,3.3917733957069096,3.513160208718609,3.7246727484693536,3.7894797705681644,4.027370693967224
268,Little Mystic Access Area,42.38157596800005,-71.05634941549997,1,D32037,D32023,D32039,D32020,D32038,A32022,D32036,D32021,A32023,D32060,A32036,A32041,A32033,D32053,D32022,A32031,A32025,A32053,A32030,D32006,0.2685603131201213,0.6009900163835544,0.7836313874593348,0.8725356911577747,0.8971352949170384,0.9460146798709227,1.0712522189963014,1.0970127229039033,1.2511205342576805,1.2783413153113237,1.4543998398859135,1.4598540322034346,1.4677508995805206,1.4769609213066732,1.8235813127729736,1.829075048085581,1.8433979020531885,1.8582916369773301,1.8646633941593862,1.9539157717536297
269,Moakley Park,42.32601295650005,-71.04967405149995,3,C32052,C32013,C32064,C32090,C32016,C32017,C32029,C32022,C32033,C32091,C32014,C32024,C32053,C32061,C32009,C32028,C32035,C32093,C32051,C32015,0.04405551948434898,0.1910643851724928,0.27620356272509344,0.5359612202774888,0.6815403872593883,0.9845671316286417,1.0249578363783796,1.1850283396042898,1.2958120849955028,1.475224039936545,1.5778906726667654,1.5913179223752287,1.5936475928085412,1.640763931340508,1.6763998183244146,1.678683234396894,1.8212565733476562,1.8571150130450798,1.8903632756148059,1.9186982833974215
270,Kennedy Library Harborwalk,42.31513502400006,-71.03349761549995,1,C32014,C32090,C32013,C32064,C32033,C32051,C32052,C32108,C32017,C32016,C32023,B32031,C32041,C32091,C32029,C32022,C32021,C32020,C32028,B32029,0.3190952754648832,0.9417732435822175,1.4476396873317907,1.637462001277284,1.7108420999329452,1.9963557685847346,2.010571117061957,2.0625136973053753,2.136386562479867,2.345907950007676,2.3475961734566684,2.6845384141836166,2.7535559865972887,2.812936106836835,2.8544923457709603,2.872735954801375,3.1169027896290595,3.1465880371031703,3.2117082579515794,3.247197217344187
271,Peabody Square,42.28598455200006,-71.06404107999995,1,C32062,C32055,C32066,C23109,E32009,C32038,C32040,C32110,C32041,C32103,C32108,C32043,C32092,C32111,C32037,B32031,C32094,C32050,C32099,C32030,0.023055897724607272,0.5949143201670868,0.6402299083580028,0.7686071619752947,0.7727670634200301,0.7923150450908221,0.8327640175662036,1.3340017828256485,1.5329155466784676,1.5507231213180517,2.1174796131821485,2.1199629297278753,2.2130638935196183,2.2317174449078006,2.3649888763986007,2.421163970716442,2.5651184710316137,2.5800885411562047,2.582939804262052,2.6084830359203433
272,Savin Hill Cove,42.30248023850007,-71.04863210599996,1,C32108,C32033,C32041,C32014,B32031,C32066,E32009,C32090,C32013,C32064,C32040,B32029,C32062,C32038,C32111,C32055,C32037,C32110,C23109,B32028,0.4444685750039711,0.9145967768903266,0.9534600690895393,1.3602895338073602,1.446779305753082,1.5479247864538703,1.662617440787082,1.731069959116493,1.891484977849376,1.9308337631512849,2.1082813275109524,2.1133804482668266,2.145297507788989,2.2360041038628484,2.373567335680927,2.393709823044102,2.471537358245451,2.575586331855892,2.5974453424788018,2.6823410931903937
273,Daniel E. O'Connor Park,42.28851507600007,-71.04041334199994,0,C32040,C32066,C23109,C32062,C32108,C32041,E32009,C32055,C32038,C32014,C32033,B32031,C32110,C32090,C32103,C32111,B32029,C32037,C32013,C32064,1.3082672658577605,1.8431394721541283,1.8913660697919625,1.9641964867919595,2.016590652998596,2.059472182003419,2.1272569575037474,2.5181454463087483,2.579012131556212,2.6381098897193,2.676848208302974,2.9417663076878435,3.106946439548735,3.3824923523836192,3.444736704673861,3.4993889886171043,3.537084465869635,3.626016888481533,3.6300060962413134,3.6877141616844407
274,Oakview Terrace,42.31906453950003,-71.10919500749995,2,E32003,D32041,E32012,E32006,E32004,E32005,E32007,E32011,E32001,C32102,D32040,B32027,B32023,D32052,B32036,B32063,C32027,C32001,B32013,B32055,0.2942589627079437,0.44694934905107536,0.811137546041783,0.8481191899697474,0.9337988574841366,0.9449051958202841,0.9484839143049688,1.0407813893138178,1.216664538195198,1.2891671661953312,1.3872792904913502,1.4276747654154474,1.4876794919902567,1.5339299185200108,1.6861093682994635,1.7005403058384883,1.7234933536299009,1.7626014541940844,1.7698064324306664,1.9358081433556509
275,Belle Isle Marsh Reservation,42.387967804000056,-70.99390625499996,1,A32035,A32039,A32028,A32051,A32032,A32050,A32044,A32049,A32041,A32036,A32031,A32030,A32057,A32033,D32023,D32039,D32006,D32037,B32004,C32020,0.41695161555045224,0.8156249828803984,1.3078681357701474,2.3617329250131696,2.981817648852828,3.292313257823558,3.349254786178114,3.353837769795071,3.3962727548529172,3.6300312019488303,3.6892040307938543,3.748825373473796,3.956069795532076,3.990667717378329,4.06067046196517,4.655731792827827,4.81442382690199,4.955755110449529,4.971947072391776,4.984486086775114
276,Allandale Field,42.29754841650004,-71.13578925549996,0,C32059,C32048,C32047,C32046,C32089,E32010,D32052,C32085,E32001,C32086,C32105,D32040,C32079,E32005,C32087,D32041,E32003,C32094,C32106,C32099,1.1735752863145728,1.2469228996857682,1.2685197504322776,1.3275237697821287,1.576534049058393,1.75604961975801,1.829948889753483,1.8668184224914806,2.0289843232601803,2.3637058637242614,2.440635737373596,2.453676810685758,2.5271473048506876,2.6787942905758815,3.1336920253329295,3.288388228357783,3.3509264126127447,3.4294023602243398,3.4774937571080726,3.5754453168799873
277,Jamaicaway,42.32275073650004,-71.11563408449996,2,E32007,E32003,A32056,E32001,B32036,B32013,E32012,A32004,D32052,B32063,E32005,D32041,B32003,E32006,B32033,D32040,B32006,C32001,E32004,B32021,0.09220886943803529,0.46203327769137725,0.5726963535794387,0.6160307311726037,0.7032668407539988,0.7622981970964102,0.9016427054449178,0.9067161495896714,0.9069500485094554,0.9422423888349574,0.9542504506418564,0.9956329965889453,1.0109574138148012,1.0797693556286179,1.243221092634497,1.2437893385862326,1.3469776781630816,1.3882911930663306,1.4806465619973592,1.4843873666468927
278,Perkins Street,42.32131068450005,-71.11805465049994,0,E32003,E32007,D32041,E32012,E32001,E32006,E32005,E32004,D32052,E32011,B32036,D32040,A32056,B32013,B32063,C32102,B32027,C32001,B32023,A32004,0.5823589076539344,0.8700821232750358,1.1264725502964543,1.273220999874765,1.3422016231304295,1.392063166650936,1.4067265173867736,1.6175349182316232,1.673868684833861,1.697997314728081,1.7489211983686752,1.7850879230428554,1.8075800031090175,1.831281639012941,1.864708552459218,1.9584459333469004,2.105607635492575,2.1069269849919494,2.1101063707669505,2.1217566955763396
279,Chestnut Street,42.32192296300008,-71.12029387399997,0,E32003,E32007,D32041,E32001,E32012,E32005,E32006,A32056,D32052,B32036,E32004,B32013,E32011,B32063,D32040,A32004,B32003,C32102,C32001,B32033,0.7748137876175469,0.8861752154008232,1.3258303111826504,1.4175571470521542,1.4469319425625864,1.5604669804344986,1.5816022513253036,1.723684114314319,1.737078761235797,1.749689418006213,1.8179650115744517,1.8280874599244232,1.8985845960557821,1.9016009683738493,1.916367501152902,2.061346895300497,2.1260400494003027,2.153390385665202,2.2071259317232848,2.287468525512536
280,Faneuil Square,42.36004494700006,-71.05646409749994,8,D32009,D32057,B32008,B32032,D32010,A32013,B32061,B32004,B32056,D32008,A32053,D32006,A32026,D32000,D32014,A32042,A32010,A32025,D32022,D32019,0.05131838521443278,0.07958954676211542,0.1111152556151769,0.2322742264861189,0.27766737430273547,0.36393470843403347,0.39372776984078395,0.45616692453924024,0.5208030263490975,0.526587328407205,0.5390370860566149,0.5828818465730975,0.6217906698206476,0.6935535721291929,0.7513590749273945,0.7573384060132762,0.8476319540462653,0.8545927314643872,0.8849532159265242,0.9453280145972867
281,Temple Street Park,42.36005607500008,-71.06345686849997,6,D32000,B32061,B32032,B32056,D32009,B32008,D32014,A32053,A32025,D32016,D32022,D32010,D32057,D32024,D32019,D32017,A32013,A32042,D32042,D32011,0.19017359924640828,0.23522117991473118,0.29373882102456783,0.3923760385558267,0.48263787703440236,0.48634064358248674,0.5560049281263655,0.6097136985422085,0.6192695412718785,0.6330067718854515,0.6469732883125665,0.6711633729160057,0.6718595280084269,0.6784226464318339,0.843516437379437,0.9131326795475654,0.9441660347919938,0.961566731522087,0.9715487373483601,1.0072084395639131
282,American Legion Highway,42.28870391000004,-71.10191059549996,5,C32105,C32099,C32079,C32094,C32043,C32030,C32092,C32037,C32111,C32110,C32046,C32047,C32048,B32028,C32089,C32106,C32027,C32050,C32038,E32010,0.007630019904996058,0.021315458418257573,0.044720669349232134,0.21099394132964364,0.3772476097016848,0.6020076222591395,0.6405112803376728,0.9207331010302047,0.9208003252130142,0.9996386123770645,1.1570846719076882,1.1657818321077693,1.182351344234881,1.191253433140714,1.2016360129217807,1.2499093389268634,1.3532946078336103,1.4941729770539611,1.532769229024924,1.5590662608583357
283,Morton Street,42.29273707950006,-71.09956149049995,2,C32094,C32092,C32099,E32010,D32040,C32043,C32050,C32089,D32052,E32005,C32044,E32001,C32103,C32105,C32110,C32030,C32027,C32048,C32102,Z32999,0.04181880703202743,0.18022879599895042,0.5657655679881387,0.6671366839769199,0.6978557499437397,0.7731716720130749,0.8578205487269043,0.9323338800571005,1.0116033212124103,1.139107936769082,1.166760047840462,1.233495733708553,1.2590326824738272,1.3022567449236004,1.408629634350775,1.4174255413650236,1.4390383563978624,1.4953973888996284,1.5105527572544661,1.7205938737609499
284,St Michael's Cemetery,42.28771162500004,-71.10827866299996,1,C32105,C32094,C32089,C32079,C32048,C32092,E32010,C32047,C32046,C32099,C32043,C32050,D32052,D32040,C32044,C32059,C32106,Z32999,E32001,C32110,0.07934780730938326,0.6431464670128487,0.7036444785469241,0.7134706933313433,0.7893965858825336,1.0498417505599535,1.143662974230803,1.1561509937241736,1.186665343388539,1.2231578610387177,1.3991358205024884,1.571441370331012,1.7251581887343452,1.7596985387905002,1.821308533708237,1.888777167744248,1.8989491053629,2.045251849079924,2.048194674463384,2.0617902887491453
285,Patten's Cove,42.31365406450004,-71.04834023799995,1,C32033,C32090,C32013,C32064,C32014,C32108,B32031,C32052,C32041,B32029,C32022,C32016,C32015,C32017,C32066,C32111,E32009,B32028,C32037,C32029,0.4459132136084247,0.5030174135175186,0.6648276145880669,0.748545791356334,0.8407925523587304,1.0841615605720538,1.3889883404157835,1.7251766954430212,1.7370050667596206,1.93335088222423,1.9478170794360425,2.353984367058469,2.447946022367069,2.4483913469773997,2.5777102349750436,2.5845987668151187,2.589692559247419,2.6217801217547727,2.623917976898158,2.71294092203199
286,Leo M. Birmingham Parkway,42.35926599150005,-71.15263809099997,1,D32001,A32045,A32005,D32028,A32001,D32029,D32031,D32034,D32054,A32040,A32019,A32017,D32035,A32011,D32033,A32052,A32012,A32006,A32002,B32035,0.16441392873956098,0.5458897621861127,0.7299379784418695,1.0296425223239132,1.0409458348890932,1.0514045320055534,1.0953447274108914,1.3059711106025542,1.3207881968401434,1.4814151439563856,1.5554340332443135,1.616748168280233,1.761374052442069,1.8400764319485647,1.9859614554651048,2.0192682781362654,2.0783102679387238,2.363148352097366,2.4645272128483113,2.5132282652853717
287,Rivermoor II,42.27774680900004,-71.17925752649995,0,C32087,C32086,C32085,C32059,C32046,C32047,C32106,C32048,C32079,C32104,E32013,E32014,C32089,C32105,E32010,D32052,E32001,D32040,Z32999,B32035,1.240193487073659,1.831555770302094,2.2705163143035847,3.570767222829634,4.25089494204237,4.306751567728817,5.000712088652134,5.003216689092954,5.079788838122417,5.09073774111642,5.167398535333248,5.471079889132139,5.535654459552862,5.737489770680631,5.885835840539419,6.052334633848757,6.25074005946742,6.654175877038241,6.736116676492689,6.794027233118685
288,Rivermoor III,42.27805830200006,-71.17824877199996,0,C32087,C32086,C32085,C32059,C32046,C32047,C32048,C32106,C32079,C32104,E32013,E32014,C32089,C32105,E32010,D32052,E32001,D32040,Z32999,B32035,1.1903448409618924,1.7747261334626725,2.2127693852769803,3.514383160974251,4.195153201886652,4.250747476652838,4.946079249760071,4.957020316666646,5.0283193410108336,5.05969269666911,5.134501601503221,5.429529963509062,5.478202641569418,5.682951393882288,5.8276635162314605,5.990400836566644,6.187772111250792,6.59395947978505,6.689218310664002,6.743470559831794
289,Parley Vale Preserve,42.31511929650003,-71.11302219399994,0,E32005,E32001,D32041,E32003,D32052,D32040,E32004,E32012,E32006,E32007,C32102,E32011,E32010,B32027,C32027,B32023,C32089,B32036,B32063,B32013,0.6502021245161231,0.6734158060855099,0.7055668492694012,0.7520459769809967,1.0019066007300546,1.0161949652214686,1.1529004924984532,1.3241983765304808,1.3360297388052271,1.3670438714011592,1.3820413153691873,1.4107148989700253,1.548170338773917,1.7137354991231855,1.7734200272780098,1.8897187411272411,2.09917574664288,2.173271241469069,2.2074897089369223,2.2577487566812
290,Condor Street Overlook,42.38370456150005,-71.04154950849997,0,D32023,A32041,A32036,A32051,A32032,A32033,D32039,A32049,A32031,D32037,A32030,A32044,D32021,A32057,D32038,D32020,A32028,A32022,D32006,A32050,0.6654517067532291,0.7882941053267603,1.0128234455223535,1.0926870918328786,1.125749026792135,1.2937033496094634,1.3390260080183332,1.3819501658419424,1.4404940886311242,1.467322761868992,1.5151274679834166,1.7386762532059963,1.8455973313461949,1.8627844744029463,1.9114089801074878,1.9363780065019836,1.9758162162598625,2.1478456768819156,2.154725852078586,2.2555959069749103
291,Truman Parkway,42.24879547250006,-71.11936108749995,0,E32013,C32104,E32014,C32106,Z32999,C32045,C32079,C32044,C32050,C32105,C32046,C32047,C32103,C32092,C32094,C32059,C32048,C32089,C32043,C32087,0.5481818026677118,0.5877572792865768,0.7295886639970094,1.2363612405662916,1.7987658343215303,1.8856707776441446,2.319522561205632,2.3881228186998147,2.6536736985156595,3.0719402860238922,3.3837234331068005,3.448427050587376,3.4970529995542456,3.559229081220963,3.697209653591552,3.7138339420143827,3.8969270538879552,4.217140941066613,4.548508642400814,4.550840523267912
292,West Austin Rock,42.26315819300004,-71.12601117849997,0,E32013,C32106,C32104,E32014,C32079,Z32999,C32046,C32047,C32045,C32059,C32105,C32044,C32050,C32048,C32086,C32085,C32087,C32089,C32094,C32092,0.7320940114833291,0.7590446189057027,0.82674222965619,0.9315053853925235,1.8729555799968787,2.447862733747083,2.5588842306290247,2.641176648728924,2.6953320133353396,2.7077737424235915,2.8272556588856537,2.9258910547715993,3.105078633764908,3.2809320152777266,3.3670429069186834,3.4196678218252314,3.455313881851655,3.72593128443127,3.8103099494587704,3.8213545775507765
293,Arborway Overpass Path,42.301680108000056,-71.11191655249996,2,E32010,D32052,D32040,C32089,E32001,E32005,C32048,C32099,C32102,C32027,C32094,C32105,D32041,E32004,C32043,C32030,C32047,C32046,C32092,B32027,0.06515430372332903,0.39162361447547334,0.562420391595206,0.6236331121905795,0.725381690388888,1.0101322172213771,1.1365028687386638,1.3460970849879013,1.5579089042843852,1.5705253759658253,1.6723821430195671,1.6767741403479313,1.7511088825100352,1.7708800361716506,1.7994542415315444,1.8182342397196571,1.9293399007872016,2.0218096898350395,2.1272663837236148,2.165020372812541
294,Franklin Park Zoo,42.30501073600007,-71.08998296799996,4,C32030,C32027,B32028,C32037,C32111,C32102,C32099,C32043,B32027,D32040,E32004,B32029,E32005,C32110,B32022,E32011,D32041,B32023,C32094,B32031,0.0006979809388843315,0.21351495128924644,0.4564609679140476,0.4724144638013267,0.5801258535950177,0.6343841977883017,0.6788709397612894,0.8176538004546938,0.9831336545331429,1.0446883090355559,1.0468910763039798,1.1181555271980568,1.1239716721092865,1.265190065320622,1.2742432051614718,1.323513662062532,1.406872579904658,1.4834042638176037,1.6037405614762732,1.6690697682319244
295,Newland Street Park,42.33912088150004,-71.07596057349997,8,C32006,A32009,C32060,C32056,C32004,C32093,C32005,D32059,D32061,C32077,D32002,C32061,C32063,B32026,C32000,C32007,B32005,C32003,B32002,B32064,0.15695041830882,0.2413545040980064,0.3865664043168269,0.4580585715257641,0.4880696696133292,0.49221881092067066,0.49329018073497566,0.49565733055945,0.5484016844519206,0.6080364785242522,0.6218012410554675,0.6252665990063228,0.6433867153335923,0.8022224676990168,0.8507708871434104,0.8955693419257409,0.9435051199003349,0.9777054964588433,1.0206967473191775,1.08924090342536
296,Zero Quinn Way,42.28215353400006,-71.15738639249997,1,C32086,C32085,C32087,C32059,C32046,C32047,C32048,C32079,C32106,C32089,C32105,C32104,E32013,E32014,E32010,D32052,E32001,D32040,Z32999,C32094,0.06423617103743395,0.5625669634649555,0.7119731780472707,1.7568576258831365,2.44017751538878,2.4940379969389066,3.1957203712761233,3.35045130521388,3.501300588283083,3.736885974281186,3.9407874002002803,4.0000460260532655,4.012372277276715,4.026327969001805,4.1151771017815495,4.335188285860482,4.564928686383837,4.906133927810257,5.1129076741802075,5.1883094284331355
