,SPACEID,Name,Avg. Lat,Avg. Long,num_objs,obj1_id,obj2_id,obj3_id,obj4_id,obj5_id,obj6_id,obj7_id,obj8_id,obj9_id,obj10_id,obj1_dist,obj2_dist,obj3_dist,obj4_dist,obj5_dist,obj6_dist,obj7_dist,obj8_dist,obj9_dist,obj10_dist,Weighted Roundtrip Ratio,Daily Roundtrips
128,129,Linwood Park,42.328530744000034,-71.09469041599996,2,C32001,B32055,B32059,B32063,E32006,E32012,B32023,B32064,B32017,B32033,0.2874287782549968,0.3780242459772517,0.5152198133617072,0.7444180843670857,0.7588244315402625,0.761596748030142,0.8263106042973749,0.8467816846413437,0.893974436527663,0.9479133139390784,0.02236998457765525,1.3333333333333304
129,130,Kittredge Park,42.32808111750006,-71.09252923499997,2,B32055,C32001,B32059,B32023,B32017,B32064,E32006,E32012,B32063,B32002,0.2288133800364699,0.3905744418498367,0.5104473337862204,0.7244061843958126,0.7250103014271114,0.7676493504976694,0.82898791320828,0.8720979918833703,0.9103046441146854,0.9598804230253152,0.02236998457765525,1.3333333333333304
130,131,Rockledge Street Urban Wild,42.32644803850005,-71.09017762499994,1,B32055,B32023,B32017,C32001,B32059,B32064,E32006,E32011,E32012,B32026,0.3012701083413743,0.5269220161560386,0.6153362802492169,0.6288905269879472,0.6937546242990591,0.8572724075178415,0.8776913128236141,0.905628138162726,0.972754927611225,0.9988539467752048,0.0204688218170675,0.20132610006027662
131,132,St James Street Park,42.32692187050006,-71.08514652649998,2,B32017,B32055,B32026,B32023,B32064,C32015,B32059,C32001,B32022,C32005,0.3116988334753395,0.4786135523319592,0.7023032478072423,0.7580015869603771,0.802285259308282,0.8090571690717805,0.8513132836924525,0.9322901644381943,0.9978479100448836,1.0090773189004014,0.022045012686591696,0.40325497287522494
132,133,Malcolm X Park I,42.32173362550006,-71.08924205799997,3,B32023,B32027,E32011,B32022,B32055,E32006,B32017,E32004,E32012,C32001,0.0360056645948299,0.4605689659947001,0.4655764660875744,0.5049247720749829,0.6841992602047892,0.7077924737113499,0.8613210408653921,0.873210230956684,0.887823652339924,0.988826719810572,0.04560496380558421,0.5316455696202523
133,134,Horatio Harris Park,42.31860300400004,-71.09003208449997,3,B32027,B32023,E32011,B32022,E32004,C32102,E32006,C32027,E32012,D32041,0.178992086402009,0.2710305898214302,0.4725482399477958,0.572008197559694,0.7045551544274782,0.785749154785205,0.9097366649246672,0.9444125076218192,1.1099584974839505,1.1256865097031077,0.04560496380558421,0.5316455696202523
134,135,Trotter School Playground,42.31514597100005,-71.08873768449996,1,B32027,B32022,C32027,C32102,B32023,E32011,E32004,B32028,E32006,D32041,0.285260769753972,0.5665562948085235,0.6243114267361942,0.6313769641183292,0.6806101397328905,0.7390301987078505,0.7704212059711069,0.9744316180082704,1.231261413427231,1.2589124065798507,0.0711049146043917,0.24593128390596716
135,136,Crawford Street Playground,42.31547495250007,-71.09266835549994,4,B32027,C32102,E32004,E32011,C32027,B32023,B32022,D32041,E32006,E32012,0.0894695461598263,0.3746733073572277,0.4244651206725751,0.4612973683739624,0.5563116122419628,0.5938029149967357,0.7999812142519579,0.9143278989284652,0.9673497597781154,1.1672279283851468,0.06926427090854033,0.8963230861965028
136,137,Father Jack Play Area,42.31448884900007,-71.09417351399998,3,C32102,B32027,E32004,C32027,E32011,B32023,D32041,B32022,E32006,E32005,0.2637354136092857,0.2995913138810073,0.3716379365183377,0.5202756746735162,0.5431995602049237,0.7841362094367202,0.8647053697752385,1.0119594173390332,1.0378897771849906,1.1469673255429942,0.07558298290644959,0.8342374924653396
137,138,Flaherty Playground,42.31166498400003,-71.10433970549997,1,E32005,D32041,D32040,E32004,C32102,E32001,C32027,E32011,D32052,B32027,0.2213384183740514,0.5424239403280572,0.5924533182299603,0.5974639910846146,0.6233080766346584,0.9039272667833754,0.9718729297239236,1.0246804609741726,1.0740807798697327,1.1196270692148576,0.0585376457618433,1.1362266425557548
138,139,Marcella Playground,42.32287224700008,-71.09620288499994,4,E32006,E32011,B32023,E32012,B32027,E32004,B32055,C32001,D32041,E32003,0.2656137712812016,0.2931686408444821,0.3513947423384519,0.4377519733990684,0.6460972432487445,0.7186696400977927,0.8124312491514872,0.8283519769131488,0.8350994261024632,1.0573124142772623,0.03834332019000895,1.4888487040385756
139,140,Highland Park,42.32521874150004,-71.09492456749996,2,E32006,B32023,E32012,B32055,C32001,E32011,B32059,B32027,B32063,B32017,0.4303516790944842,0.4371252757168578,0.5255996908373087,0.5541707183211216,0.5733682154492747,0.5835006087224829,0.8017934679175575,0.86543566112013,0.943491305774344,0.9754078002060322,0.03899716350992766,1.2845087402049409
