,SPACEID,Name,Avg. Lat,Avg. Long,num_objs,obj1_id,obj2_id,obj3_id,obj4_id,obj5_id,obj6_id,obj7_id,obj8_id,obj9_id,obj10_id,obj1_dist,obj2_dist,obj3_dist,obj4_dist,obj5_dist,obj6_dist,obj7_dist,obj8_dist,obj9_dist,obj10_dist,Weighted Roundtrip Ratio,Daily Roundtrips
272,273,Daniel E. O'Connor Park,42.28851507600007,-71.04041334199994,0,C32040,C32066,C23109,C32062,C32108,C32041,E32009,C32055,C32038,C32014,1.3082672658577603,1.8431394721541283,1.8913660697919623,1.9641964867919597,2.016590652998596,2.059472182003419,2.1272569575037474,2.5181454463087483,2.579012131556212,2.6381098897193,0.0,0.0
273,274,Oakview Terrace,42.31906453950003,-71.10919500749995,2,E32003,D32041,E32012,E32006,E32004,E32005,E32007,E32011,E32001,C32102,0.2942589627079437,0.4469493490510753,0.811137546041783,0.8481191899697474,0.9337988574841366,0.944905195820284,0.9484839143049688,1.0407813893138178,1.216664538195198,1.2891671661953312,0.048975583373066914,2.07414104882459
274,275,Belle Isle Marsh Reservation,42.387967804000056,-70.99390625499996,1,A32035,A32039,A32028,A32051,A32032,A32050,A32044,A32049,A32041,A32036,0.4169516155504522,0.8156249828803984,1.3078681357701474,2.3617329250131696,2.981817648852828,3.292313257823558,3.349254786178114,3.353837769795071,3.396272754852917,3.6300312019488303,0.3378900725935703,2.160337552742616
275,276,Allandale Field,42.29754841650004,-71.13578925549996,0,C32059,C32048,C32047,C32046,C32089,E32010,D32052,C32085,E32001,C32086,1.1735752863145728,1.2469228996857682,1.2685197504322776,1.3275237697821287,1.576534049058393,1.75604961975801,1.829948889753483,1.8668184224914808,2.0289843232601803,2.3637058637242614,0.0,0.0
276,277,Jamaicaway,42.32275073650004,-71.11563408449996,2,E32007,E32003,A32056,E32001,B32036,B32013,E32012,A32004,D32052,B32063,0.0922088694380352,0.4620332776913772,0.5726963535794387,0.6160307311726037,0.7032668407539988,0.7622981970964102,0.9016427054449178,0.9067161495896714,0.9069500485094554,0.9422423888349574,0.03966122361548215,1.4508740204942712
277,278,Perkins Street,42.32131068450005,-71.11805465049994,0,E32003,E32007,D32041,E32012,E32001,E32006,E32005,E32004,D32052,E32011,0.5823589076539344,0.8700821232750358,1.1264725502964543,1.273220999874765,1.3422016231304297,1.392063166650936,1.4067265173867736,1.6175349182316232,1.673868684833861,1.697997314728081,0.0,0.0
278,279,Chestnut Street,42.32192296300008,-71.12029387399997,0,E32003,E32007,D32041,E32001,E32012,E32005,E32006,A32056,D32052,B32036,0.7748137876175469,0.8861752154008232,1.3258303111826504,1.4175571470521542,1.4469319425625864,1.5604669804344986,1.5816022513253036,1.723684114314319,1.737078761235797,1.749689418006213,0.0,0.0
279,280,Faneuil Square,42.36004494700006,-71.05646409749994,8,D32009,D32057,B32008,B32032,D32010,A32013,B32061,B32004,B32056,D32008,0.0513183852144327,0.0795895467621154,0.1111152556151769,0.2322742264861189,0.2776673743027354,0.3639347084340334,0.3937277698407839,0.4561669245392402,0.5208030263490975,0.526587328407205,0.035246588863525656,12.15069318866786
280,281,Temple Street Park,42.36005607500008,-71.06345686849997,6,D32000,B32061,B32032,B32056,D32009,B32008,D32014,A32053,A32025,D32016,0.1901735992464082,0.2352211799147311,0.2937388210245678,0.3923760385558267,0.4826378770344023,0.4863406435824867,0.5560049281263655,0.6097136985422085,0.6192695412718785,0.6330067718854515,0.026658520258947892,7.153707052441216
281,282,American Legion Highway,42.28870391000004,-71.10191059549996,5,C32105,C32099,C32079,C32094,C32043,C32030,C32092,C32037,C32111,C32110,0.007630019904996,0.0213154584182575,0.0447206693492321,0.2109939413296436,0.3772476097016848,0.6020076222591395,0.6405112803376728,0.9207331010302048,0.9208003252130142,0.9996386123770644,0.2929525564256103,0.9584086799276673
282,283,Morton Street,42.29273707950006,-71.09956149049995,2,C32094,C32092,C32099,E32010,D32040,C32043,C32050,C32089,D32052,E32005,0.0418188070320274,0.1802287959989504,0.5657655679881387,0.6671366839769199,0.6978557499437397,0.7731716720130749,0.8578205487269043,0.9323338800571004,1.0116033212124105,1.139107936769082,0.23886851754845462,0.13743218806509944
283,284,St Michael's Cemetery,42.28771162500004,-71.10827866299996,1,C32105,C32094,C32089,C32079,C32048,C32092,E32010,C32047,C32046,C32099,0.0793478073093832,0.6431464670128487,0.7036444785469241,0.7134706933313433,0.7893965858825336,1.0498417505599535,1.143662974230803,1.1561509937241736,1.186665343388539,1.2231578610387177,0.0751782242384964,0.03496081977094634
284,285,Patten's Cove,42.31365406450004,-71.04834023799995,1,C32033,C32090,C32013,C32064,C32014,C32108,B32031,C32052,C32041,B32029,0.4459132136084247,0.5030174135175186,0.6648276145880669,0.748545791356334,0.8407925523587304,1.0841615605720538,1.3889883404157837,1.7251766954430212,1.7370050667596206,1.93335088222423,0.122948312773983,0.7269439421338152
285,286,Leo M. Birmingham Parkway,42.35926599150005,-71.15263809099997,1,D32001,A32045,A32005,D32028,A32001,D32029,D32031,D32034,D32054,A32040,0.1644139287395609,0.5458897621861127,0.7299379784418695,1.0296425223239132,1.0409458348890932,1.0514045320055534,1.0953447274108914,1.3059711106025542,1.3207881968401434,1.4814151439563856,0.053632398753894,0.648583484026521
286,287,Rivermoor II,42.27774680900004,-71.17925752649995,0,C32087,C32086,C32085,C32059,C32046,C32047,C32106,C32048,C32079,C32104,1.240193487073659,1.831555770302094,2.2705163143035847,3.570767222829634,4.25089494204237,4.306751567728817,5.000712088652134,5.003216689092954,5.079788838122417,5.09073774111642,0.0,0.0
287,288,Rivermoor III,42.27805830200006,-71.17824877199996,0,C32087,C32086,C32085,C32059,C32046,C32047,C32048,C32106,C32079,C32104,1.1903448409618924,1.7747261334626725,2.2127693852769803,3.514383160974251,4.195153201886652,4.250747476652838,4.946079249760071,4.957020316666646,5.0283193410108336,5.05969269666911,0.0,0.0
288,289,Parley Vale Preserve,42.31511929650003,-71.11302219399994,0,E32005,E32001,D32041,E32003,D32052,D32040,E32004,E32012,E32006,E32007,0.6502021245161231,0.6734158060855099,0.7055668492694012,0.7520459769809967,1.0019066007300546,1.0161949652214686,1.1529004924984532,1.3241983765304808,1.3360297388052271,1.3670438714011592,0.0,0.0
289,290,Condor Street Overlook,42.38370456150005,-71.04154950849997,0,D32023,A32041,A32036,A32051,A32032,A32033,D32039,A32049,A32031,D32037,0.6654517067532291,0.7882941053267603,1.0128234455223537,1.0926870918328786,1.125749026792135,1.2937033496094634,1.3390260080183332,1.3819501658419424,1.4404940886311242,1.467322761868992,0.0,0.0
290,291,Truman Parkway,42.24879547250006,-71.11936108749995,0,E32013,C32104,E32014,C32106,Z32999,C32045,C32079,C32044,C32050,C32105,0.5481818026677118,0.5877572792865768,0.7295886639970094,1.2363612405662916,1.7987658343215305,1.8856707776441448,2.319522561205632,2.3881228186998147,2.6536736985156595,3.071940286023892,0.0,0.0
291,292,West Austin Rock,42.26315819300004,-71.12601117849997,0,E32013,C32106,C32104,E32014,C32079,Z32999,C32046,C32047,C32045,C32059,0.7320940114833291,0.7590446189057027,0.82674222965619,0.9315053853925236,1.872955579996879,2.447862733747083,2.5588842306290247,2.641176648728924,2.69533201333534,2.7077737424235915,0.0,0.0
292,293,Arborway Overpass Path,42.301680108000056,-71.11191655249996,2,E32010,D32052,D32040,C32089,E32001,E32005,C32048,C32099,C32102,C32027,0.065154303723329,0.3916236144754733,0.562420391595206,0.6236331121905795,0.725381690388888,1.0101322172213771,1.1365028687386638,1.3460970849879013,1.5579089042843852,1.5705253759658253,0.10520099322193135,2.3622664255575634
293,294,Franklin Park Zoo,42.30501073600007,-71.08998296799996,4,C32030,C32027,B32028,C32037,C32111,C32102,C32099,C32043,B32027,D32040,0.0006979809388843,0.2135149512892464,0.4564609679140476,0.4724144638013267,0.5801258535950177,0.6343841977883017,0.6788709397612894,0.8176538004546938,0.9831336545331428,1.044688309035556,0.20430504718089926,1.8336347197106688
294,295,Newland Street Park,42.33912088150004,-71.07596057349997,8,C32006,A32009,C32060,C32056,C32004,C32093,C32005,D32059,D32061,C32077,0.15695041830882,0.2413545040980064,0.3865664043168269,0.4580585715257641,0.4880696696133292,0.4922188109206706,0.4932901807349756,0.49565733055945,0.5484016844519206,0.6080364785242522,0.027824472720704416,6.360458107293537
295,296,Zero Quinn Way,42.28215353400006,-71.15738639249997,1,C32086,C32085,C32087,C32059,C32046,C32047,C32048,C32079,C32106,C32089,0.0642361710374339,0.5625669634649555,0.7119731780472707,1.7568576258831363,2.44017751538878,2.4940379969389066,3.1957203712761237,3.35045130521388,3.501300588283083,3.736885974281186,0.1983769161406672,0.1326100060277275
296,297,Fenelon Street Playground,42.30318813000005,-71.07961326399996,3,C32037,C32111,C32030,B32028,B32029,C32043,C32099,C32110,C32027,B32031,0.0868535719681408,0.0985501746993349,0.4549071980482309,0.5172529838493193,0.8806948178752259,1.1243591008976324,1.197731507341667,1.2016241826980951,1.2540235960172768,1.2867151842585054,0.24381412190706092,1.2176009644364074
297,298,Stanley-Bellevue Park,42.31130988550007,-71.06791538399995,2,B32031,B32029,B32028,C32033,C32037,C32111,C32108,B32022,C32041,C32064,0.4210350962021109,0.4250744591587347,1.110714949963331,1.133955548401118,1.2028238514012517,1.2084329301617562,1.3821643537866677,1.387935892650316,1.4013782717593155,1.5278901466102208,0.08152806894945258,0.5274261603375526
298,299,Allandale Woods ROW,42.29766986450005,-71.13384382199996,0,C32048,C32047,C32059,C32046,C32089,E32010,D32052,E32001,C32085,C32105,1.146938949209475,1.2244610134510077,1.2264718058707125,1.2891503044604609,1.464632533370055,1.6416020478751467,1.7314306142541789,1.940653550748624,2.019233337571001,2.348055356014642,0.0,0.0
299,300,St Helena's Park,42.34006191800003,-71.06694604949996,3,D32002,C32093,C32061,C32035,C32006,C32000,C32057,C32060,C32025,C32053,0.2145764980086147,0.2313901575063564,0.4018779508226326,0.547162380734303,0.5901601771490761,0.6127346608669118,0.6154963394525187,0.6442599696110407,0.7068939369427928,0.7869275799518585,0.020523281227233875,1.4858348402652157
300,301,Theresa Hynes Park,42.344328307500064,-71.15456860099997,1,D32033,D32028,D32029,D32054,B32035,D32031,D32034,D32001,A32045,A32001,0.4888559134736002,0.5974929550129657,0.6592262173494994,0.7564512995335937,1.0064837569066378,1.1634159779517457,1.2439631698180655,1.56139897188392,1.6964497217666992,1.7028538189127265,0.0807051255273821,0.5822784810126582
301,302,Ernst Chery Jr. Playground,42.27425927100006,-71.09909795549996,2,C32044,Z32999,C32050,C32045,C32092,C32105,C32079,C32103,C32094,E32014,0.4233104159274206,0.4718630604027036,0.5743952039581245,0.8186705309938734,1.4473220088847534,1.5328013668503553,1.533105744019564,1.6080130034109066,1.6360252798457182,1.6486287466622374,0.3260011280315849,0.17420132610006028
302,303,Millennium Park II,42.28297040900006,-71.18934161249996,0,C32087,C32086,C32085,C32059,C32046,C32047,C32048,C32079,C32106,C32104,2.089831476827978,2.5219537070563605,2.8713313437953936,4.240327662454053,4.93914777728206,4.984278335339787,5.614593535211281,5.868737570653481,5.879985619301653,6.021136427162166,0.0,0.0
303,304,North Point Park,42.36857711250005,-71.06887003349996,2,D32022,A32025,A32023,D32021,D32038,D32020,D32000,A32053,D32016,A32022,0.4305850649111555,0.4599540105238808,0.573844203752551,0.6861722380940846,0.7258044673566125,0.7759015612312908,0.8209119542628143,0.8340333802924358,0.8370383399560911,1.1093803686407493,0.021488069477605027,2.663652802893307
304,305,Bremen Street Park I,42.37533288900005,-71.03027364249996,5,A32032,A32051,A32049,A32044,A32041,A32031,A32036,A32030,A32033,A32057,0.0011473788901455,0.1235616566812882,0.2121248158074475,0.4787027923873269,0.4991421012612644,0.5136850822855985,0.534355148161476,0.5861785425984565,0.8118407218931314,0.8801032333034998,0.15868198569260786,2.647377938517179
305,306,South Bank Park,42.36729671500007,-71.06162684699996,5,A32053,D32022,A32025,D32021,D32010,D32009,D32000,B32032,D32038,D32057,0.1765482313015041,0.2437522984002706,0.2590600147601762,0.4034908292638894,0.4979502487187172,0.6795206193982565,0.7080817249676922,0.7157236240864379,0.7286796487009308,0.7287328672422154,0.03023044536851011,8.77516576250753
306,307,Lincoln Street Green,42.35273134500005,-71.05748120099997,6,A32042,A32010,D32015,A32026,D32019,D32043,D32014,B32056,B32008,B32061,0.0465938890633529,0.1456903474266125,0.1885216394951854,0.3805407061182458,0.399392163885435,0.4991538228598949,0.5208268332060412,0.5443042530265151,0.6713144173235865,0.7047327562038115,0.02255254212968435,7.010849909584075
307,308,Chinatown Park,42.35132931950005,-71.05910085749997,6,D32015,A32042,D32043,A32010,D32019,D32014,A32026,D32048,B32056,D32011,0.0035470461911808,0.1720936943974216,0.2075850013634289,0.2296385113605661,0.2609655662202624,0.4760122572409527,0.5076520040679149,0.5100099468242059,0.5353401094562092,0.5366454492286655,0.028463844410323867,9.386377335744413
308,309,Armenian Heritage Park,42.36089310550005,-71.05323270299996,8,D32057,B32004,A32013,D32010,D32009,D32006,B32008,D32008,B32032,A32053,0.1454325759267381,0.2163813897166019,0.2947993098603608,0.3000973217056231,0.3351055252820642,0.3632080146612483,0.4007611922470829,0.4458851877323599,0.5310140424944725,0.644973893241328,0.03975118549099467,16.20735382760698
309,310,Endicott Triangle,42.36370417800006,-71.05740882949996,5,D32010,A32053,D32009,D32057,B32032,B32008,D32006,A32025,D32022,B32061,0.1355186497160985,0.1846300615281464,0.3554122526222558,0.3650127596775265,0.4680795157650286,0.522008531519482,0.5303788651121418,0.5942864890736038,0.6194592334771404,0.6606595313913761,0.02980695056901634,5.461723930078356
310,311,Dewey Square Parks,42.354102702000034,-71.05353594749997,7,A32026,A32042,A32010,D32008,C32036,A32013,D32015,A32000,C32034,D32019,0.0143249072997685,0.0977750056864656,0.112528546868854,0.2531706131935087,0.3348158521925687,0.3392714886447848,0.3842268322351437,0.6015578624285735,0.603120626466523,0.6035719516771058,0.023023332642379588,8.569620253164537
311,312,Federal Reserve Bank Harborwalk,42.351856253500046,-71.05245839899996,4,A32010,A32026,C32036,A32042,C32034,D32015,D32008,A32000,B32007,C32107,0.2454280465737824,0.2826684997990524,0.3501289608573786,0.3554006490845299,0.5416248332670365,0.5493605165574154,0.562947478792342,0.6433750867045086,0.651931159063113,0.659681591107257,0.017799826722975476,4.34056660638938
312,313,Tufts Wharf Harborwalk,42.35341453800004,-71.05153805899997,6,A32026,C32036,A32010,D32008,A32042,A32013,C32034,A32000,B32007,D32015,0.1665184311594931,0.2531230520711962,0.3139185922410715,0.3584994297068017,0.3815843175509692,0.471561888169283,0.5099013912536736,0.5428384586113003,0.6136769019275758,0.6413827355528613,0.022418168175752512,7.356841470765505
313,314,Russia Wharf Harborwalk,42.35276321050006,-71.05203145449997,5,A32026,A32010,C32036,A32042,D32008,C32034,A32013,A32000,D32015,B32007,0.2143555299703106,0.2760556602155645,0.3017813159730346,0.358946139250247,0.4702652229845468,0.5279651067153105,0.5734357274370772,0.5994943282159408,0.6025178222555084,0.6366588747203314,0.020032342132202886,5.73839662447256
314,315,North End Park,42.36237307850007,-71.05613579849995,9,D32010,D32057,D32009,A32053,B32008,B32032,B32004,D32006,A32013,B32061,0.0142699819894133,0.1024985281290499,0.2121643218018008,0.268726259848392,0.3600387361632968,0.3740980025621468,0.3937231201679916,0.3970786487703729,0.4589596623187759,0.5711384952236178,0.03806320311662014,16.363471971066893
315,316,Wharf District Park,42.35876719350003,-71.05195047549998,10,D32008,A32013,B32004,D32057,A32026,D32010,D32009,D32006,B32008,C32036,0.0121189541300716,0.0165189810260436,0.139627813236485,0.1803748142648168,0.2735123352794227,0.3496747549583262,0.3668260626313542,0.3721761673029083,0.4155319959006863,0.453894399734456,0.035888906167681374,18.292947558770322
316,317,McGann Park,42.26418559250004,-71.12774285949996,0,C32106,E32013,C32104,E32014,C32079,C32046,C32047,C32059,Z32999,C32105,0.785051914643877,0.8735976580002462,0.936063754811232,1.05529879327521,1.8057562290359064,2.397698718515324,2.48242235713822,2.511996478794655,2.542213202316585,2.773706905062145,0.0,0.0
317,318,Bay Village Garden,42.34913754400006,-71.06836146649997,7,D32048,D32011,D32042,D32049,D32007,C32000,D32013,D32043,C32025,C32057,0.2318710976961379,0.2746421530641048,0.2959929382945718,0.331991859845105,0.3622263262532356,0.422803568473684,0.4570346356613046,0.5120704011436539,0.5520468038090064,0.5678109975076565,0.03569520629620791,9.021699819168159
318,319,Bussey Brook Meadow II,42.29961928500006,-71.11574282149996,2,E32010,C32089,D32052,C32048,D32040,E32001,E32005,C32105,C32047,C32046,0.0938621458268835,0.3272831858268802,0.6488819354474142,0.8122854201076215,0.9198308531456244,0.9807430971697432,1.3078766927219174,1.5656383866123935,1.6283290272252375,1.719213265371052,0.10409879975097361,2.1669680530440014
319,320,Franklin Park II,42.30412288350004,-71.09119691499995,2,C32030,C32027,C32099,C32037,C32102,C32111,B32028,C32043,D32040,E32004,0.2086494475229806,0.4116212948434772,0.5918527688230144,0.6944534931997495,0.6961556145058646,0.7610796682995496,0.8122622503431187,0.8270239633243216,1.0436050585613812,1.0998807103139157,0.2822617946345976,1.4713682941531043
320,321,Brian Honan Park,42.34434003600006,-71.14023932399996,2,D32034,D32054,A32017,D32028,D32035,A32001,D32033,B32035,A32045,D32001,0.3935125163041379,0.4867457397339024,0.7650739738381335,0.9448106063299374,0.9472488302358616,0.9721334913868296,0.9764648745253072,1.2294521442255948,1.3116541674421929,1.4958891741508196,0.03252982959960354,0.7715491259795055
321,322,Allandale Woods II,42.29991383250004,-71.13413935299997,0,C32048,C32047,C32059,C32046,C32089,E32010,D32052,E32001,C32085,D32040,1.1927223211104634,1.3243092108457255,1.3299058896609517,1.390623844474572,1.4318492244402168,1.5571800688072286,1.5628321851011475,1.7188282343544687,2.0672808836703918,2.213319878225996,0.0,0.0
322,323,Mattahunt Woods II,42.27376549250005,-71.10510270149996,0,Z32999,C32044,C32050,C32079,C32045,E32014,C32105,C32106,C32092,C32094,0.6404048629354743,0.8343009370425177,0.9539646651147106,0.9633294319844984,1.0309820208112643,1.1627077713324798,1.202651728714883,1.2510772746347374,1.684985135340431,1.7509793822099378,0.0,0.0
323,324,BPL Courtyard,42.34942457900007,-71.07791367399997,8,D32005,D32046,D32045,C32003,C32008,C32007,D32013,D32049,C32077,D32007,0.050932803420809,0.1101121859116053,0.1506045560085089,0.1662960776520953,0.3581327194593579,0.3737989115355654,0.4110572896405828,0.4351651802286625,0.5152679760821559,0.6654395324182587,0.02761606750436491,11.722121760096433
324,325,Sharon's Park,42.321472658500056,-71.05517102749997,2,C32064,C32013,C32090,C32052,C32022,C32033,C32015,B32031,C32016,C32014,0.1544074850398427,0.3094169580043213,0.814183241021444,1.01402234928488,1.0455133427573189,1.203753931160488,1.6662316905996144,1.6868579188058423,1.73775135383642,1.8174065313750905,0.10412332457965275,1.8402652200120544
325,326,Mattahunt Woods I,42.273317614000064,-71.10442702699996,0,Z32999,C32044,C32050,C32045,C32079,E32014,C32106,C32105,C32092,C32094,0.5862395365021358,0.7496460538345026,0.8521045654090896,0.9720699638386084,1.0858130845343092,1.1133178671962836,1.221564736527428,1.308747652358076,1.5963919112250728,1.6980021659373152,0.0,0.0
326,327,Beethoven School Play Area,42.26387813850005,-71.15529218149996,0,C32087,C32086,C32085,C32104,E32013,C32059,C32106,E32014,C32046,C32047,1.6051673726585738,2.063003530480823,2.45943010648004,2.661302064894453,2.7708381851434867,2.90712929061641,2.9739721847090768,3.321728393897774,3.3335314317077738,3.4213423592976917,0.0,0.0
327,328,Algonquin Square,42.29774112800004,-71.07298623199998,0,C32110,C32111,E32009,C32038,C32037,C32041,C32066,C32055,C32030,C32043,0.722995100502709,0.7392105939142225,0.7935543011076813,0.8232133921981016,0.873568113364605,1.0208116707913275,1.0794988010730746,1.1580661743991485,1.1911815151199443,1.201645349734245,0.0,0.0
328,329,Robert G. Lawson Park,42.31582290050005,-71.09861061749996,4,E32004,E32011,C32102,D32041,B32027,E32006,C32027,B32023,E32005,E32012,0.0,0.4007339979952054,0.4087068075164838,0.4757597140276102,0.5410242209622602,0.77860414708797,0.8346734255172997,0.8416702624567487,0.9109682650854832,0.9479426315457428,0.062291109625668376,1.7974683544303776
329,330,Hunt Playground II,42.27582773000006,-71.09683112099995,2,C32044,C32050,Z32999,C32045,C32092,C32103,C32094,C32105,C32079,E32014,0.2452595974118234,0.3250149096904124,0.6310723295127917,0.8858369112875452,1.215249582380758,1.3725537285168947,1.4348375519475114,1.5040112053849264,1.6500410478538312,1.8960864262351813,0.26525630593978844,0.294755877034358
330,331,Golden Stairs Terrace Park II,42.36490271000005,-71.03389858649996,2,A32044,A32050,A32057,A32049,A32030,A32031,A32032,A32033,A32036,A32041,0.2842355049237183,0.4187783362830333,0.5200808968011381,0.6181990779318294,0.6453067812131917,0.675833088940191,0.9928886309646996,1.063274266170707,1.085515725929567,1.2259726380207383,0.24086378737541528,1.6606389391199519
331,332,Foley Square,42.26413578300006,-71.11808325499996,2,E32014,C32106,E32013,C32104,C32079,Z32999,C32045,C32044,C32105,C32050,0.2858746793098219,0.4323970999122923,0.8720773339953525,1.0669007862639848,1.6152797969400896,1.8101571699036345,2.0496530621724074,2.309883754691643,2.48379110492721,2.509234436014806,0.45614035087719296,0.13321277878239904
332,333,Jones Square,42.25252405050006,-71.11375786549996,0,E32013,C32104,E32014,C32106,Z32999,C32045,C32079,C32044,C32050,C32105,0.8597864938185245,0.935660874796219,1.3317703599525377,1.7824640310376505,2.3494416123134525,2.3707236430208742,2.924035807859509,2.9481891354180587,3.2282232819825443,3.7003761374203297,0.0,0.0
333,334,Schraffts Centre Harborwalk,42.38582200300007,-71.06907881049995,1,D32053,D32036,D32060,A32022,D32037,D32020,D32038,A32023,D32021,D32039,0.422374036681734,0.5202072505777162,0.6704382515282787,0.6920979250379764,0.8207480449823995,1.104644348114136,1.1998464051335374,1.2348409345923843,1.6180391015018634,1.6501214724302644,0.023795315530359504,0.19228450874020464
334,335,Roslindale Wetlands Urban Wild I,42.29314187050005,-71.13225098099994,0,C32047,C32046,C32059,C32048,C32089,E32010,D32052,C32085,C32079,C32105,0.5823780833874883,0.6456011778454498,0.7149769338379514,0.8016203499135581,1.2576539732507417,1.562278235582978,1.8035103180563676,1.808556449335656,1.8464727677301171,1.8663560800166836,0.0,0.0
335,336,Webster Square,42.25787662000005,-71.12073804899998,2,E32013,C32104,E32014,C32106,Z32999,C32079,C32045,C32044,C32050,C32046,0.1742848157451297,0.3845836226984599,0.8948650762600018,1.1329148550703,2.336844474368669,2.337890459667288,2.4894730716516578,2.895000411391948,3.1294076393267245,3.2064149199930583,0.2770318021201413,0.11814345991561177
336,337,Wolf Square,42.31431232650007,-71.09135168549997,2,B32027,C32102,C32027,E32004,E32011,B32023,B32022,B32028,D32041,E32006,0.2844808526399544,0.4429121292563906,0.5005719927268009,0.6132751943715805,0.6866960207457288,0.7844453887876789,0.8319921310267122,1.1047204535074375,1.106972448758106,1.1936266972506768,0.10703346240536316,0.5581675708257983
337,338,Woodworth Square,42.255560376000034,-71.11253387099995,0,E32013,C32104,E32014,C32106,Z32999,C32045,C32079,C32044,C32050,C32105,0.8293689794085836,0.9768572276758728,1.0048169617976603,1.4908018269835617,2.0172513594470214,2.06514511006082,2.597872485740834,2.6136364881840493,2.888637541115266,3.354119358759128,0.0,0.0
338,339,East Boston Memorial Park II,42.37077870850004,-71.02966405649994,3,A32032,A32049,A32044,A32050,A32031,A32030,A32041,A32036,A32051,A32057,0.2713468341222718,0.3115391692471614,0.3856007019342824,0.6418874382225879,0.6487534418285614,0.7042138185338902,0.7165215210429001,0.7564448394747683,0.9153682226913976,0.9328284382047816,0.25208400128246233,1.8957203134418323
339,340,East Boston Memorial Park III,42.37234786850004,-71.03216512949996,3,A32032,A32049,A32044,A32031,A32041,A32030,A32036,A32051,A32050,A32033,0.1502261715164737,0.2121210845039893,0.4340092654287025,0.5321822007631808,0.5766723913121615,0.5987812436422455,0.6022340112688558,0.6766495002997039,0.7986760200184647,0.8591709919991902,0.25208400128246233,1.8957203134418323
340,341,Bremen Street Park II,42.37815877750006,-71.02591471199995,1,A32051,A32032,A32028,A32041,A32049,A32044,A32036,A32031,A32039,A32030,0.192360645849706,0.7183569700815192,0.994988614488266,1.1298796768719526,1.156172432993986,1.3057053943768029,1.3519059568738196,1.4653813563702336,1.479408098314364,1.5377584449858648,0.0931329207191276,0.19047619047619044
341,342,Bussey Brook Meadow I,42.29707837200005,-71.11918027349998,3,E32010,C32048,C32089,D32052,C32047,C32046,D32040,E32001,E32005,C32059,0.1390535699919277,0.216981294933841,0.2319384115242452,0.6561035537159734,0.8469973868976679,0.9396667234981128,0.9631882834226434,0.9894753759660484,1.353427497583955,1.395181330108015,0.1251862891207153,2.9113924050632902
342,343,Arborway II,42.30077542700005,-71.10990081499995,1,E32010,D32040,C32089,D32052,E32001,E32005,C32048,C32099,C32102,C32027,0.1251417345165488,0.5954315282800676,0.6019664970574758,0.6057140319617549,0.9122460718901428,1.043057692007987,1.1533526958662734,1.3232013975446706,1.5664878612810489,1.5751405672972507,0.1051485759776445,1.9505726341169367
343,344,Allandale Woods IV,42.29982354150005,-71.13271362099997,0,C32048,C32089,C32047,E32010,C32059,C32046,D32052,E32001,D32040,C32085,1.1290659328166348,1.351135160552398,1.3654460931396597,1.413364935955409,1.432226035283358,1.4393775272720344,1.440019933932772,1.6343586387336737,2.0731561484432595,2.1950083938003506,0.0,0.0
344,345,Allandale Woods V,42.29838911050004,-71.13174208949997,0,C32048,C32047,C32089,C32046,C32059,E32010,D32052,E32001,D32040,C32085,1.052178110011169,1.241056173417408,1.2526561845740012,1.3130019916791325,1.3245854996794233,1.3711288978559424,1.460740719672634,1.6807423052891308,2.073196306879386,2.1705658405034227,0.0,0.0
345,346,Pier Four Harborwalk,42.35282711500005,-71.04248154299995,6,A32000,B32007,C32034,C32107,B32014,C32036,D32018,C32032,D32008,C32028,0.1660374634339869,0.2079703437972707,0.2914383531797062,0.3298273868918565,0.4295706187288516,0.4555634442979359,0.5951799050473088,0.637820786280438,0.8104521280371143,0.8825663017325621,0.03135479258515321,7.21699819168172
346,347,Back Bay Fens,42.34193669350006,-71.09628283299995,10,B32006,Z32997,B32033,B32021,B32015,B32062,B32034,B32003,B32005,B32020,0.039741047069141,0.0682636567529124,0.0787840167494731,0.1121885518852549,0.1199317626995883,0.1403657049235896,0.2296398403497683,0.3036241043219685,0.3435927598775509,0.3630161234870978,0.03355442992310818,15.58649789029534
347,348,Riverway I,42.34114462300005,-71.10720703549995,8,B32015,A32056,A32008,B32020,A32004,B32006,B32058,B32034,B32060,D32032,0.0565687181981055,0.1222724086491693,0.252938808098498,0.311620634420482,0.3257441644721172,0.3793310504008012,0.4382421604307957,0.4768218759968599,0.5092254658321622,0.5902870316653676,0.027468640991451344,9.57383966244724
348,349,Riverway III,42.33539893200006,-71.11121258449995,4,A32056,A32004,B32036,B32013,B32003,E32007,B32063,B32006,B32033,B32015,0.0220108203860989,0.3784864682804244,0.480033399944219,0.4909856757063132,0.6078295585822114,0.6524683926260055,0.7539806999097586,0.8903483917374232,0.9148400562562526,0.9838524371115892,0.015341985697112863,2.269439421338145
349,350,Riverway IV,42.33477438400004,-71.11147242299998,4,A32056,A32004,B32036,B32013,E32007,B32003,B32063,B32006,B32033,B32015,0.0025581273923613,0.3364130145312714,0.4615975799984146,0.4720923120873327,0.5123318743248213,0.5882635108002406,0.7353051166475505,0.8482108207481224,0.8958236998393673,0.9474099043551988,0.015341985697112863,2.269439421338145
