id,Title,Artist,Lat,Long,Station 1,Station 1 Dist,Station 2,Station 2 Dist,Station 3,Station 3 Dist,Station 4,Station 4 Dist,Station 5,Station 5 Dist
121,Love is the Question and the Answer,"Ari Hauben, Envite Design, The Scholars Brigade",42.34447505568874,-71.07347964448554,C32060,0.22233555617430265,C32077,0.2491436789353921,C32000,0.3342672134595652,A32009,0.44597093862773834,C32003,0.4740020629116277
122,Untitled,Andrew Balboa,42.345023834047964,-71.06052905619565,C32035,0.200757463750988,C32025,0.23971313418218435,C32057,0.27368292233388297,C32009,0.2818246494723061,C32053,0.3006700632325572
123,Strand Theatre,"Alvin ""Acóma"" Colón",42.31614771293097,-71.066056888666,B32029,0.9229363140345885,B32031,0.9246703256878004,C32064,1.1334773581234707,C32022,1.1614933501402063,C32033,1.176543082032852
124,Upham's Corner,"Alvin ""Acóma"" Colón",42.31650391212403,-71.06545327332236,B32031,0.9614089744042801,B32029,0.984785820607115,C32064,1.071872248559223,C32022,1.1246597099996738,C32033,1.156418279009351
125,Community Grows Here,"Alex Lebron, Hamdi Hassan, Kiwi Li, Tristan Obsequio, Vivian Liang, Yasmin Ali",42.34607790285362,-71.06915995767177,C32000,0.08495324515358145,D32048,0.4019544295742309,C32057,0.4486863522969879,D32049,0.4694982446280487,C32025,0.4925664459683774
126,JUSTICE / PEACE,Alex Cook with youth from the Boston Project Ministries,42.288519199253955,-71.07643028636886,C32038,0.43133096858752085,C32110,0.43363903262171105,C32055,0.4571857327811504,E32009,1.0072229273525908,C32062,1.061209159411358
127,Welcome to Jackson Square,Alex Cook with local volunteers,42.32262035804185,-71.10017249298535,E32006,0.03461979756383402,E32012,0.22683711402012205,E32011,0.4816699024149037,D32041,0.7172493928249225,B32023,0.7462668851971499
128,You Are Loved Mural Series,Alex Cook,42.33242601738714,-71.06918001750128,C32061,0.46937253531302736,C32022,0.6839707448663258,C32093,0.7532523500179132,C32006,0.7860578965631521,C32005,0.8649969285646819
129,You Are Loved / Eres Amado,Alex Cook,42.28955143881392,-71.07663589613739,C32110,0.319521090735795,C32038,0.4076894691195718,C32055,0.516555013594543,E32009,0.9725063399460295,C32043,1.0289381504082507
130,Love Forest,Alex Cook,42.337612459694945,-71.08246502890621,D32061,0.007317499474283524,C32056,0.11116400315648833,D32059,0.26072554923021385,C32004,0.3646749768196688,C32005,0.39714955071388497
131,Joy Tree,Alex Cook,42.28630338998537,-71.12993002472005,C32046,0.14225139146713858,C32047,0.19874598139375046,C32059,0.560152804944336,C32048,1.0091764812655721,C32079,1.3607744828670907
132,Animal Pile,Alex Cook,42.29267931522032,-71.12244245413457,C32048,0.10285616283202519,C32089,0.6502539929829967,C32047,0.7614766386767422,C32046,0.8525820849432767,E32010,1.1379973821561993
133,2 Giants,Alex Cook,42.335771194064606,-71.03541710003515,C32017,0.2763455817818063,C32091,0.7617764255518911,C32016,0.8912923460588579,C32051,0.9019641563044201,C32023,0.9653630368517084
134,The Beloved Community,Alex Cook,42.31808526222075,-71.07016920003515,C32015,0.9114889233011814,B32029,0.9720777559403728,C32022,0.9929413378060584,B32022,1.011082151668101,B32031,1.210433441818158
135,Love Your Neighbor,Alex Cook,42.28837762651193,-71.07682665770693,C32110,0.44055027109204387,C32038,0.4675838940524206,C32055,0.4847407424614365,E32009,1.0434405892547889,C32062,1.0880705978387368
136,Beholding the Holy City (Father and Daughter Emerging from the Forest),Alex Cook,42.28828967921538,-71.07709872887105,C32110,0.44592773335165975,C32038,0.49199634339386866,C32055,0.5045026382920591,E32009,1.0678090182726756,C32043,1.0819207712467849
137,Starr Lane Landscape,Alex Cook,42.313140374687976,-71.11411952887104,E32001,0.46659317395632094,E32005,0.6271116510220239,D32052,0.7988996994655826,D32040,0.9058354495388816,D32041,0.9088893430986552
138,Untitled,Alex Cook,42.29001046240485,-71.07489886442673,C32038,0.25758247632365605,C32110,0.35525192903947467,C32055,0.42918812660066297,E32009,0.8206937331474337,C32062,1.0086627253077032
139,She Sees More Than The World Will Show Her,Alex Cook,42.33585029634547,-71.08057177943742,D32059,0.015682689767654027,C32005,0.15148389177022387,D32061,0.25327299886904014,C32056,0.3012098649609075,B32026,0.340867676946631
140,Unity,Alex Cook,42.32407125003257,-71.10118380003516,E32012,0.06497199179882562,E32006,0.1530376490000475,E32011,0.6597961540711185,E32003,0.7582441367513182,D32041,0.8319076836388493
