OBJECTID,OS_ID,PARK_ID,Name,Avg. Lat,Avg. Long,Station 1,Station 1 Dist,Station 2,Station 2 Dist,Station 3,Station 3 Dist,Station 4,Station 4 Dist,Station 5,Station 5 Dist
143,250,250,Quincy Street Play Area,42.31472198450004,-71.07972195349998,B32022,0.41521147639721845,B32028,0.7634362692536913,B32029,0.8022346307847971,B32027,1.0364341650240374,C32027,1.1670320816667075
144,158,158,Howes Playground,42.324285288000056,-71.07871064449995,C32015,0.3001616055393964,B32017,0.749442901182584,B32022,0.7754544803061589,B32026,0.9696217129711736,C32022,1.038944783882131
145,181,181,Little Scobie Playground,42.322747562000046,-71.08072187549996,C32015,0.5275003849543142,B32022,0.5594579308963615,B32017,0.8296644801956182,B32023,0.88081727611184,B32055,1.0777128225044135
146,108,108,Erie/Ellington Playground,42.30133707750005,-71.08342471299994,C32030,0.2849637875820848,C32037,0.46048222519388105,C32111,0.47794472961532436,B32028,0.7580484553108786,C32043,0.8094507876054801
147,247,247,Puddingstone Park,42.30522708950005,-71.08374539749997,C32030,0.23574747408080762,B32028,0.3766444784135656,C32037,0.3867113905072626,C32111,0.5081974000482871,C32027,0.8639310044596648
148,100,100,Bynoe Park,42.32953086850006,-71.07655408149995,C32015,0.47667391970579853,B32026,0.5289041596216107,B32017,0.6036343374076154,C32005,0.6515000904431661,D32059,0.7691616752946553
149,1010,,Buena Vista,42.32355593750006,-71.08335593449996,B32022,0.635816063899344,C32015,0.688492020772307,B32023,0.6927559422768168,B32017,0.6996264514115814,B32055,0.8631032688244465
150,183,183,Madison Park H.S. Athletic Fields,42.33251385950004,-71.08685217599995,B32064,0.19959442931716126,B32017,0.38549329471741106,B32002,0.4247916345082442,B32055,0.43482140773637795,B32059,0.4415234086538675
151,85,085,Dennis Street Park,42.322445721000065,-71.07485171649995,C32015,0.3233791271965516,B32022,0.805175794416358,C32022,0.8288466366097019,B32017,1.1077923194334718,B32026,1.265232539769313
152,155,155,Holborn Street Playlot,42.31535749750006,-71.08260841649994,B32022,0.27983624502677584,B32027,0.7886714042026863,B32028,0.8384592322724713,B32023,0.9823167735586398,C32027,1.0050952383564058
153,196,196,Medal of Honor Park,42.336559684000065,-71.03233982599994,C32017,0.537677995082687,C32051,0.7029251778794992,C32023,0.7089269145176738,C32091,0.8493963959582389,C32021,0.9168423330649125
154,57,057,Christopher Lee Playground,42.33770527300004,-71.03181776499997,C32017,0.6130910063426661,C32023,0.6802776303523679,C32051,0.7409853946636281,C32021,0.7878163168214042,C32091,0.803307388628214
155,146,146,Hawes Burying Ground,42.33431782550005,-71.03451797649996,C32017,0.38443719934672754,C32051,0.795120322539349,C32023,0.9193147658013305,C32091,0.9390339972123687,C32016,0.982224833079797
156,307,307,Union Burying Ground,42.33410216200008,-71.03451242899996,C32017,0.3952987090297891,C32051,0.7919512554372533,C32023,0.925332898877734,C32091,0.9604590171605544,C32016,0.9874004729058331
157,5001,,Dorchester Heights NHS,42.332871705500054,-71.04622996199998,C32016,0.34293378589960166,C32052,0.4645882803450095,C32017,0.6925199766701048,C32029,0.8151922307716504,C32091,1.119853785694282
158,118,118,Flaherty Park,42.34188132700004,-71.05305645249996,C32024,0.25327053468601424,C32029,0.3354720196375129,C32009,0.42923207378221884,C32053,0.43020356921815484,C32035,0.7859597618494792
159,35,035,Buckley Playground,42.33934715750004,-71.04912424699995,C32029,0.19293320647608964,C32016,0.4456186927478777,C32024,0.6045651444726683,C32028,0.736505951521219,C32091,0.8091046183652206
160,268,268,Ronan Park,42.304354493000034,-71.06263071199996,B32031,0.4395046543433112,C32041,0.5482842115368777,C32113,0.6392662694227902,C32108,0.6943723411446094,C32033,0.999736395640288
161,206,206,Mt. Bowdoin Green,42.30247211900004,-71.07611388049995,C32111,0.19153514982098968,C32037,0.32038062976356063,B32028,0.723876212181715,C32030,0.7693422604457612,B32029,0.8319789305672028
162,39,039,Byrne Playground,42.30091764800005,-71.05240549899995,C32108,0.3422284878380266,C32041,0.6978549042385311,C32033,1.082544425528618,C32113,1.1792659983770764,B32031,1.301098475571141
163,88,088,Doherty/Gibson Playground,42.29728354000005,-71.06185766649998,C32041,0.2782303596990046,E32009,0.5816258937918385,C32066,0.6210072135052668,C32108,0.9468100630565944,C32038,1.1265751710812175
164,316,316,Wellesley Park,42.29601162700004,-71.06577711399996,E32009,0.343755359701414,C32066,0.5453191984400603,C32041,0.5812512065574291,C32038,0.8031717150242075,C32055,1.0567960543075414
165,3029,,McMorrow Playground,42.29575340800005,-71.05107535349995,C32041,0.9024126636245028,C32108,0.9181669901424682,C32066,1.0486604677011064,E32009,1.2505271032989798,C32040,1.4499170105114614
166,151,151,Hemenway Playground,42.291396558500054,-71.05618519649997,C32066,0.5278556771469981,E32009,0.8066934345859254,C32062,0.9118653827599377,C32040,0.9437257881679172,C32041,0.9874854950914502
167,257,257,Rev. Loesch Family Park,42.290667939500054,-71.06650416499997,E32009,0.2574492671753114,C32066,0.34470926129404017,C32038,0.43883746870932094,C32055,0.5284736338334506,C32062,0.5858855905647128
168,7032,,Codman Burying Ground,42.28937895000007,-71.07470859849997,C32038,0.26179630402664283,C32055,0.3718579327754388,C32110,0.4174319650521565,E32009,0.8368551093872268,C32062,0.9630482228234706
169,312,312,Walsh Playground,42.276959118000036,-71.07079706499997,C32103,0.8075370729771353,C23109,0.920658848667004,C32062,1.1149476436199182,C32055,1.1557294446686277,C32038,1.4878837661406006
170,91,091,Dorchester South Burying Ground,42.27860808500006,-71.06708067249997,C23109,0.5766119637031335,C32062,0.8236906346275196,C32055,1.0275350808310242,C32103,1.089394101746751,C32040,1.1330671191866746
171,90,090,Dorchester Park,42.277079708500054,-71.06404367899995,C23109,0.4222168212174586,C32062,0.956941401467618,C32040,1.0134807283833625,C32055,1.2822177987739738,C32103,1.3525567909143408
172,3030,,Gallivan/Hallet Circle,42.28441461750006,-71.04620058399996,C32040,0.7163815246685727,C23109,1.2737921707878945,C32062,1.486365302478317,C32066,1.575144489177722,E32009,1.86858453038461
173,3031,,Toohig Playground,42.28416240800004,-71.04992707899996,C32040,0.41258119045491876,C23109,0.9884082097925726,C32062,1.1844807225413096,C32066,1.3385990899748534,E32009,1.6274796749026061
174,189,189,Martin/Hilltop Playground,42.27961825600005,-71.05317375299998,C32040,0.3927513269587235,C23109,0.5813244227995157,C32062,1.1285130670075427,C32066,1.5514989285049172,C32055,1.7113251588429597
175,7208,,10 Josephine Street Garden,42.300563868500035,-71.06547902749998,C32041,0.4082227105187712,B32031,0.8101200233398564,E32009,0.8497007581004841,C32108,0.9875365209369353,C32066,1.0114316474160667
176,205,205,Mother's Rest at Four Corners,42.29763808900006,-71.07199465649995,E32009,0.7349898234555021,C32110,0.7752404714183001,C32111,0.8040303650926988,C32038,0.8115910865490763,C32037,0.9391942289715635
177,261,261,Ripley Playground,42.29938254150005,-71.07608837349997,C32111,0.4602844250337978,C32037,0.5897245812881645,C32110,0.8071993049552946,C32030,0.8882031463753371,B32028,1.028620311854621
178,130,130,Garvey Playground,42.28804907700007,-71.04557592699996,C32040,0.937988136824547,C32066,1.4596918749902972,C23109,1.529183753999631,C32062,1.5532102097189935,E32009,1.7494739687262142
179,3032,,Ventura Playground,42.270639405000054,-71.06242139649996,C23109,1.0125743027751526,C32040,1.512246028220876,C32062,1.6782796635315687,C32103,1.727100501525254,C32055,1.9909314531344022
180,1011,,Geneva Cliffs I,42.303816591500066,-71.07277068049996,C32111,0.4534392491911829,C32037,0.5390981254091132,B32029,0.6393953281093474,B32031,0.7737102064290563,B32028,0.813507186946501
181,147,147,Hayes Park,42.343761529000034,-71.07548760649996,C32077,0.13629651042400134,C32060,0.1707123311357788,A32009,0.29219771577705944,C32003,0.48727699186516366,C32000,0.5166206809155248
182,2155,,Peters Park II,42.34307874050006,-71.06706343299996,D32002,0.2256672570543686,C32000,0.33206787845281466,C32057,0.35620548829074716,C32035,0.4030863153970841,C32025,0.44756442137087454
183,236,236,Peters Park I,42.34326168250004,-71.06739187049996,D32002,0.22505401982763965,C32000,0.29930886904698273,C32057,0.36435787500306954,C32035,0.42666241526174364,C32025,0.45388073350202107
184,272,272,Rotch Playground,42.34164598700005,-71.06413830049996,C32035,0.280409374714853,D32002,0.392835711401359,C32057,0.3972742950766808,C32025,0.47910326219223537,C32053,0.5265776042782615
185,260,260,Ringgold Park,42.34328005750007,-71.07012553899995,D32002,0.2144977196378883,C32000,0.2383223125258099,C32060,0.3465914900482938,C32093,0.45493272203733487,C32077,0.5483659173383572
186,24,024,Blackstone Square,42.33967486550006,-71.07357072799996,C32006,0.13457882407895977,C32093,0.3193609477128563,C32060,0.3236515556863976,A32009,0.3267687377996391,D32002,0.43864242851777313
187,126,126,Franklin Square,42.33882152100006,-71.07253165799997,C32006,0.12895901031928378,C32093,0.23293917506781067,C32061,0.3816815005921418,D32002,0.42764376134981813,C32060,0.4366693810780129
188,286,286,South End South Burying Ground,42.337971208000056,-71.07395798649995,C32006,0.060744781705020186,C32093,0.37243245366860084,C32061,0.4385295350999501,A32009,0.4427721244798045,C32060,0.5089553454928726
189,330,330,Worcester Square,42.33670725800005,-71.07474853649995,C32006,0.20905947342021491,C32005,0.39607023501294025,D32059,0.4739879936755986,C32061,0.47836284592857886,C32093,0.49597478832097414
190,43,043,Carter Playground,42.33887758000003,-71.08469507799995,D32061,0.22701333936339088,C32056,0.25251007112315116,C32063,0.2961989269089483,C32004,0.3339254068330867,B32002,0.39885731900967064
191,304,304,Titus Sparrow Park,42.343577910500045,-71.07995068749997,C32077,0.31375784067493434,C32007,0.3319648746181467,C32004,0.3342863375038814,A32009,0.357282819648293,C32063,0.3745369818366332
192,314,314,Waltham Square,42.340610590500035,-71.06768221499996,D32002,0.14701435602289606,C32093,0.23194315898772805,C32061,0.4522965342732915,C32000,0.554509010830385,C32035,0.5669873038548495
193,144,144,Harriet Tubman Square,42.343447207000054,-71.07792478899995,C32077,0.18664421992572647,A32009,0.2511831730103757,C32060,0.3216074641409592,C32007,0.4089284401282467,C32004,0.4205991029211254
194,65,065,Concord Square,42.34134458400007,-71.07886754199995,A32009,0.1665116845844748,C32004,0.2337536889210661,C32063,0.37099528253908404,C32056,0.39850341965914354,C32060,0.40611296244129763
195,254,254,Ramsay Park,42.33453206050007,-71.08062616249998,C32005,0.14526560303686487,D32059,0.14735190675390467,B32026,0.19625143448502858,D32061,0.3753653474707601,C32056,0.4419738690274401
196,2027,,Commonwealth Avenue Outbound,42.34683822750006,-71.14131740199997,D32034,0.20201285141608996,D32054,0.344531650936308,A32017,0.7538324659497467,D32028,0.7741747664329923,A32001,0.7934092375469884
197,4044,,Commonwealth Plaza,42.35105828500005,-71.11255375099995,A32003,0.359590285314638,A32002,0.5386230776009385,K32007,0.6927627952403991,M32022,0.6928387524646497,K32006,0.7195945629745123
198,2047,,Union Square Plaza,42.35330475650005,-71.13751935899995,A32001,0.017309627522020598,A32045,0.4980638904136763,D32034,0.5854070946880429,A32017,0.5996899368983858,D32035,0.7326238019842957
199,53,053,Chester Square,42.33820622050007,-71.07927057249995,C32056,0.20099534221875553,D32059,0.2776872919555869,D32061,0.2787097673329572,C32005,0.3456833590487914,C32004,0.35034743900251303
200,202,202,Msgr. Reynolds Playground,42.34042070000007,-71.07058809799997,C32093,0.15276589481931416,D32002,0.1889005066954219,C32006,0.3546689655521892,C32060,0.3810533056601659,C32061,0.44041957808424426
201,273,273,Rutland Square,42.34218223600004,-71.07852331399997,A32009,0.1673376219009247,C32004,0.295808830781651,C32077,0.33040874972378004,C32060,0.3574007338818247,C32063,0.40976336688879506
202,153,153,Hiscock Park,42.34267857100005,-71.07818705049996,A32009,0.1859235420869246,C32077,0.2688820409322751,C32060,0.3276737974073518,C32004,0.34921663898129146,C32063,0.45162213713279403
203,23,023,Billings Field,42.28138444000004,-71.15609694699995,C32086,0.1834559760017464,C32085,0.5914208625029614,C32087,0.742984128292639,C32059,1.6904889025168837,C32046,2.364636488688813
204,7039,,Mount Benedict Cemetery,42.29632376950005,-71.16895681599996,C32085,1.6934765895430957,C32086,1.7859778290460138,C32087,2.1419923265411946,C32059,2.8803003531024394,C32046,3.540234816024784
205,7040,,Mount Lebanon Cemetery,42.28984609550005,-71.17986315499996,C32087,1.9303072151939213,C32086,2.020636757718997,C32085,2.213345742952944,C32059,3.5793464748313952,N32010,4.1936201033726785
206,7041,,Gethsemane Cemetery,42.28690826800005,-71.17925860649996,C32087,1.674413662230268,C32086,1.869246734013842,C32085,2.1298045542133965,C32059,3.5089444503585234,C32046,4.2112992612962294
207,3033,,Hancock Woods I,42.298017673500055,-71.16156131549994,C32085,1.4603594976337977,C32086,1.7289863213413428,C32087,2.285924996696376,C32059,2.424362870902826,C32047,3.041665892520128
208,3034,,Sawmill Brook/Brook Farm,42.286985300000055,-71.18086813899998,C32087,1.7850127305733021,C32086,2.0001885338315795,C32085,2.2627558780821193,C32059,3.641829670693011,C32046,4.344171305285669
209,7044,,Congregation Mishkan Tefia Cemetery,42.26056435800004,-71.16486149699995,C32087,1.883244058813874,C32086,2.5454320821761978,C32085,3.013133731758441,C32104,3.380661765173905,E32013,3.519120485869477
210,93,093,Draper Playground,42.26013851600007,-71.16063448499997,C32087,1.9403638227749727,C32086,2.5299770251302593,C32085,2.9693276392108454,C32104,3.0288521561458377,E32013,3.1672048519140397
211,320,320,Westerly Burying Ground,42.28153211850005,-71.15879891749995,C32086,0.1862909519869926,C32087,0.5891637653828681,C32085,0.6921615271907786,C32059,1.8978749049008825,C32046,2.578545931066828
212,239,239,Piemonte Park,42.29105696250005,-71.16355455899995,C32085,0.9850451210317229,C32086,1.0547896409540316,C32087,1.5076637472098477,C32059,2.2741065963199016,C32046,2.962791986851875
213,96,096,Duffie Square,42.28498443850006,-71.15303207499997,C32085,0.15355693597984912,C32086,0.4280987776776005,C32087,1.1947700448176537,C32059,1.3537724939417615,C32046,2.052955164446263
214,7046,,St Joseph's Cemetery,42.29354182050005,-71.17367795699997,C32086,1.804565573956059,C32085,1.8507252657006354,C32087,1.9743178081165342,C32059,3.151014773103718,C32046,3.8354266437241504
215,4,004,Allandale Woods I,42.29746785900005,-71.13891952549994,C32059,1.2486474455193686,C32047,1.4769549766324308,C32046,1.5223903853650074,C32048,1.5559379436891894,C32085,1.722095873727134
216,1012,,Allandale Woods III,42.29974676050006,-71.13860656549997,C32059,1.4966526136582887,C32048,1.6371350227281145,C32047,1.6682948726604827,C32046,1.7217489417456646,C32089,1.9075263768245725
217,3035,,Bellevue Hill Reservation,42.27519505200004,-71.14358911299996,C32059,1.3620202005386566,C32086,1.4094830446080657,C32085,1.4804118389249927,C32087,1.6550907118205933,C32046,1.7702414277422136
218,318,318,West Roxbury H.S. Athletic Fields,42.282564756000056,-71.17592646299994,C32087,1.1762593005676216,C32086,1.5374998789945395,C32085,1.900713829137507,C32059,3.260833100049418,C32046,3.957967693146533
219,253,253,Ramler Park,42.34255462750005,-71.10074200399995,B32015,0.18314389386661098,B32006,0.27117029565375245,B32020,0.3530756831048328,B32034,0.3653628355171072,B32058,0.5341820891876228
220,1013,,Fernald Rock,42.31001151750007,-71.06717262649997,B32031,0.29342817226039425,B32029,0.4747258191088365,C32113,0.5753234973107161,C32033,1.0962391993608827,B32028,1.1598267455544904
221,3036,,Nashua Street Park,42.36759282250006,-71.06694068599998,D32022,0.27669709256967334,A32025,0.3068041855559124,M32045,0.347954378362099,M32034,0.35575233794931044,M32049,0.6412085340505794
222,3037,,Chestnut Hill Reservoir,42.335126017500045,-71.15801850399995,B32035,0.6118947541015602,D32033,0.7718017789643256,N32009,0.9151781621002306,D32029,1.5475163781326988,K32002,1.610000849434099
223,234,234,Penniman Road Play Area,42.355291890000075,-71.13703386099996,A32001,0.21869536205498613,A32045,0.40755723685212925,A32005,0.6972615901489189,A32017,0.7606607523409972,D32034,0.8073024222138602
224,219,219,O'Day Playground,42.34072794700003,-71.07532685249996,A32009,0.14210876622769142,C32060,0.2220968950950284,C32006,0.2677274225212419,C32077,0.4559490407433848,C32093,0.49014877821628516
225,6001,,Fan Pier Plaza,42.35465239550007,-71.04696095849997,C32036,0.19183527991963695,A32000,0.2416769656540897,C32034,0.3562867876211726,B32007,0.4122142245471125,D32008,0.4139845718089994
226,334,334,Children's Wharf Harborwalk,42.352083502000056,-71.05000576649996,C32036,0.1938341624617656,C32034,0.3596482866483453,A32026,0.3876666141943532,A32010,0.4566687463817527,B32007,0.46987668627240115
227,333,333,Martin's Park,42.35284502400006,-71.04915491449995,C32036,0.08891672338529262,C32034,0.31770818470789286,A32000,0.38247109984992833,A32026,0.3881143115068574,B32007,0.4230204880066534
228,29,029,Braddock Park,42.344370176500064,-71.07878622349997,C32077,0.19435004031349343,C32007,0.2842740996158724,A32009,0.37340242902176785,C32060,0.4275995882348974,C32003,0.45013609244453523
229,342,342,Veterans Park II,42.372075268500055,-71.04040063549996,A32036,0.14655879397906227,A32031,0.2931524727115994,A32033,0.34619772096959694,A32030,0.3625641214794855,A32041,0.3879042815154145
230,4041,,East Boston Piers Park,42.36431757750006,-71.03651282049995,A32057,0.34677638132032157,A32044,0.4605305587044914,A32030,0.5702353109559715,A32031,0.627529482854858,A32050,0.6383880665645171
231,40,040,Caldwell Street Play Area,42.38537606700007,-71.07784414849996,S32014,0.09232570929938654,D32053,0.2445527295491158,S32017,0.5061274926534343,D32060,0.7118864568932556,S32018,0.7622923081091457
232,173,173,L Street Beach,42.32904209250006,-71.03522588299995,C32017,0.7993911930854779,C32051,0.97551439461827,C32016,1.1885755341205335,C32023,1.2542053818961867,C32052,1.2740983750997217
233,3038,,M Street Beach,42.33078664750005,-71.03003129949997,C32051,0.5095650843270536,C32023,0.815108900151603,C32017,0.9064078091432015,C32016,1.453350603570548,C32091,1.4659141188512106
234,295,295,Stonehill Park,42.254873129500055,-71.14102312899996,C32104,1.3708005617774257,E32013,1.5432545907357973,C32106,2.321430684193642,E32014,2.4351658768368307,C32087,3.117882246304022
235,3039,,Strandway/Castle Island,42.334917663000056,-71.01801640249997,C32023,0.5013215868618774,C32051,0.5957867301725,C32020,1.4076660742397529,C32021,1.5683370514274397,C32017,1.7128377676798001
236,3040,,Marine Park,42.33732790950006,-71.02354382249996,C32023,0.09905490591279595,C32051,0.4514398457310885,C32020,0.9337652841740585,C32021,1.0632200439474868,C32017,1.2671522890717772
237,4006,,UMass Harborwalk,42.31236661400004,-71.03951999749995,C32014,0.25092304052874786,C32090,0.8680008964547151,C32033,1.2016968450566088,C32013,1.3070641538482684,C32064,1.4606802529307212
238,3041,,Malibu Beach,42.30853351400006,-71.04495746649997,C32033,0.7721998613230322,C32014,0.8079205777456608,C32108,0.9378810187133028,C32090,1.148078443498773,C32113,1.2647623430533335
239,3042,,Victory Road Park,42.29745540750005,-71.04576682999996,C32108,0.9836598600799986,C32041,1.2541380305026966,C32066,1.5253182054510803,C32033,1.606735532564765,E32009,1.7233306242261952
240,228,228,Parkman Memorial,42.31626677400004,-71.12395426399996,K32010,0.955058235045032,E32001,1.0657378584761954,K32009,1.2911276934398193,E32003,1.313965521451192,D32052,1.323313873746617
241,2031,,West Roxbury High School Marsh,42.282382223500036,-71.17352590499996,C32087,0.9957928900461441,C32086,1.3400372166083643,C32085,1.7132106559971298,C32059,3.067437545543883,C32046,3.7634206964722337
242,3043,,West Roxbury Parkway,42.279578695000055,-71.14367752199996,C32059,0.9456480191423744,C32085,1.100967460619847,C32086,1.1776384127999895,C32046,1.4789356109810285,C32047,1.5549408815373065
243,339,339,Florida Street Reservation,42.291239605000044,-71.05985408549995,C32066,0.23028330238792918,E32009,0.5207172916317041,C32062,0.710131624283491,C32041,0.9349279326599303,C32038,0.9908350606183527
244,3044,,Tenean Beach,42.29148048500005,-71.04316633699997,C32040,1.3387285081971099,C32066,1.6005477592526915,C32108,1.6344354818327909,C32041,1.7054180067706357,C32062,1.8452665564604682
245,7058,,Cedar Grove Cemetery,42.277716055500036,-71.05699320599996,C23109,0.3391857680790474,C32040,0.6149357329517869,C32062,1.0643287092840867,C32055,1.5823491442972974,C32066,1.6219347954929413
246,3045,,Martini Playground,42.24469861000006,-71.12681807299998,C32104,1.226706333776243,E32013,1.394479942548606,E32014,2.4279405006381136,C32106,2.673543450526925,Z32999,3.709338023178749
247,256,256,Reservation Road Park,42.24930850450005,-71.12910025099995,C32104,0.797675810401726,E32013,0.9976364712434947,E32014,2.0769130377508795,C32106,2.2402903362327824,C32079,3.4288229891101216
248,3046,,Colella Playground,42.24456375500003,-71.13457238899997,C32104,1.4839118670667046,E32013,1.6881399023364196,E32014,2.768759637830265,C32106,2.9044120240436144,C32079,4.074755420421438
249,3047,,Neponset Valley Parkway,42.24420089200004,-71.13506967999999,C32104,1.5403770457730865,E32013,1.7449197756598764,E32014,2.825606821992513,C32106,2.9586334229820106,C32079,4.127158104761242
250,3048,,Dooley Playground,42.254240655000046,-71.13442888299994,C32104,0.837990920117845,E32013,1.0250369918855862,C32106,1.9850989087255877,E32014,2.001364804158153,C32079,3.089672490310426
251,3049,,Stony Brook Reservation I,42.265800814000045,-71.13712483899994,C32106,1.497501538817342,C32104,1.542518701888863,E32013,1.563845321635657,E32014,1.8674063822778626,C32079,2.2088020873026246
252,7060,,Patrick J. Kelly Park,42.37546930700006,-71.05755127949996,D32039,0.27058328498530887,D32021,0.4612677296383245,D32038,0.5216857157811431,D32020,0.5813941877276416,D32037,0.6040408625376259
253,7061,,Clark/Cooper Community Garden,42.28842417000004,-71.10315168149995,C32105,0.6165975222161348,C32094,0.6738868963706193,C32092,1.0385496069256908,C32099,1.343546776339383,C32089,1.358531046770379
254,3050,,Kennedy Garden,42.26565726500007,-71.09576824749996,C32045,0.30491581051080663,Z32999,0.500982790853673,C32044,1.0098034523227748,C32050,1.3195892224559584,E32014,1.55452454581281
255,2033,,White Stadium,42.30959817400003,-71.09530099049996,C32027,0.2545589232015711,C32102,0.3219452803980054,E32004,0.7305470008622725,B32027,0.8571582156982392,E32005,0.9986272802102142
256,3051,,Havey Beach,42.27496817800005,-71.17527485899996,C32087,1.0175055400234851,C32086,1.718720995533161,C32085,2.1988482515092644,C32059,3.4220450382447583,C32046,4.081752335671081
257,198,198,Millennium Park I,42.28235431300007,-71.18361867949994,C32087,1.7521527659629443,C32086,2.1723092485658757,C32085,2.52746093606321,C32059,3.893465316519815,C32046,4.591586259255421
258,288,288,South Street Mall & Courts,42.30793884000005,-71.11512896249997,E32001,0.1263333531890406,D32052,0.21566423179529004,D32040,0.6344315871266238,E32005,0.7059067681402157,E32010,0.782684261388718
259,7064,,First Church Cemetery,42.31042589900005,-71.11666529199996,E32001,0.18329050257458543,D32052,0.49290533483061305,E32005,0.7689457951067146,D32040,0.8582470712333587,E32010,1.074211651818129
260,135,135,Golden Stairs Terrace Park I,42.36493838600006,-71.03411008599997,A32044,0.3174157970598089,A32050,0.44938850293316035,A32057,0.516591634334495,A32030,0.6373580435649288,A32049,0.6380778562647078
261,301,301,The Rockies,42.365106313500064,-71.03495577199996,A32044,0.3208579393671002,A32057,0.4449067373161742,A32050,0.521402985187627,A32030,0.5746206113374599,A32049,0.6099540404707218
262,54,054,Childe Hassam Park,42.34611835800007,-71.07465280699998,C32077,0.21465081563703156,C32003,0.2686183174352541,C32060,0.3981104477489046,D32049,0.4226395151185234,C32000,0.42280645351218354
263,213,213,Nellie Miranda Memorial Park,42.318754147500044,-71.06518267499999,C32112,0.5179683799953145,C32022,0.8781220394519026,C32064,0.9757499888073738,C32113,1.0741533030728683,C32015,1.1122115125708583
264,139,139,Grove Hall Plaza,42.30913831150005,-71.08323984599997,B32028,0.23280392912790765,C32037,0.6446131158511587,C32030,0.6532697868015034,C32027,0.7444025269974059,C32111,0.7777270907770579
265,3052,,Chestnut Hill Reservoir Garden,42.337892712500064,-71.16118360799996,N32009,0.5343626255859014,D32033,0.8250454660563808,B32035,0.9092342919596222,D32029,1.230634399090883,D32031,1.474542720375886
266,2038,,Ohrenberger Play Area,42.26078918150003,-71.15016778949996,C32087,2.1525555007690382,C32104,2.1997882128799393,E32013,2.324068603877389,C32086,2.5122447242488284,C32106,2.6778563437802614
267,2039,,Wilson Square,42.35340622850006,-71.16511675899994,D32031,0.33477760867442735,D32029,0.6333413963571618,W32004,1.2088516593503529,D32028,1.3195494682473172,N32009,1.511379204080981
268,2159,,Little Mystic Access Area,42.38157596800005,-71.05634941549997,D32037,0.3691933593223806,D32023,0.7092467398637107,D32039,0.8373370757755989,D32020,0.9501704137308488,D32038,0.9662046400765334
269,200,200,Moakley Park,42.32601295650005,-71.04967405149995,C32052,0.4746945624286076,C32013,0.6422942165673908,C32064,0.7013508333789376,C32090,0.8697540742033012,C32112,1.1125243881173474
270,6003,,Kennedy Library Harborwalk,42.31513502400006,-71.03349761549995,C32014,0.40959397041591133,C32090,1.0626564653688098,C32013,1.5681787234430438,C32064,1.7535527824305817,C32033,1.7558604240387217
271,232,232,Peabody Square,42.28598455200006,-71.06404107999995,C32062,0.033224248008979974,C32055,0.6028262421359861,C32066,0.64830350791512,C23109,0.7752570027720064,E32009,0.7828407787237059
272,3053,,Savin Hill Cove,42.30248023850007,-71.04886682749998,C32108,0.4640172236195229,C32033,0.9928297571037832,C32041,1.024908600736453,C32113,1.2400271515773884,B32031,1.4671684555335502
273,242,242,Daniel E. O'Connor Park,42.28851507600007,-71.04041334199994,C32040,1.3269153040600126,C32066,1.8617273997170012,C23109,1.9100269469542654,C32062,1.9817445689987692,C32108,2.034485791532909
274,218,218,Oakview Terrace,42.31906453950003,-71.10919500749995,E32003,0.3046931559357688,D32041,0.4607469410828868,E32012,0.8232161641682054,E32006,0.8610810115306128,E32004,0.947802659259061
275,3054,,Belle Isle Marsh Reservation,42.38913186800005,-70.99390625499996,A32035,1.0373432575868102,A32039,1.4439948840846346,A32028,1.9376350137444567,R32002,2.004564644476385,R32001,2.1604196586117768
276,7073,,Allandale Field,42.297548416500035,-71.13578925549996,C32059,1.2467367791951116,C32048,1.320064902539814,C32047,1.3391614323643592,C32046,1.396553972054661,C32089,1.639204038284538
277,2164,,Jamaicaway,42.32714415850003,-71.11313503999995,E32007,0.19182828006341401,E32003,0.6562672683844765,K32003,0.673451598964928,K32010,0.7319996486846279,K32005,0.9517156099750302
278,3056,,Perkins Street,42.32131068450005,-71.11805465049994,K32010,0.45943056961398904,E32003,0.6789007066799146,E32007,0.9150260409260087,K32009,0.9430587552755336,D32041,1.2266930038132071
279,3057,,Chestnut Street,42.32191042650007,-71.12047535099995,K32010,0.31225020927436736,K32009,0.772366302365127,E32003,0.8767085270388604,E32007,1.0119303156028487,K32008,1.1760737623439859
280,113,113,Faneuil Square,42.36004494700006,-71.05646409749994,D32009,0.09652283700687125,D32057,0.12392109158557202,B32008,0.1575585674512,A32058,0.272425865705252,B32032,0.2755510718774157
281,300,300,Temple Street Park,42.360056075000074,-71.06345686849997,D32000,0.2013552463336733,B32061,0.24663972254938213,B32032,0.3026966993125658,A32058,0.32612003176246807,B32056,0.4026340310782964
282,2165,,American Legion Highway,42.29137049600004,-71.09638599399997,C32094,0.3002600768983252,C32099,0.7381675339550372,C32092,0.7433925387559803,C32043,0.844061573596202,C32105,1.2633015002879397
283,3058,,Morton Street,42.30028733350005,-71.10552984299997,D32040,0.7164810864129904,E32010,0.7224377651699981,C32089,0.9833244992823067,D32052,1.055270082130394,E32005,1.1529029584527333
284,7079,,St Michael's Cemetery,42.28903259450004,-71.11049851549996,C32105,0.36688390979410884,C32089,0.9040493140147117,C32048,0.9701309407943645,C32079,1.25131259045133,C32094,1.2781184577343545
285,3059,,Patten's Cove,42.31365406450004,-71.04834023799995,C32033,0.5702557251044481,C32090,0.6285224398740765,C32013,0.7786751061257304,C32064,0.863253272872175,C32014,0.9907709926282895
