SPACEID,Name,Avg. Lat,Avg. Long,num_objs,obj1_id,obj2_id,obj3_id,obj4_id,obj5_id,obj6_id,obj7_id,obj1_dist,obj2_dist,obj3_dist,obj4_dist,obj5_dist,obj6_dist,obj7_dist
25,Boston Common,42.355043019500044,-71.06566726199995,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,2.6988456537177283,3.1230645335718346,5.9436739064654285,6.968978550846362,7.020749406714925,8.910939515343408,13.475188639837786
26,Central Burying Ground,42.35288991900004,-71.06609636049996,0.0,6.0,2.0,4.0,1.0,0.0,5.0,3.0,3.1262256346190074,3.1777651070971835,5.95991122736386,6.971073087191677,7.173392898277208,8.924280430635669,13.484250920829359
27,Public Garden,42.35406365850005,-71.06998497349994,0.0,6.0,2.0,4.0,0.0,1.0,5.0,3.0,3.0211061421043204,3.196136510468234,5.716430698061324,6.761494809998849,6.906608012220896,8.704097164035662,13.303585969589776
28,Granary Burying Ground,42.35734815300006,-71.06175088449996,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,2.5748149695021034,3.68158040943629,6.584101781438511,7.47119926237016,7.590399635415366,9.543933546498646,14.083676899226363
29,Phillips Street Play Area,42.36053411550003,-71.06731313549997,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,2.718067312603342,3.9668586321895036,6.607177116051324,7.240948491935897,7.832460866416535,9.621958441554579,14.250619172816666
30,Myrtle Street Playground,42.35919916450004,-71.06609477899994,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,2.7297871243046075,3.841204786853744,6.54823867759222,7.308404314305235,7.693860513403752,9.55033618265905,14.15772615105001
31,Copley Square Park,42.35001045200005,-71.07619749699998,0.0,6.0,2.0,4.0,0.0,1.0,5.0,3.0,2.712240466509809,3.957077164309238,5.17259432502785,6.313610782268636,6.625073144401366,8.185048942281322,12.833120414016744
32,Clarendon Street Playlot,42.35279916350007,-71.07658285199997,0.0,6.0,2.0,4.0,0.0,1.0,5.0,3.0,3.05505773950404,3.8448585618031035,5.457762747002905,6.354690282453723,6.96773713732596,8.485312559107062,13.154145577176
33,DeFilippo Playground,42.36653117450007,-71.05697828849998,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.591790709190334,4.782268570572373,7.636936030021307,8.200085299274651,8.53866821459167,10.622988204255595,15.185613311403145
34,Copp's Hill Burying Ground,42.36735748150005,-71.05578552599997,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.483214737149106,4.8929842882885,7.749150885313801,8.293172078107032,8.633715616369848,10.739329632574272,15.305543573394605
35,Copp's Hill Terrace,42.36780996600004,-71.05531743649996,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.4263144686952776,4.9819711286369435,7.843744657390977,8.366237091701962,8.724011870258716,10.833089757291066,15.39205935290204
36,Foster Street Play Area,42.36743203650005,-71.05406256899997,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.3887329233967647,4.9895143165820715,7.8840063846476305,8.47684914159346,8.714036391964557,10.863648410424375,15.410721761912868
37,Charter Street Park,42.36680027950007,-71.05329171699995,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.3727198019230646,4.929760180401484,7.8533656455125875,8.508768294536738,8.642064981156869,10.82456894328924,15.358608559125335
38,Paul Revere Mall,42.36580588250007,-71.05369996599998,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.4724262159801162,4.814931965731221,7.760846118240192,8.431235595076044,8.51502934358301,10.729322603091216,15.251174921942505
39,Polcari Park,42.36503583250004,-71.05445404199995,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.5733182535240264,4.711161325991383,7.641076798465468,8.363891571239739,8.430741985313883,10.608327635611001,15.139376189187502
40,Cutillo Park,42.36355771050006,-71.05638394049998,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.8075698768291577,4.51277054268704,7.428793719200399,8.180668265248961,8.249729095319344,10.39814952519052,14.93438719151197
41,City Hall Plaza,42.36050201350005,-71.05893443449995,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,2.074050162428642,4.01362233497576,6.930510973788716,7.775654866490334,7.82817813668746,9.893068849383495,14.42876750167235
42,Norman Leventhal Park,42.35627479650003,-71.05557483799996,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,2.392087888384526,3.7516271868109854,6.843881283506482,7.425794282216689,8.096055789587027,9.750429102203372,14.207730555939111
43,Angell Memorial Square,42.35709628150005,-71.05608246699995,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,2.3696789527838256,3.8517313706440466,6.903737976682841,7.546913782736872,8.091658849254108,9.825049569835071,14.301456818438806
44,Union Street Park I,42.36101105050005,-71.05719540499999,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,2.042554015375911,4.1891428093993435,7.1442742603669105,7.922402265654159,8.07171635532343,10.098547121344918,14.618284874920299
45,Langone Park,42.36865442750005,-71.05613505699995,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.3834552392853332,5.031284622202015,7.84575004554331,8.290769069617454,8.796282207182053,10.843100658445556,15.42251499825378
46,Prince Street Park,42.36802855300007,-71.05789255349995,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.5243517204392505,4.872821823623395,7.658447882653192,8.117096035961191,8.656596733013401,10.660337857307983,15.249641843009716
47,Rachel Revere Square,42.36355583750006,-71.05351355449997,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,1.6627188049195252,4.604267106935361,7.583238730800748,8.299860839739937,8.422590744832355,10.536006459840939,15.045013284185352
48,Tai Tung Park,42.348302499000056,-71.06152537599996,0.0,6.0,2.0,4.0,1.0,0.0,5.0,3.0,2.7966560004888037,3.4436497674262236,5.914421003323467,6.5312422041038465,7.582276693744302,8.795904742367071,13.246908635599072
49,Leo F. McCarthy Playground,42.37944579850003,-71.06837900249994,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,2.285747477391217,5.999639903293706,7.811956310768622,8.324589609714922,9.884854284903923,11.390613038799984,16.12744812147925
50,City Square,42.371697128500045,-71.06188031799996,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.7379486629387682,5.237669969465238,7.852921200353807,7.957467452788802,9.070609652421956,10.88776177712887,15.537886785821238
51,John Harvard Mall,42.37263334350007,-71.06256813299996,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.7833841194445619,5.34204606103296,7.939777873222934,7.955371285664054,9.177355479548867,10.979024658413401,15.63479252886005
52,Paul Revere Park,42.37009508450004,-71.06240072799997,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.7638904498566736,5.012211437739185,7.623902717430877,7.79112611862043,8.853731856943241,10.655537594065505,15.304401902725665
53,Charlestown H.S. Athletic Fields,42.38092118150007,-71.05754797449995,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,1.2311070940121052,6.20963064603903,8.46294492044207,8.785024089024988,10.02986483351294,11.83424094050305,16.50352899951656
54,Ryan Playground,42.38608888650006,-71.07126612149997,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,2.7080794114282885,6.606579468127168,7.820053017956587,8.744872873331282,10.509149884953764,11.818672813976953,16.602581444257915
55,Barry Playground,42.37935769900005,-71.05344189749997,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,1.0877484098181243,6.215171358482202,8.876911699578674,8.927596682675029,9.978963687359732,11.95713387262909,16.58395632645594
56,Doherty Playground,42.38235938450006,-71.06754656849998,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,2.2921101231454095,6.293300670030404,7.9730289276517485,8.613532295267442,10.175358209475093,11.680948757223407,16.422181942831916
57,St Francis De Sales Cemetery,42.38161693450007,-71.06570777899998,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,2.1472278469574637,6.239779123683472,8.082196149167176,8.61354590747172,10.112788629510698,11.677599817310922,16.405208086804766
58,Bunker Hill Monument,42.37631527350004,-71.06078793849997,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,1.586437190709017,5.72742422733105,8.194389366763815,8.312096016426901,9.553515888665022,11.35693985510585,16.024794109807885
59,Phipps Street Burying Ground,42.376262739000055,-71.06765486499998,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,2.1649497060403964,5.665236236427795,7.708318530902271,8.039113245882978,9.5471342645766,11.10037475799318,15.821539259538282
60,Winthrop Square,42.374347930000056,-71.06014700249997,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.5655536144584588,5.5630679513716,8.187110359638046,8.206768891364304,9.385126236731175,11.22190861390974,15.871913836329663
61,Hayes Square,42.37684996200005,-71.05680850649995,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.3237346422594412,5.916744213493204,8.590337907055282,8.593702628675402,9.711170466532366,11.620619461002235,16.25667032857899
62,Charlestown Sprouts Garden,42.38188956850007,-71.05825412899998,0.0,2.0,6.0,0.0,4.0,1.0,5.0,3.0,1.5956315508175603,6.42922154881022,8.691727176053618,8.993496207241842,10.24894509519357,12.041867329618773,16.71813422451804
63,East Boston Memorial Park I,42.37177714000006,-71.03049470049996,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,0.6724834185616073,6.204629927901485,9.390225869582448,9.563663172425647,10.2319906888218,12.281878552260041,16.658506746252474
64,Noyes Playground,42.38778300300004,-71.01026262199994,0.0,2.0,6.0,1.0,4.0,0.0,5.0,3.0,2.788108704065506,8.636818371804916,11.849980130954666,11.892237438583866,12.557385509123964,14.755485647988026,19.044677550753708
65,Temple Ohabei Shalom Cemetery,42.382425455500055,-71.01493432199996,0.0,2.0,6.0,1.0,4.0,0.0,5.0,3.0,2.220355192356939,7.994613699588964,11.221137693341202,11.258902135482082,12.009283771135076,14.11520659159213,18.403623716578352
66,Cuneo Park,42.38369560400005,-71.01675952899998,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,2.166513703351332,8.058334569539802,11.285692528391339,11.33691795126106,11.942963377345201,14.163268609016681,18.485904221088273
67,Bennington Street Cemetery,42.38096238250003,-71.02100471149998,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,1.6677718321230364,7.54265549538149,10.761513584811897,10.85578617620768,11.455515206093327,13.641910158745196,17.977901135731233
68,American Legion Playground,42.38196225000007,-71.02945586349995,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,1.1041988231782818,7.257577101257193,10.357664654196142,10.72325184669923,10.834712492002497,13.290307043352392,17.719901664435312
69,Prescott Square,42.38113743450003,-71.03088494449997,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,1.020458935612166,7.181744918392294,10.276096824746968,10.656420431236205,10.749103971102445,13.210566381617893,17.644504375500592
70,Putnam Square,42.38033245350008,-71.03296660799998,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,0.8285761754315621,7.017859781883126,10.092814600216082,10.518379136311797,10.553015661937216,13.033685814506368,17.48126920126617
71,Paris Street Playground,42.37224943250004,-71.03703687249998,1.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,0.40221032587378686,6.035111442019401,9.172456682080757,9.519165509438302,9.939761569763673,12.08429575269169,16.496769527473955
72,Brophy Park,42.36570099350007,-71.03356372899998,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,1.1726590422884229,5.608648276600053,8.884367746394176,8.943711399040946,10.051502286973061,11.725390816848702,16.03915020647494
73,Sumner & Lamson Street Playground,42.36595821550006,-71.03244333599994,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,1.197831227260145,5.708726126262695,8.990794935023269,9.02464508116624,10.154612045705324,11.828549709767636,16.135014992874375
74,Condor Street Beach I,42.383108395500045,-71.02973534899996,0.0,2.0,6.0,4.0,0.0,1.0,5.0,3.0,1.1426755777581268,7.34008078051781,10.411619629624488,10.814014134988915,10.83070879966537,13.35534809839813,17.803456403559174
75,East Boston Greenway,42.369364187500025,-71.03694722699996,0.0,2.0,6.0,4.0,1.0,0.0,5.0,3.0,0.5891542246149137,5.472033751230232,8.652429610011254,8.935551232622233,9.618751352535112,11.541287454873602,15.930440889363965
76,Symphony Community Park,42.34475255700005,-71.08762613299996,0.0,6.0,4.0,2.0,0.0,1.0,5.0,3.0,2.374942072369379,4.202906478347056,5.115368918248191,5.429640242416309,6.178983846828388,7.252565742859629,11.981052587801047
77,Edgerly Road Playground,42.34627961850006,-71.08795845399996,0.0,6.0,4.0,2.0,0.0,1.0,5.0,3.0,2.570976824990162,4.3532200047299,5.0394718724011955,5.4056371661585745,6.3794306769526266,7.410761654996239,12.153884868797034
78,Commonwealth Avenue Mall II,42.34900156300006,-71.09391703849997,0.0,6.0,4.0,0.0,2.0,1.0,5.0,3.0,3.0338857187456765,4.381252876673796,4.846396892583748,5.191461152549795,6.775361216746831,7.455234079646506,12.270264508566965
79,Stony Brook Sewer Easement,42.34111655150005,-71.09159709999997,0.0,6.0,4.0,0.0,2.0,1.0,5.0,3.0,2.2162369209878943,3.711184688728838,5.137635057949466,5.631051081214758,5.881995578703272,6.76930064769055,11.515843757708534
80,Gallops Island,42.32680569700005,-70.93796322199998,0.0,2.0,6.0,1.0,4.0,5.0,0.0,3.0,9.706064656367957,10.961483842727118,11.470545603741721,14.309973401390296,16.018709712193687,17.599437956988762,18.577768530007216
81,Lovells Island,42.33003024850004,-70.92771892499994,0.0,2.0,6.0,1.0,4.0,5.0,0.0,3.0,10.079628671715305,11.797135992799728,12.35054991878101,15.167544770585659,16.897094419459663,18.328137337670412,19.446429294883902
82,Georges Island,42.31996587100005,-70.92833319199997,0.0,2.0,6.0,1.0,4.0,5.0,0.0,3.0,10.826692312247003,11.866517747107686,12.071104728545782,15.133275126097143,16.687936919866047,18.60702747414558,18.987498618457874
83,Thompson Island,42.31531870900005,-71.00832116749996,0.0,6.0,1.0,2.0,4.0,5.0,0.0,3.0,4.913458320589227,5.12168986097277,6.638457436458952,7.992700992957894,9.609031624822553,11.866546864868866,12.464195690772547
84,Connell Fields/Hickey Courts,42.25621687450004,-71.13376719349995,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,1.2984130141814767,3.2150720045079435,6.191928000727578,6.255056426552416,8.9515071158152,10.088915705675515,15.170982917345949
85,Weider Park,42.27095094300006,-71.12349374599998,0.0,5.0,3.0,4.0,1.0,6.0,0.0,2.0,1.6676515234533917,3.2046139494272516,4.54874615559657,4.656017596950463,7.165556188999812,8.785732974352522,13.384779577467162
86,Monterey Hilltop I,42.27096036150007,-71.12671109999994,0.0,5.0,3.0,4.0,1.0,6.0,0.0,2.0,1.5795514628113003,3.054636677275426,4.506874872693799,4.845748813415893,7.192147533349673,8.687630575250767,13.39222069740997
87,Sherrin Woods I,42.26722554850005,-71.12362809499996,0.0,5.0,3.0,1.0,4.0,6.0,0.0,2.0,1.8310303638813095,2.5991165961678675,4.720963783881957,4.727159024788081,7.265606544443558,8.942033463353397,13.487706422518315
88,Doyle Playground,42.26095347600005,-71.11163854649996,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,2.822034250590312,3.1081061500882963,4.526903402406959,5.643517915896923,7.678009830366247,10.206675816941482,13.90899720204099
89,West Street,42.25690304450006,-71.11636430699997,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,2.215186242507446,3.3735545112721996,5.111603659122637,6.064228595159699,8.234056290484997,10.49618657450332,14.470186703208725
90,Dell Rock I,42.260205844500064,-71.12206761449994,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,2.2378676363875005,2.912016204908888,5.268334648945676,5.756042967271974,8.156685621972608,10.018019419890845,14.394730629853157
91,Amatucci Playground,42.248564631500045,-71.12643704199996,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,1.0312074818350423,4.193797511251488,6.409893546257031,7.11147587988842,9.48786026619107,11.225778370515851,15.72713374314446
92,Moynihan Playground,42.24406469200005,-71.12510547399995,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,0.871008801545168,4.585087116114544,6.626036451567278,7.477940984056295,9.783765894293014,11.624336927676152,16.021342427785942
93,Iacono/Readville Playground,42.23958859400005,-71.13485287549994,1.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,0.2892944958066227,5.155468742198869,7.5387517120268965,8.152756494931413,10.622162861296642,12.031267556345355,16.861430809447786
94,Camp Meigs,42.23481143600003,-71.13188803599996,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,0.8980136303993171,5.6970605015602285,7.818560757792085,8.665289223351838,11.034285553981492,12.61836191056391,17.27104383918583
95,Jeremiah Hurley Memorial Park,42.237452354000055,-71.13236031549997,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,0.687389153201748,5.450787255090486,7.668492928577009,8.419674066940544,10.819426441214258,12.378517492873174,17.058382850454386
96,Stony Brook Recreation Complex,42.248709621000046,-71.13589056149993,1.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,0.4257440186006491,4.065424297838639,6.815351245843181,7.110534635001532,9.759171689050213,10.859118284033395,15.993326094608488
97,Williams Square,42.24605776100006,-71.11491716649996,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,1.8249118047182877,4.622025702380499,6.025676311887424,7.334487211831374,9.375077955467855,11.740623965909316,15.592107888929455
98,Dana Avenue Urban Wild I,42.25223478400005,-71.12189599549998,0.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,1.5292847141424437,3.827573384693291,5.816194829170945,6.662554888421983,8.929704292260348,10.916514808324592,15.167497185018595
99,Mother Brook Reservation,42.24568050350007,-71.13881800249999,1.0,3.0,5.0,1.0,4.0,6.0,0.0,2.0,0.19215910782170606,4.346362482877792,6.937998866228968,7.346031117597437,9.880239447112249,11.258851367416598,16.11578390898348
100,Mission Hill Playground,42.33308685750004,-71.09918796599996,0.0,6.0,4.0,0.0,1.0,5.0,2.0,3.0,2.1337272526565245,2.5570714530482084,4.738932170435134,5.22502447445156,5.624962285916249,6.643156309630404,10.411678849314251
101,Gibbons Playground,42.33117652450005,-71.09838318299995,0.0,6.0,4.0,0.0,1.0,5.0,2.0,3.0,2.042709025698549,2.4739367188864017,4.911926095087148,5.058857007865979,5.528477290448726,6.806582506716997,10.291661514942245
102,Mozart Street Playground,42.322382053500064,-71.10449718399994,0.0,4.0,6.0,5.0,1.0,0.0,2.0,3.0,1.3534504922001358,2.436925821726734,4.4004646928504,4.453761681989487,4.905149801296426,7.8399742073171215,9.18189295563782
103,Beecher Street Play Area,42.31820093000008,-71.10689273999995,0.0,4.0,6.0,5.0,1.0,0.0,2.0,3.0,0.9003831852668859,2.729958533205933,3.9262307691511285,4.245809294827978,5.053776772933728,8.347769281529633,8.706593468020596
104,Lawrence Farm,42.30377797550005,-71.13665300849996,0.0,5.0,4.0,0.0,1.0,6.0,3.0,2.0,1.750624637731333,1.8263904516271552,4.831945726850458,5.288550931219217,5.374874802215391,6.488092043271257,10.981413328779178
105,Soldier's Monument,42.30944218100007,-71.11584899299996,1.0,4.0,5.0,6.0,1.0,0.0,3.0,2.0,0.30557277429039753,2.726401843699663,3.778243872368782,4.21002545576377,5.280477647156855,7.573927221407552,9.557032262962249
106,English H.S. Athletic Fields,42.307208223500055,-71.10790310799996,0.0,4.0,5.0,6.0,1.0,0.0,3.0,2.0,0.6806787748305422,2.6546016461986945,3.225921789130867,3.4672593331313455,5.77444044973285,7.342169218266129,9.205964302401155
107,Johnson Park II,42.311164496500055,-71.10749783199995,0.0,4.0,6.0,5.0,1.0,0.0,3.0,2.0,0.5644780376590537,3.0683480101793994,3.1965883266538526,3.7545584164605112,5.5596249022055835,7.922096022871424,8.957593865033251
108,Johnson Park I,42.31160160300004,-71.10793963899994,1.0,4.0,6.0,5.0,1.0,0.0,3.0,2.0,0.48149580472471576,3.0522130855305583,3.1947736102267266,3.763872351832938,5.4480157050663065,7.9242816819277255,8.912899529296164
109,Mahoney Square,42.32192037500008,-71.10988524449996,0.0,4.0,6.0,5.0,0.0,1.0,2.0,3.0,1.1352226196672746,2.8986478729204297,4.207924944497666,4.610659534089707,4.728522122429341,8.212246549814944,9.047587088493684
110,Back of the Hill Urban Wild,42.329838694000046,-71.11007305099997,0.0,4.0,6.0,0.0,5.0,1.0,2.0,3.0,1.8915824323148056,2.846537548254233,3.9806241869110215,4.947162137344439,5.321310669050144,7.555828725725385,9.807872603738389
111,Thetford/Evans Playground,42.28323892950005,-71.07779488749995,0.0,1.0,5.0,4.0,6.0,3.0,0.0,2.0,0.8609364579929198,4.157800575707823,4.371975032234698,4.62106903276261,6.583862477911644,9.487709970077544,10.630225550429914
112,Woodhaven,42.27193283450004,-71.09607649399996,0.0,1.0,5.0,3.0,4.0,6.0,0.0,2.0,2.7906498172240726,3.084230740065436,4.6088943110989735,4.669781237038225,6.121162755335032,9.633524552253759,12.312618756365474
113,Gladeside I,42.27436287200004,-71.08710851799995,0.0,1.0,5.0,4.0,3.0,6.0,0.0,2.0,1.9461607589113887,3.5643148954838244,4.625004112509564,5.179796836197462,5.538103594180923,9.7124439934985,11.651300819482291
114,Willowwood Rock,42.285474469000064,-71.08607444599994,0.0,1.0,5.0,4.0,6.0,3.0,0.0,2.0,1.2448173454044493,3.479450570958686,3.7355643725335934,4.459980831817087,6.274510187753788,8.856175316425418,10.608870911290026
115,Msgr. Francis A. Ryan Park,42.270017307000046,-71.08545282099996,0.0,1.0,5.0,3.0,4.0,6.0,0.0,2.0,2.409646312978218,3.843642900114941,5.079940392023524,5.159669132585014,6.094356966832066,10.20822675694973,12.173772407699056
116,Walker Playground,42.27800456600005,-71.08952794399997,0.0,1.0,5.0,4.0,6.0,3.0,0.0,2.0,1.8544112533090347,3.2437346977289203,4.217291287961941,5.252882173440213,5.408964194971299,9.303343647606589,11.410795309891391
