OBJECTID,OS_ID,PARK_ID,Name,Avg. Lat,Avg. Long,NUM STATIONS,Station 1,Station 1 Dist ,Station 2,Station 2 Dist ,Station 3,Station 3 Dist ,Station 4,Station 4 Dist ,Station 5,Station 5 Dist ,Station 6,Station 6 Dist ,Station 7,Station 7 Dist ,Station 8,Station 8 Dist ,Station 9,Station 9 Dist ,Station 10,Station 10 Dist 
84,3017,,Connell Fields/Hickey Courts,42.25621687450004,-71.13376719349995,0,C32104,0.772705251092919,E32013,0.9315493968754134,C32106,1.7829802668684402,E32014,1.8368169306909228,C32079,2.8706842589138266,C32059,3.355549210466578,Z32999,3.3634968372187855,C32046,3.373733419633231,C32087,3.4005640629687384,C32047,3.463057642520294
85,3018,,Weider Park,42.27095094300006,-71.12349374599998,0,C32106,0.47269509401293164,E32014,1.0232798531563492,C32079,1.0297202642467582,E32013,1.5697917527893053,C32104,1.7069446075795658,C32046,1.7494647706334192,C32047,1.8248626986790868,C32105,2.0008014257765585,C32059,2.0285002687482305,Z32999,2.150266141523544
86,1002,,Monterey Hilltop I,42.27046190800007,-71.12710597699996,0,C32106,0.6999742644507719,E32014,1.2253658326896644,C32079,1.2538885795125303,E32013,1.5601719130413925,C32104,1.6654271295033347,C32046,1.7624044408432862,C32047,1.8458015967905577,C32059,1.9344516339422257,C32105,2.2250297840697444,Z32999,2.4461869432897068
87,1003,,Sherrin Woods I,42.26722554850005,-71.12362809499996,0,C32106,0.3748334320222238,E32014,0.8049417563005486,E32013,1.1575650532876172,C32104,1.2930833576763738,C32079,1.4022985116349314,C32046,2.15292817806021,Z32999,2.1804602643092172,C32047,2.2306351295258695,C32105,2.3586168785135846,C32059,2.3827163213711917
88,3019,,Doyle Playground,42.260953476000054,-71.11163854649996,0,E32014,0.4678367683196395,E32013,1.0067595443765265,C32106,1.0116823353612994,C32104,1.212190758307325,Z32999,1.541199831657452,C32045,1.673533417753659,C32079,2.0301844305933643,C32044,2.1186835147571275,C32050,2.373687320798275,C32105,2.7622098357042875
89,1004,,West Street,42.25690304450006,-71.11636430699997,0,E32013,0.5070920229924717,C32104,0.6819239201429992,E32014,0.864285251367128,C32106,1.2661699389285828,Z32999,2.131915604720823,C32045,2.237827509013483,C32079,2.433934602304172,C32044,2.7132900448377097,C32050,2.968964003393269,C32105,3.254039284618351
90,84,084,Dell Rock I,42.260205844500064,-71.12206761449994,0,E32013,0.3759074108320468,C32104,0.5477822832840336,E32014,0.7868512887080057,C32106,0.9073751958316477,C32079,2.110595884348326,Z32999,2.3026484793312254,C32045,2.496344863824769,C32044,2.833980834263568,C32046,2.943178149383832,C32105,3.0177088414514945
91,7,007,Amatucci Playground,42.248564631500045,-71.12643704199996,0,C32104,0.7986640579201334,E32013,0.9744413843350148,E32014,2.0300652569728976,C32106,2.2497510825465437,Z32999,3.373313348620832,C32079,3.451131415665441,C32045,3.455005313944353,C32044,3.957474318232486,C32046,4.194920240662701,C32050,4.212965952493912
92,3020,,Moynihan Playground,42.24406469200005,-71.12510547399995,0,C32104,1.2824969261216388,E32013,1.4348802386900588,E32014,2.438143361961094,C32106,2.7133179689044917,Z32999,3.6735727760569206,C32045,3.708379271519719,C32079,3.9188871986402187,C32044,4.2689902695798985,C32050,4.539886738230633,C32046,4.699192224087198
93,160,160,Iacono/Readville Playground,42.239588594000054,-71.13485287549994,0,C32104,1.9752529556161782,E32013,2.169973949396612,E32014,3.2410526596232767,C32106,3.4190349070884665,Z32999,4.574141828275726,C32079,4.602385209074913,C32045,4.632141002508891,C32087,4.824255365609497,C32086,5.142285699748149,C32044,5.163265658640558
94,3021,,Camp Meigs,42.23481143600003,-71.13188803599996,0,C32104,2.389570048333135,E32013,2.5661526211194334,E32014,3.601494733380502,C32106,3.8421257673081635,Z32999,4.831015726939782,C32045,4.844844650209269,C32079,5.0419781760195495,C32087,5.407017183879588,C32044,5.428693170181358,C32050,5.7037631516096825
95,166,166,Jeremiah Hurley Memorial Park,42.237452354000055,-71.13236031549997,0,C32104,2.1191390365238565,E32013,2.301652480457544,E32014,3.351216523813379,C32106,3.5723144038602888,Z32999,4.621139413272523,C32045,4.652871723156148,C32079,4.768452806133322,C32087,5.132192901580764,C32044,5.216223390455212,C32046,5.437530526945137
96,3022,,Stony Brook Recreation Complex,42.248709621000046,-71.13589056149993,0,C32104,1.2160144391182304,E32013,1.4263742223921059,E32014,2.4905259890321108,C32106,2.5547441837642513,C32079,3.693399385101888,C32087,3.920894871631709,Z32999,3.9548993263246737,C32045,4.08638181857208,C32086,4.175915960373407,C32059,4.18114138225242
97,321,321,Williams Square,42.24605776100006,-71.11491716649996,0,C32104,1.319488251763441,E32013,1.3514026214530386,E32014,2.0561497800512223,C32106,2.474261352373165,C32045,2.9949582952607288,Z32999,3.0233237605330032,C32044,3.62265789273859,C32079,3.641833116425028,C32050,3.912541715589841,C32105,4.433031171626003
98,3023,,Dana Avenue Urban Wild I,42.25223478400005,-71.12189599549998,0,C32104,0.42871880949626207,E32013,0.5137689766595783,E32014,1.4978436336113419,C32106,1.775856161566704,Z32999,2.8202144290093174,C32045,2.90929384576848,C32079,2.9810099395311123,C32044,3.403742978527327,C32050,3.6596317284941096,C32046,3.8203357957984063
99,3024,,Mother Brook Reservation,42.24509833700006,-71.14050410649998,0,C32104,1.76584227956174,E32013,1.976280214523366,E32014,3.043442913178573,C32106,3.0994758922407755,C32087,4.063836027281999,C32079,4.2218550235265475,C32086,4.408658252641983,Z32999,4.500913009554083,C32059,4.592331772596295,C32045,4.622751305945721
100,199,199,Mission Hill Playground,42.333086857500035,-71.09918796599996,1,B32063,0.17118847350258612,B32033,0.3895167396774311,C32001,0.392792267567599,B32013,0.4379994796265965,B32036,0.44472300743853593,B32021,0.5545790234484563,B32003,0.5683717730580455,B32059,0.5774043730423023,B32006,0.7895538364123136,Z32997,0.8085666537851284
101,133,133,Gibbons Playground,42.33117652450005,-71.09838318299995,1,C32001,0.2647487007428609,B32063,0.3330733520858212,B32059,0.5438269058942514,B32036,0.5867812587098246,B32033,0.6021711984117247,B32013,0.6061762637268575,B32055,0.7041153400257265,B32021,0.7329368308043347,B32003,0.7853596972782253,E32012,0.8319385109136849
102,209,209,Mozart Street Playground,42.322382053500064,-71.10449718399994,1,E32012,0.2886448000043011,E32006,0.36419450739469467,E32003,0.44584558205082847,D32041,0.6016981811801729,E32011,0.7497326698204442,E32007,0.7837494019821298,E32004,0.8864827734553331,B32023,1.0961417446397796,B32027,1.2004384642557502,B32063,1.241198771767703
103,19,019,Beecher Street Play Area,42.318200930000074,-71.10689273999995,1,D32041,0.24885920015750634,E32003,0.46459416164526934,E32004,0.7356679664425635,E32006,0.7653839627817471,E32012,0.7780781064055722,E32005,0.8474455062981814,E32011,0.8737615424943493,C32102,1.0924059769734793,E32007,1.0952566315043422,E32001,1.2360060358756295
104,7021,,Lawrence Farm,42.303777975500054,-71.13665300849996,0,D32052,1.7451995552172483,C32048,1.7743562966439943,E32001,1.8454127029375371,E32010,1.8743984940955574,C32089,1.9054320352209029,C32059,1.9363471006962178,C32047,1.995526379810963,C32046,2.0618961290861906,C32085,2.3819317495434964,D32040,2.4094386838827795
105,341,341,Soldier's Monument,42.309442181000065,-71.11584899299996,1,E32001,0.055250475052842286,D32052,0.37746312901191625,E32005,0.7127375258224554,D32040,0.747573264366042,E32010,0.9554556042833381,D32041,1.2623178960669812,E32003,1.4556771441678502,C32089,1.4857591946422954,E32004,1.5799647204672596,C32102,1.655998144014858
106,107,107,English H.S. Athletic Fields,42.30768812650004,-71.10764619099996,1,D32040,0.12765796380256106,E32005,0.32210053164836616,E32001,0.6594616878501991,D32052,0.6893648613339922,E32010,0.9279587001664065,D32041,1.0653043635891253,C32102,1.0826555539518907,E32004,1.158664494931475,C32027,1.2928416516765522,C32089,1.46361894746564
107,2013,,Johnson Park II,42.311164496500055,-71.10749783199995,1,E32005,0.06630945629154344,D32040,0.5139906227299569,D32041,0.6939821125072038,E32001,0.6947343661726494,D32052,0.8840990355026153,E32004,0.8870916170585186,C32102,0.9444222565012144,E32003,1.1932739857683219,E32010,1.2665047495221444,C32027,1.2683383591985384
108,3025,,Johnson Park I,42.31160160300004,-71.10793963899994,1,E32005,0.12384932326135079,D32040,0.5627928673467635,D32041,0.664437319260201,E32001,0.6793074668951872,D32052,0.8894977060054203,E32004,0.8916330822634805,C32102,0.9747138981496735,E32003,1.139809496893214,E32011,1.2799203887010506,E32010,1.2952343251985434
109,185,185,Mahoney Square,42.321920375000076,-71.10988524449996,1,E32003,0.017601532786996808,E32007,0.6367477893267488,E32012,0.6995615982667148,D32041,0.7136309539937306,E32006,0.8110057390714813,E32011,1.148907619709368,E32004,1.1571161688046716,E32005,1.2771345950946928,B32036,1.4060747930982105,B32063,1.4500780175555676
110,1005,,Back of the Hill Urban Wild,42.329838694000046,-71.11007305099997,1,E32007,0.2572504316594798,B32036,0.6476334209448434,B32013,0.7260644910624284,A32056,0.7521648102149957,B32063,0.8224453844391069,E32003,0.896996815287271,E32012,0.9182915703534776,A32004,1.0198638388837153,B32003,1.030532345032052,E32006,1.121995863992064
111,302,302,Thetford/Evans Playground,42.283238929500044,-71.07779488749995,0,C32103,0.5396119244181277,C32055,0.7166409581719134,C32038,0.9300173468344691,C32110,1.0012105907036501,C32092,1.1307730367970592,C32062,1.1589091932039564,C32050,1.4308936133367782,E32009,1.4637486359156657,C32043,1.475892292951109,C23109,1.5046353419791112
112,1006,,Woodhaven,42.271932834500035,-71.09607649399996,1,Z32999,0.2443519511068838,C32044,0.356023989848294,C32045,0.4907567986088844,C32050,0.6493584208458678,C32103,1.5065442093550445,C32092,1.6192864123648274,E32014,1.7300164890514522,C32079,1.8783237043003878,C32094,1.8834415159720224,C32105,1.9061326528753983
113,1007,,Gladeside I,42.27436287200004,-71.08710851799995,0,C32044,0.5466118689370144,C32050,0.6079868707021953,C32103,0.7442396179056495,C32045,0.8974821087727035,Z32999,0.9826561225631022,C32092,1.3329127061768469,C32094,1.7380286577303499,C32055,1.9559857594744372,C32110,2.1251482146050487,C32038,2.177161625080917
114,1008,,Willowwood Rock,42.285474469000064,-71.08607444599994,0,C32092,0.4094770054421133,C32094,0.8273733588894876,C32103,0.8867847814715709,C32110,1.0065950585567311,C32043,1.015404178925436,C32050,1.0756209345608059,C32055,1.2518239459565588,C32038,1.2946550046716157,C32044,1.3608213026451617,C32099,1.3665675819314005
115,3026,,Msgr. Francis A. Ryan Park,42.270017307000046,-71.08545282099996,0,C32045,0.7152292846484273,C32044,0.852776581233066,Z32999,0.9907435876521384,C32050,1.0412572909294366,C32103,1.0592245100667446,C32092,1.8343609785652648,C32094,2.237402829753545,C32055,2.2607668809972212,C23109,2.3382061223484674,C32062,2.4745927747360756
116,310,310,Walker Playground,42.27800456600005,-71.08952794399997,0,C32050,0.31455481186262996,C32044,0.5110609939084124,C32103,0.7668033341028067,C32092,0.8975498246140774,Z32999,1.1050853818299486,C32045,1.1723549732126204,C32094,1.2886392991850415,C32055,1.8405955899898967,C32110,1.8473918937374598,C32043,1.8523046929473246
117,3027,,Kennedy Playground,42.26535889850004,-71.09607414599995,0,C32045,0.34654777712293733,Z32999,0.5268359644723847,C32044,1.0468713619571992,C32050,1.356434224214539,E32014,1.5270997600734244,C32106,1.9353731066401136,C32103,1.9768652527311006,C32079,2.2755650380266133,C32092,2.332199502114317,E32013,2.3776948127446755
118,7026,,Forest Hills Cemetery,42.294444441500076,-71.10566937349998,0,C32089,0.8717576197532999,E32010,1.009175523153381,C32105,1.018902481309273,C32094,1.075747306549762,C32099,1.1860214081322462,C32048,1.2955639483183343,D32040,1.3535339421339536,C32043,1.5305427517193233,C32092,1.5309568863045968,D32052,1.5316570139296366
119,313,313,Walter Street Cemetery,42.29317381550004,-71.12988359449997,0,C32047,0.7001696119094183,C32048,0.7187312086406477,C32046,0.7751978051537594,C32059,0.9451180091779029,C32089,1.1882415121687404,E32010,1.5502300837314682,D32052,1.846761553201047,C32105,1.8543590426211942,C32079,1.92248175953353,C32085,2.0867235819649363
120,223,223,Pagel Playground,42.28917269400006,-71.11881044049994,0,C32048,0.4350301337685904,C32047,0.7736568620172022,C32089,0.7998375376820499,C32046,0.8376858500582344,C32105,0.8387660839623048,C32079,1.1618958093769198,E32010,1.3583378986827301,C32059,1.5102269214365682,D32052,1.8916006086167756,C32094,1.963801572042348
121,229,229,Parkman Playground,42.295967927500044,-71.11311762499994,1,C32089,0.23894037796039638,E32010,0.5582559493587661,C32048,0.7604561362325339,D32052,1.1396331390668877,C32105,1.1657403443278347,D32040,1.2572449335540348,E32001,1.4660421394710674,C32047,1.559965836067436,C32046,1.6431295985151615,C32094,1.689206462908179
122,112,112,Fallon Field,42.28757174900005,-71.13524941649996,1,C32059,0.18242463800081632,C32046,0.5977196517857687,C32047,0.6206868798694608,C32048,1.2898318077203148,C32085,1.5072406716682925,C32079,1.8009152337341345,C32089,1.8459568199008598,C32086,1.8941342906490994,C32105,2.1145860474525016,E32010,2.280079755971881
123,241,241,Poplar Street Play Area,42.280778077000036,-71.12642474249998,0,C32046,0.6314797869654878,C32047,0.7076662186759254,C32079,0.8172917697342914,C32059,1.0506075644920787,C32048,1.3891421189813136,C32105,1.4852680214740506,C32106,1.5279053788993198,C32089,1.9030749445277653,E32014,2.049872374737074,C32085,2.312694799130776
124,2015,,Delano Park,42.280005508000045,-71.12607115099996,0,C32046,0.7217748028954755,C32079,0.7699067177367266,C32047,0.7971157075225473,C32059,1.1259162977519996,C32106,1.4375096789016102,C32048,1.4626736232153719,C32105,1.493074863219476,E32014,1.9606114676923674,C32089,1.9675638216102647,C32085,2.36489512370947
125,7028,,Toll Gate Cemetery,42.29479338950006,-71.11738631099996,1,C32089,0.1812745045309009,C32048,0.3930937368105869,E32010,0.7283668601882377,C32105,1.1839062808338146,C32047,1.2110850544348515,D32052,1.2575191555449652,C32046,1.2979697130509873,D32040,1.531104228763643,E32001,1.592249031718081,C32079,1.7757379797368071
126,94,094,Dudley Town Common,42.32657992800003,-71.07562802749996,1,C32015,0.14033789375402234,C32022,0.7525525080538353,B32017,0.7696699894356863,B32026,0.8311131407527157,C32005,0.9871443128039868,D32059,1.1013301044944452,B32022,1.1179409473367206,B32055,1.239720823337214,C32061,1.2466521270266633,B32064,1.3050658579260481
127,170,170,King Street Play Area,42.330329141500044,-71.09278129049994,3,C32001,0.21865591251188693,B32055,0.23662643338228068,B32059,0.28565446893611307,B32064,0.601870707289265,B32017,0.7368136157335183,B32002,0.7667856490158589,B32063,0.7714467656588203,B32021,0.855862629405079,B32033,0.857194176068943,Z32997,0.9064468185267688
128,164,164,Jeep Jones Park,42.330708266000045,-71.09222258699995,3,B32055,0.21926016171088078,B32059,0.23935031474302843,C32001,0.2486878166390089,B32064,0.5395776992566459,B32017,0.6954546940456198,B32002,0.7071855726950882,B32063,0.7972138446598914,B32021,0.8336584530508153,B32033,0.8522635638105733,Z32997,0.8648194177092589
129,180,180,Linwood Park,42.328530744000034,-71.09469041599996,1,C32001,0.2973727513077112,B32055,0.3876537288251065,B32059,0.5235297747781233,B32063,0.7561464405041138,E32006,0.7673071432256962,E32012,0.7702956261973896,B32023,0.8370324828983888,B32064,0.8551462253233053,B32017,0.9040259402017938,B32033,0.9587458107927458
130,172,172,Kittredge Park,42.32808111750006,-71.09252923499997,1,B32055,0.24852393735009484,C32001,0.40768342066312707,B32059,0.5318981529139817,B32017,0.7404037637072738,B32023,0.7452719394830707,B32064,0.7889810860846692,E32006,0.8490816337318606,E32012,0.8903463908451128,B32063,0.9226696059975041,B32002,0.9810629715848671
131,1009,,Rockledge Street Urban Wild,42.32644803850005,-71.09017762499994,0,B32055,0.33493803655894455,B32023,0.5636119510258093,B32017,0.6425518525478238,C32001,0.6679349336593523,B32059,0.7315823521367002,B32064,0.8858029842560619,E32006,0.9094715792691792,E32011,0.9443473396684449,E32012,1.0035309892426607,B32026,1.023853378869666
132,292,292,St James Street Park,42.32692187050006,-71.08514652649998,0,B32017,0.341218413944811,B32055,0.5003293559083877,B32026,0.7312418676179481,B32023,0.7905903075097467,C32015,0.8262325904662128,B32064,0.8352820049907045,B32059,0.8788564126201972,C32001,0.9522702302372468,B32022,1.029740232825506,C32005,1.0385206033280139
133,186,186,Malcolm X Park I,42.32173362550006,-71.08924205799997,1,B32023,0.16960021681752374,B32027,0.5811415090239695,E32011,0.6485387581233026,B32022,0.7064973862525723,B32055,0.8619236087806623,E32006,0.9082421992342525,B32017,1.0038922171597346,E32004,1.0246049071274383,E32012,1.0827983288512588,C32001,1.1579244121466998
134,157,157,Horatio Harris Park,42.31860300400004,-71.09003208449997,1,B32027,0.24615995924683096,B32023,0.33080844118707625,E32011,0.5307142781827431,B32022,0.631846925868053,E32004,0.7793689486945581,C32102,0.8526780085873036,E32006,0.9620839322522149,C32027,0.9948414535370149,E32012,1.1617155250356035,D32041,1.1962096962178361
135,306,306,Trotter School Playground,42.31514597100005,-71.08873768449996,0,B32027,0.328639576376737,B32022,0.601755710443571,C32027,0.6601664869788618,C32102,0.683206894764099,B32023,0.7292191052704743,E32011,0.7828189424827493,E32004,0.8181071182609898,B32028,1.0286248929159738,E32006,1.2773311977935682,D32041,1.304807449536568
136,73,073,Crawford Street Playground,42.31547495250007,-71.09266835549994,1,B32027,0.16933240996095666,C32102,0.4451353839561532,E32004,0.4923991265130385,E32011,0.5253708223657018,C32027,0.6318724972260001,B32023,0.6724767343121778,B32022,0.885020769020419,D32041,0.9791151691522871,E32006,1.0322209876919997,E32012,1.232954833350158
137,311,311,Father Jack Play Area,42.31448884900007,-71.09417351399998,1,C32102,0.2822651288862668,B32027,0.3249212532852814,E32004,0.3912587733711085,C32027,0.5454704809497053,E32011,0.5660320194943413,B32023,0.8084113196150791,D32041,0.8848007575693104,B32022,1.0384984180322434,E32006,1.0589826296604465,E32005,1.1692335933638156
138,119,119,Flaherty Playground,42.31166498400003,-71.10433970549997,1,E32005,0.27528260956987716,D32041,0.5888404148692706,D32040,0.632102509970035,E32004,0.6491252944571322,C32102,0.6788831987781243,E32001,0.9592555715047374,C32027,1.0201621353788304,E32011,1.0721750115343636,D32052,1.1261867117379618,B32027,1.1757535730259958
139,187,187,Marcella Playground,42.32287224700008,-71.09620288499994,0,E32006,0.32472087623110085,E32011,0.3960868724936287,B32023,0.4374365794087812,E32012,0.49606602544048967,B32027,0.7502919284555252,E32004,0.8223715491885997,B32055,0.8855851196977288,C32001,0.9271758849024804,D32041,0.9402822689133291,E32003,1.1309628772793856
140,152,152,Highland Park,42.32521874150004,-71.09492456749996,0,E32006,0.499484466349254,B32023,0.5172737278329063,E32012,0.5914376759794302,B32055,0.6137112901748258,C32001,0.6629301359488643,E32011,0.6675645313859258,B32059,0.8785426035837157,B32027,0.95589165005847,B32063,1.0372199505170228,B32017,1.0462867353931558
141,45,045,Cedar Square,42.32481831150005,-71.08954577999998,0,B32023,0.40119462742863987,B32055,0.5184270368986045,B32017,0.7284985658629065,E32011,0.8328329339166107,C32001,0.8455543239863631,E32006,0.8981941284226153,B32027,0.9013249742258833,B32059,0.9197552088238778,B32022,0.9690853043062243,E32012,1.0257930903257009
142,105,105,Elm Hill Park,42.31292516950003,-71.08213526149999,0,B32022,0.5501739893268915,B32028,0.5655591173166921,B32029,0.8476291031091473,C32027,0.9015535540871503,B32027,0.9215784086754365,C32037,1.0048535503560125,C32030,1.083249850610593,C32111,1.1260722045997669,C32102,1.1583392425892671,B32023,1.2083496043627682
143,250,250,Quincy Street Play Area,42.31472198450004,-71.07972195349998,0,B32022,0.41521147639721845,B32028,0.7634362692536913,B32029,0.8022346307847971,B32027,1.0364341650240374,C32027,1.1670320816667075,C32037,1.1773058030473167,B32023,1.2088664818735448,C32015,1.2324383173129405,C32111,1.2842143485419568,C32030,1.3332378268372267
144,158,158,Howes Playground,42.324285288000056,-71.07871064449995,0,C32015,0.3001616055397495,B32017,0.7494429011839965,B32022,0.7754544803061589,B32026,0.9696217129711736,C32022,1.038944783882131,B32023,1.081764267916675,B32055,1.1050545119590045,C32005,1.2014852635884552,D32059,1.291538503636599,B32064,1.3265866565675992
145,181,181,Little Scobie Playground,42.322747562000046,-71.08072187549996,0,C32015,0.5275003849532542,B32022,0.5594579308963615,B32017,0.829664480196326,B32023,0.8808172761120167,B32055,1.077712822504414,B32026,1.1191979255364086,B32027,1.1303619751863607,C32022,1.2480642408936318,E32011,1.3475814641496595,C32005,1.3789963971094987
146,108,108,Erie/Ellington Playground,42.30133707750005,-71.08342471299994,1,C32030,0.2849637875820848,C32037,0.46048222519388105,C32111,0.47794472961497125,B32028,0.7580484553108786,C32043,0.8094507876054801,C32099,0.8339829988458473,C32110,1.104857891862849,C32027,1.187173332897373,B32029,1.2608734409358036,C32038,1.553099699493633
147,247,247,Puddingstone Park,42.30522708950005,-71.08374539749997,1,C32030,0.23574747407974578,B32028,0.37664447841498006,C32037,0.3867113905072627,C32111,0.5081974000479339,C32027,0.8639310044603712,B32029,1.0161427088649373,C32099,1.1221007021197134,C32043,1.2144390766829205,C32102,1.2993492321018465,B32022,1.4089066325133794
148,100,100,Bynoe Park,42.32953086850006,-71.07655408149995,0,C32015,0.47667391970544737,B32026,0.5289041596216107,B32017,0.6036343374075269,C32005,0.6515000904438736,D32059,0.7691616752946553,C32022,0.8905458474090275,C32061,1.0091142320190756,C32006,1.0191809838892896,D32061,1.0230372084001693,B32064,1.053414498766526
149,1010,,Buena Vista,42.32355593750006,-71.08335593449996,0,B32022,0.635816063899344,C32015,0.6884920207723074,B32023,0.6927559422768175,B32017,0.6996264514126411,B32055,0.8631032688251518,B32027,1.0235810267503018,B32026,1.0439788645625327,E32011,1.174112156782379,B32064,1.2351699105818663,B32059,1.264430152417691
150,183,183,Madison Park H.S. Athletic Fields,42.33251385950004,-71.08685217599995,1,B32064,0.19959442931787172,B32017,0.385493294716705,B32002,0.4247916345082442,B32055,0.43482140773567046,B32059,0.4415234086536911,B32026,0.46721993373827875,D32059,0.6491514315148708,D32061,0.666500045963647,C32001,0.7013612065048995,C32005,0.7051503951547796
151,85,085,Dennis Street Park,42.322445721000065,-71.07485171649995,0,C32015,0.3233791271954919,B32022,0.8051757944167129,C32022,0.8288466366097029,B32017,1.1077923194338253,B32026,1.2652325397675457,B32023,1.3572377501568071,B32029,1.439028887936023,C32005,1.4472504202508902,B32055,1.4830459029881367,B32027,1.5378375720615045
152,155,155,Holborn Street Playlot,42.31535749750006,-71.08260841649994,1,B32022,0.27983624502677584,B32027,0.7886714042026863,B32028,0.8384592322724713,B32023,0.9823167735600533,C32027,1.0050952383564058,B32029,1.0264709422522302,C32102,1.164490218576556,E32011,1.2186925421497214,C32015,1.2591440426844211,C32037,1.2769318494930066
153,196,196,Medal of Honor Park,42.336559684000065,-71.03233982599994,0,C32017,0.5376779950823337,C32051,0.7029251778791459,C32023,0.7089269145176296,C32091,0.8493963959585921,C32021,0.9168423330663237,C32020,0.9670017754919688,C32016,1.1465936953536386,C32028,1.327897915230134,C32032,1.3542608211865126,B32014,1.5632763114985258
154,57,057,Christopher Lee Playground,42.33770527300004,-71.03181776499997,0,C32017,0.6130910063426661,C32023,0.6802776303523679,C32051,0.7409853946636281,C32021,0.787816316822463,C32091,0.8033073886267991,C32020,0.8326777542803157,C32016,1.2034010754937288,C32032,1.2503574834883566,C32028,1.277284898833909,B32014,1.4770723983740977
155,146,146,Hawes Burying Ground,42.33431782550005,-71.03451797649996,0,C32017,0.38443719934672754,C32051,0.795120322539349,C32023,0.9193147658013305,C32091,0.9390339972113076,C32016,0.982224833079797,C32021,1.188262409662835,C32020,1.2631123200235301,C32052,1.4011220616200424,C32028,1.402621609950677,C32029,1.492913122013479
156,307,307,Union Burying Ground,42.33410216200008,-71.03451242899996,0,C32017,0.3952987090290825,C32051,0.7919512554382254,C32023,0.9253328988777332,C32091,0.9604590171587857,C32016,0.98740047290548,C32021,1.2116468774552913,C32020,1.2851134728696618,C32052,1.3939811788655208,C32028,1.4228083756576086,C32029,1.5020458796942722
157,5001,,Dorchester Heights NHS,42.332871705500054,-71.04622996199998,0,C32016,0.34293378589854256,C32052,0.4645882803460698,C32017,0.6925199766690453,C32029,0.815192230771297,C32091,1.119853785692163,C32028,1.3365260867921973,C32024,1.3572552425076025,C32013,1.4506168170148461,C32053,1.4913952266903068,C32064,1.5118124549625893
158,118,118,Flaherty Park,42.34188132700004,-71.05305645249996,1,C32024,0.25327053468601424,C32029,0.3354720196375129,C32009,0.42923207378363126,C32053,0.43020356921815484,C32035,0.7859597618494792,C32028,0.8114989425407031,C32016,0.8656466652608572,D32018,0.9105656134209043,C32025,0.9466995417623605,C32057,0.9627240867887171
159,35,035,Buckley Playground,42.33934715750004,-71.04912424699995,1,C32029,0.19293320647608964,C32016,0.44561869274787763,C32024,0.6045651444726683,C32028,0.736505951521219,C32091,0.8091046183645142,C32053,0.8415268903383761,C32009,0.8568635136422035,C32017,0.9426521831922061,D32018,0.9849980414165141,C32052,1.019939870135548
160,268,268,Ronan Park,42.304354493000034,-71.06263071199996,0,B32031,0.43950465434224956,C32041,0.5482842115379376,C32108,0.6943723411446979,C32033,0.9997363956402868,B32029,1.02606808464867,C32111,1.290805531580835,E32009,1.2962439842169289,C32037,1.3743063257459034,C32066,1.4036585803258521,B32028,1.5614093976296495
161,206,206,Mt. Bowdoin Green,42.30247211900004,-71.07611388049995,1,C32111,0.19153514982169656,C32037,0.32038062976356063,B32028,0.723876212181715,C32030,0.7693422604457612,B32029,0.8319789305672028,B32031,1.0855849950028424,C32110,1.1455932112197589,C32043,1.2610496416454007,C32041,1.3103615290997714,E32009,1.362690888333541
162,39,039,Byrne Playground,42.30091764800005,-71.05240549899995,0,C32108,0.3422284878380266,C32041,0.6978549042383542,C32033,1.082544425528618,B32031,1.301098475571141,C32066,1.3217426019343206,E32009,1.4144893724513354,C32014,1.8139786180034325,B32029,1.9441483230734515,C32062,1.9482706403141217,C32038,1.985441807034454
163,88,088,Doherty/Gibson Playground,42.29728354000005,-71.06185766649998,1,C32041,0.2782303596972388,E32009,0.5816258937918385,C32066,0.6210072135052668,C32108,0.9468100630565944,C32038,1.1265751710812175,B32031,1.2044336827406792,C32062,1.300984689637036,C32055,1.3405785973186124,C32110,1.4416771193461357,C32111,1.5007824346090706
164,316,316,Wellesley Park,42.29601162700004,-71.06577711399996,0,E32009,0.343755359701414,C32066,0.5453191984400603,C32041,0.5812512065570761,C32038,0.8031717150242075,C32055,1.0567960543075414,C32110,1.0889768108411968,C32062,1.1539631493769757,C32108,1.2753265358037627,C32111,1.3005248660710473,B32031,1.3163524351768525
165,3029,,McMorrow Playground,42.29575340800005,-71.05107535349995,0,C32041,0.90241266362415,C32108,0.9181669901424682,C32066,1.0486604677011064,E32009,1.2505271032989798,C32040,1.4499170105114614,C32062,1.5521643541675554,C32033,1.6655129742297112,B32031,1.7742046628324144,C32038,1.8125698065863138,C32055,1.8971921685657336
166,151,151,Hemenway Playground,42.291396558500054,-71.05618519649997,0,C32066,0.5278556771471749,E32009,0.8066934345861019,C32062,0.9118653827581696,C32040,0.943725788166151,C32041,0.9874854950914517,C32038,1.2936904434147252,C32055,1.3100694903301198,C23109,1.351152770319997,C32108,1.372990649777255,C32110,1.799294330910082
167,257,257,Rev. Loesch Family Park,42.290667939500054,-71.06650416499997,1,E32009,0.2574492671753114,C32066,0.34470926129404017,C32038,0.43883746870932094,C32055,0.5284736338334506,C32062,0.5858855905647128,C32110,0.9619929239850036,C32041,1.1053062123297626,C32040,1.2974006895839734,C23109,1.3333915304586084,C32111,1.6953955783351973
