id,Title,Artist,Lat,Long,Station 1,Station 1 Dist,Station 2,Station 2 Dist,Station 3,Station 3 Dist,Station 4,Station 4 Dist,Station 5,Station 5 Dist
89,Literary District Alley 2,"Heidi Schork, Mayor's Mural Crew",42.35532689,-71.06169309,D32014,0.1417160202998098,B32056,0.1506918220314761,D32019,0.334143331524186,B32061,0.3511169549252344,A32058,0.4753907892923853
90,Literary District Alley 3,"Heidi Schork, Mayor's Mural Crew",42.35532689,-71.06169309,D32014,0.1417160202998098,B32056,0.1506918220314761,D32019,0.334143331524186,B32061,0.3511169549252344,A32058,0.4753907892923853
91,Dos Montanas,"Heidi Schork, Mayor's Mural Crew",42.26700671,-71.09487464,C32045,0.14229807055258745,Z32999,0.3940296914218793,C32044,0.8510441689780264,C32050,1.1610009424962429,E32014,1.6459770094566484
92,Taste of Home / Gou Lakay Mwen / Sabor de Casa 1,"Heidi Schork, Mayor's Mural Crew",42.26843977,-71.09456682,C32045,0.09696618197435827,Z32999,0.2943433394203803,C32044,0.6900646523807188,C32050,0.9999748348272554,C32103,1.642782067363949
93,Taste of Home / Gou Lakay Mwen / Sabor de Casa 2,"Heidi Schork, Mayor's Mural Crew",42.26843977,-71.09456682,C32045,0.09696618197435827,Z32999,0.2943433394203803,C32044,0.6900646523807188,C32050,0.9999748348272554,C32103,1.642782067363949
94,Taste of Home / Gou Lakay Mwen / Sabor de Casa 3,"Heidi Schork, Mayor's Mural Crew",42.26843977,-71.09456682,C32045,0.09696618197435827,Z32999,0.2943433394203803,C32044,0.6900646523807188,C32050,0.9999748348272554,C32103,1.642782067363949
95,My Brother's Keeper,"Heidi Schork, Mayor's Mural Crew",42.31845534,-71.081556,B32022,0.09685322955212126,B32023,0.8658918673653566,B32027,0.8737309884609552,C32015,0.9192470008253104,B32028,1.1724276571200085
96,Animal Care and Control Lobby,"Heidi Schork, Mayor's Mural Crew",42.29508538,-71.12180324,C32048,0.27338519011764667,C32089,0.4898721636453598,E32010,0.8991844197200942,C32047,1.01644797783379,C32046,1.1088515939715524
97,BCLA students,"Heidi Schork, Mayor's Mural Crew",42.26325705,-71.11779272,E32014,0.30436866744328445,C32106,0.551040534896624,E32013,0.8123403048765867,C32104,1.0120503791303674,C32079,1.729425303934329
98,Choice,Greg Lamarche,42.34502383,-71.06052906,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456
99,Tiger Style,"Genaro ""GoFive"" Ortega, Rob ""Problak"" Gibbs, Brandalizm, Sneha ""IMAGINE"" Shrestha, Luis “Take1” Taforo",42.33129711,-71.08836793,B32055,0.2515272203115217,B32064,0.3278377489505364,B32059,0.35973525946018375,B32017,0.40470507675365386,B32002,0.5504518744151649
100,Mel King,"Genaro ""GoFive"" Ortega",42.33204691,-71.08996914,B32059,0.20414916699283925,B32055,0.2874093739762106,B32064,0.3051228304807644,C32001,0.4393173138308423,B32002,0.4940884691932132
101,Reflect the Times,"Genaro ""GoFive"" Ortega",42.34713488,-71.06461487,D32048,0.17615421521599722,C32025,0.18063290522379585,C32057,0.22254004405223055,D32043,0.32821953766173373,C32035,0.4233615109731001
102,Sacred Journey,"Genaro ""GoFive"" Ortega",42.34502383,-71.06052906,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456
103,Untitled,"Fernando Ayala Cuellar, Heidi Schork, Mayor's Mural Crew",42.30571643,-71.11449929,D32052,0.10622874226093407,E32001,0.3785934209893759,E32010,0.5328500756541199,D32040,0.5705382195439718,E32005,0.8000481663798642
104,Connected Community,"Faduma Sharifnoor, LeEr Li, Shurel Codrington, Yousra Ali, Iiman Abdirahman",42.34631465,-71.06889757,C32000,0.11835672118651097,D32048,0.3682347846219635,C32057,0.434235818033432,D32049,0.46147042461022936,C32025,0.4727906252614845
105,Untitled,Ewok,42.34502383,-71.06052906,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456
106,Untitled,"Douglas ""Hoxxoh"" Hoekzema",42.34502383,-71.06052906,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456
107,Dreaming Isn’t So Concrete,Destiny Palmer,42.27521958,-71.08241346,C32103,0.42932779154182127,C32050,0.9258289272184917,C32044,0.9355361973426042,C32045,1.2323213003745814,Z32999,1.3706905664186226
108,Untitled,"David ""Don Rimx"" Sepulveda, Victor ""Marka27"" Quiñonez, and Rob ""ProBlak"" Gibbs",42.34502383,-71.06052906,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456
109,Sangre Indígena,"David ""Don Rimx"" Sepulveda",42.33204691,-71.08996914,B32059,0.20414916699283925,B32055,0.2874093739762106,B32064,0.3051228304807644,C32001,0.4393173138308423,B32002,0.4940884691932132
110,Powerful Knowledge,"David ""Don Rimx"" Sepulveda",42.30817969,-71.08123693,B32028,0.0380698845089094,C32037,0.4776921319821254,C32111,0.6052895933014493,C32030,0.6234141956745963,B32029,0.7045545229943562
111,Untitled,Dana Woulfe,42.34502383,-71.06052906,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456
112,Doujans D'al Hirhoal,Cyrille Conan,42.34225178,-71.14101853,K32002,0.47443353802278954,K32011,0.6207482981548552,D32054,0.6248107344455134,D32034,0.6838064861645372,D32033,0.9070178368350552
113,Dino City 1,"Curtis “Curtistic"" Williams",42.33204691,-71.08996914,B32059,0.20414916699283925,B32055,0.2874093739762106,B32064,0.3051228304807644,C32001,0.4393173138308423,B32002,0.4940884691932132
114,Make Your Own Path,Chris Piascik,42.27521958,-71.08241346,C32103,0.42932779154182127,C32050,0.9258289272184917,C32044,0.9355361973426042,C32045,1.2323213003745814,Z32999,1.3706905664186226
115,Untitled,Cey Adams,42.34502383,-71.06052906,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456
116,Birds Eye View,"Cedric ""Vise 1"" Douglas",42.27521958,-71.08241346,C32103,0.42932779154182127,C32050,0.9258289272184917,C32044,0.9355361973426042,C32045,1.2323213003745814,Z32999,1.3706905664186226
117,Faces of Dudley: Old and New,"Caleb Neelon, Victor ""Marka27"" Quiñonez",42.32933241,-71.0851071,B32017,0.11698433527419179,B32055,0.4165760759751563,B32026,0.503612918327553,B32064,0.5810352740401727,B32059,0.7031706827201459
118,Untitled (Tobin School),"Caleb Neelon, Sneha ""IMAGINE"" Shrestha",42.33310247,-71.0983383,B32063,0.24061206395742812,C32001,0.33698220776564425,B32033,0.3893730328389139,B32013,0.50260666520369,B32059,0.5075390104465202
119,Tale of an Ancient Vase,Bryan Beyung,42.35084807,-71.06089859,D32015,0.13823208485248806,D32043,0.18639083843346443,D32019,0.22711773631201743,A32042,0.42642557282940885,D32011,0.4453681579762218
