OBJECTID,OS_ID,PARK_ID,Name,Type,Acres,Avg. Lat,Avg. Long
511,347,347,Walnut Park,"Malls, Squares & Plazas",0.06010444,42.31529268600005,-71.09588656199995
512,2137,,Mirabella Pool,Parks,1.36211167,42.36883771300006,-71.05420120899996
513,1032,,Theresa Hynes Park Access Easement,Parks,0.02090878,42.34455920100004,-71.15394862699995
514,351,351,Union Park,Parks,0.36843561,42.34285793300006,-71.07142915299994
515,1033,,Blake Estates Urban Wild II,Urban Wilds,0.35358998,42.25163661800005,-71.12452484849996
516,7192,,Stony Brook Reservation CR,"Parkways, Reservations & Beaches",2.55650047,42.259162915000076,-71.13120798549997
517,3109,,Rink Grounds 2,Parks,2.52599648,42.28845087300007,-71.04481991449995
518,14,14,Mount Hope Park,Parks,0.1092459,42.28469913400005,-71.11865017549997
519,217,217,Oak Square I,"Malls, Squares & Plazas",0.23433381,42.350869819500076,-71.16807768899997
520,8,008,Henry Square,"Malls, Squares & Plazas",0.05217643,42.28279538250007,-71.05607220199997
521,7268,,Melnea A. Cass Recreational Complex,Parks,2.58263465,42.321719683000055,-71.09073974549995
522,7261,,Puerto Rican Veterans Memorial Park,"Malls, Squares & Plazas",0.13484183,42.340799974500044,-71.07134563949998
523,7269,,East Boston Greenway Extension,Parks,1.24227069,42.38173075350005,-71.01700023949996
524,7270,,Wood Island Bay Edge Park,Parks,0.59879283,42.380362590500056,-71.01660108549996
525,7263,352,Dearborn Street Square,"Malls, Squares & Plazas",0.0293237,42.32990064100005,-71.07889182749997
526,7265,,Babson Cookson Tract,Urban Wilds,2.41135373,42.27299295550006,-71.09116898899995
527,7274,7274,Paula Titus Park,Parks,0.18237447,42.326214434000036,-71.09583478849996
528,7271,7271,Watson Park,Parks,0.10689584,42.34372506550005,-71.06850409749995
529,7272,7272,Nonquit Street Green,Parks,0.3404661,42.31811642950004,-71.06839624049996
530,7273,7273,Mahoney Park,Parks,0.38110158,42.34200770600006,-71.05138175799996
531,2106,2106,Boundary I,Urban Wilds,6.92577563,42.26934764300006,-71.13798955649997
1340,7275,7275,Sprague Pond,Urban Wilds,1.19620239,42.23378641300005,-71.13800620649997
2541,7276,7276,Codman Square,"Malls, Squares & Plazas",0.35071001,42.29041826650007,-71.07108245799998
2940,7277,7277,Murphy Playground I,Playgrounds,2.44919749,42.30734063500003,-71.11343982849996
